measurement_scope,representative_seed,tree_count,node_count,leaf_count,effective_depth_max,effective_depth_median,configured_max_depth,serialized_ubj_mib,serialized_json_mib,ensemble_ubj_mib,ensemble_model_count,model_storage_format,cpu_model,cpu_platform,cpu_physical_cores,cpu_logical_threads,benchmark_device,benchmark_threads,latency_batch_size,latency_warmup,latency_repetitions,throughput_warmup,throughput_repetitions,engine_latency_definition,end_to_end_latency_definition,engine_latency_cpu_median_ms,engine_latency_cpu_p95_ms,engine_latency_cpu_p99_ms,end_to_end_latency_cpu_median_ms,end_to_end_latency_cpu_p95_ms,end_to_end_latency_cpu_p99_ms,throughput_batch_rows,throughput_cpu_samples_per_s,throughput_batch_median_ms,storage_note
representative_seed_model_and_full_ensemble_storage,42,144,11142,5643,7,7.0,7,0.453125,0.6075716018676758,4.545921325683594,10,UBJ,"Intel64 Family 6 Model 183 Stepping 1, GenuineIntel",Windows-11-10.0.26200-SP0,16,24,cpu,1,1,50,200,10,30,preprocessed_X_to_model_output,finite_check_model_inverse_target,0.076149997767061,0.21760002418886865,0.2738759882049632,0.07680000271648169,0.1860349642811343,0.27678400510921997,7384,548759.643313569,13.45579998451285,"UBJ and JSON are serialization sizes, not RAM"
