rank,trial_number,candidate,objective,physics_level,physics_admissible,R2_min,R2_median,R2_mean,R2_std,RMSE_mean,MAE_mean,bias_abs_mean,active_cdp_pcd_min,active_cdp_pcd_mean,parameter_count,training_time_s,config_hash
82,5,TRIAL_0005_CDP_NEG,0.6685862928563393,C,False,0.6652148842528449,0.6776171736343333,0.6941746374508585,0.03245253530753457,0.9969484701869972,0.5496601421021606,0.04606764652362677,92.431640625,94.1015625,138401,935.839919500002,4d92690e746511a38e4d1db49f141612f1df129e94a20a84b74cbe574e156932
83,6,TRIAL_0006_CDP_NEG,0.6666051422834393,C,False,0.6512686025636238,0.7014562816492689,0.7079904360848845,0.053919473580040324,0.9719547033829642,0.5775670556174902,0.05223062085173554,93.603515625,96.572265625,8193,16.5699887999981,0f343ff1931a1b003815ba5f5cbe8f0b03dfed613e3f091ab6cd5e39a19749f5
84,15,TRIAL_0015_CDP_NEG,0.6636951311602746,C,False,0.6553433515364121,0.684406351086635,0.701003443282246,0.04933129415787737,0.9846708303727038,0.5906370914352822,0.06343430948837228,84.619140625,87.83203125,56993,12.167058499995619,3cb58a9a5082dec2e4180918b229899156911aff80e0470b6eea3ecb572ed118
85,9,TRIAL_0009_CDP_NEG,0.6156283988215919,C,False,0.5924272462925537,0.662645750310396,0.662600077457998,0.048816817928588864,1.045060958828968,0.6359228860582886,0.03776278012700446,90.576171875,91.0546875,71619,226.8355828000058,f7d31c9a51e98e2576d6639f6bf0b1e2e09cf08c4e574e3ad1dd53413824f8f9
86,23,TRIAL_0023_CDP_NEG,0.41883677459475377,C,False,0.3937580055491845,0.4718541241073564,0.46270356066335444,0.05244622033299273,1.3144141645470984,0.7781039204572698,0.0484886430411206,56.787109375,63.603515625,18657,1795.9989160000114,32c74c25abb2cdaa2565a4de20ed92ed33fa1ad11952d5c1a0b8b2c2b6557d28
87,3,TRIAL_0003_CDP_NEG,0.38951559432126365,C,False,0.38225876517071056,0.4051331291887612,0.4085297616779845,0.022325797055895075,1.3802989586855978,1.0872820277542274,0.7613028349080924,64.35546875,69.08203125,39425,83.10866739999983,b7b9f71752a74c42d8b2f609e76083b86ca6ff925b2967343c55fd0c00d88963
88,1,TRIAL_0001_CDP_NEG,-0.008821247678664466,C,False,-0.009598490622143574,-0.0013600167086236237,0.01978539551825742,0.04632687844616976,1.7798305394263387,1.147796790673091,0.09728486851280177,50.9765625,54.658203125,143363,12.83261570000468,d44e216189ea367bf60b270d345fa26f37f2d3ee75c67444a3ab4f9173af55ce
89,13,TRIAL_0013_CDP_NEG,-0.01653691771350674,C,False,-0.028002631535750222,0.0064676085370591885,0.013958446702687265,0.030714660234430913,1.7852982531135673,1.1284745078639136,0.1972053616100244,46.044921875,48.84765625,49763,893.5844328999956,d8bdc10943a70773891b3561d2d18698fb18bfcd95970b83cbacab5eb5f54306
90,18,TRIAL_0018_CDP_NEG,-0.019580243320914487,C,False,-0.027052021582963715,-0.00492377256923926,-0.009701953751814018,0.009017032251830785,1.8061231178920614,1.1440087415864046,0.17640159850808032,49.51171875,50.859375,20449,86.1261330999987,6141fd2194acbd663c37dfe9b71a1086fb1ed973200acb19c7d47dd5ab7361aa
91,17,TRIAL_0017_CDP_NEG,-0.020378546950129393,C,False,-0.036132592028249144,0.010852196328243746,0.002181275597147292,0.021727781913677593,1.7954261499284598,1.1553324803865594,0.13916263400180845,48.486328125,51.1328125,59665,332.15877570000157,5d0af1e84cc5d32ee0d71203333a17e50bbc0206033eddc15e44947dc8948060
92,2,TRIAL_0002_CDP_NEG,-0.028527626313991236,C,False,-0.034769324074675145,-0.016006065459784447,-0.01694181733331699,0.011700304979191157,1.8117093666751014,1.2824465424955622,0.20639425528275362,49.365234375,50.419921875,65395,231.94628020000164,c36a396e62698a6ab38d44cb6279deb1a3e668ccdb4335fb0881414aeecace44
93,22,TRIAL_0022_CDP_NEG,-0.049604338322905395,C,False,-0.07247417993189176,-0.0053948544241009255,-0.0011321943572935923,0.04388154600810703,1.7943326640016874,1.3295913504165795,0.3404290130779458,47.802734375,54.521484375,48643,158.2461892999927,4ab60f330553f4eb0a00ef400a3910fe0956beb5efdfc6b569c3444e7dac9d57
94,24,TRIAL_0024_CDP_NEG,-0.06432706594793057,C,False,-0.07983800608069336,-0.03420907279885754,-0.035520431599949644,0.026094972998623216,1.8266598306454334,1.3354651533630069,0.3152562503855097,48.53515625,49.78515625,10467,287.5418526000067,c11e5aaf0f78682eb544d2ecc43ffec7c41fcebdebb04a8a02a77512465e050c
