candidate,trial_number,config_hash,stage,status,fold,seed,N_train,N_validation,train_signature,validation_signature,worker_pid,worker_wall_time_s,worker_peak_gpu_allocated_gb,worker_peak_gpu_reserved_gb,worker_runtime_signature,worker_tf32_matmul,worker_tf32_cudnn,worker_deterministic_algorithms,worker_inner_threads,R2,RMSE,MAE,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct,val_data_loss,val_physics_loss,val_total_loss,active_cdp_pcd_pct,active_cdp_violation_pct,active_cdp_near_zero_pct,dCO_dCDP_phys_mean,dCO_dCDP_phys_median,dCO_dCDP_phys_q05,dCO_dCDP_phys_q95,g_star_cdp_mean,g_star_cdp_median,g_star_cdp_q05,g_star_cdp_q95,diagnostic_only_tit_negative_gradient_pct,diagnostic_only_tit_positive_gradient_pct,diagnostic_only_tit_near_zero_pct,diagnostic_only_dCO_dTIT_median,physics_mode,best_epoch,parameter_count,training_time_s,requested_batch_size,effective_batch_size,requested_max_epochs,physics_warmup_epochs,effective_min_epochs,stopped_epoch,stop_reason,use_lbfgs,lbfgs_outer_steps_executed,physics_evaluation_rows,physics_evaluation_sampling,physical_scale_cdp_delta_x,physical_scale_co_delta_y,synthetic_attempted,synthetic_accepted,synthetic_acceptance_pct,synthetic_feature,knn_threshold,knn_k,knn_quantile,train_kth_at_protocol_quantile
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,0,21,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,37176,1254.8629865000005,0.1568775177001953,0.181640625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.8544585409556396,0.5915334569849309,0.3850474172480365,0.0262862931029461,0.381451651526554,0.0368156904341525,0.5904599094305776,0.9246780704102988,0.8575164334345573,0.3279469813682528,0.0,0.1413267999887466,0.0,-9.95601749420166,100.0,0.0,0.0,-0.2976279854774475,-0.2238564491271972,-0.783656120300293,-0.0447812974452972,-0.178543671965599,-0.1342889666557312,-0.4701064825057983,-0.026863794773817,53.759765625,46.240234375,0.0,-0.0100384624674916,CDP_NEG,105,77251,1254.862390899998,64,64,800,80,80,165,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.6649999618530273,6.109466117620462,768,750,97.65625,CDP,1.4710406730757069,20,0.99,1.4710406730757069
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,1,21,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,24992,2045.2690201999976,0.1405577659606933,0.166015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.71874714180173,0.976289512266669,0.4795250965450212,0.0267894651676079,0.5302200278199768,-0.0818207441895668,0.9730617398189388,0.8490730109155288,0.708845925286454,0.5770608026414765,0.0,0.1895859241485595,4.726125268916803e-07,19886.861328125,99.8046875,0.1953125,0.0,-0.205433577299118,-0.1556293070316314,-0.535093367099762,-0.0370884910225868,-0.1249077469110488,-0.094625748693943,-0.3253475129604339,-0.0225505474954843,44.62890625,55.37109375,0.0,0.0104081127792596,CDP_NEG,285,77251,2045.2684603000016,64,64,800,80,80,345,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.646400070190428,5.997169941663727,768,745,97.00520833333331,CDP,1.4510426770894138,20,0.99,1.4510426770894138
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,2,21,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,2664,1320.335517200001,0.1471991539001464,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.7717672337575188,0.8173404958461482,0.4645070021982495,0.0427167306986683,0.4776534861266301,-0.0579537891910648,0.815426060090824,0.8793047310189614,0.7874128951201714,0.3967804899944981,0.0,0.1875483244657516,0.0,-10.482576370239258,100.0,0.0,0.0,-0.3246760666370392,-0.2653523087501526,-0.7129988670349121,-0.0902220234274864,-0.1975876837968826,-0.1614851057529449,-0.4339087605476379,-0.0549062974750995,63.134765625,36.865234375,0.0,-0.0182945430278778,CDP_NEG,110,77251,1320.335029400001,64,64,800,80,80,170,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.663600349426268,6.020027899742124,768,747,97.265625,CDP,1.4524627365104603,20,0.99,1.4524627365104603
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,3,21,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,35156,1328.8141477999998,0.1525869369506836,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.7415707365117201,1.0790650144553642,0.4798225728731298,0.0330235602506534,0.5082841552702478,-0.0310518033526027,1.078777781085125,0.8631501300318684,0.6958709526216708,0.6381344369884321,0.0,0.200655311346054,1.7659560398897156e-05,-10.228423118591309,99.951171875,0.048828125,0.0,-0.2952810227870941,-0.2011288702487945,-0.7628673911094666,-0.0903335586190223,-0.1803458631038665,-0.1228414922952652,-0.4659289717674255,-0.0551721304655075,54.931640625,45.068359375,0.0,-0.0064416448585689,CDP_NEG,115,77251,1328.8129541000017,64,64,800,80,80,175,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.652750015258789,5.9806626215577126,768,746,97.13541666666669,CDP,1.4666426917497315,20,0.99,1.4666426917497315
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,4,21,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,37872,1108.4711215999996,0.1459083557128906,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.748440646340887,0.8830696782092254,0.4674045919995918,0.0277107486794152,0.5014668430672893,0.0085663838599639,0.883186759879104,0.8653730008733309,0.7663096123471274,0.4961114128960694,0.0,0.1755156517028808,8.240849638241343e-07,-7.653640747070312,99.951171875,0.048828125,0.0,-0.2609807550907135,-0.1792322397232055,-0.6921045780181885,-0.0508749261498451,-0.1583318561315536,-0.1087366491556167,-0.4198861420154571,-0.0308648124337196,58.3984375,41.6015625,0.0,-0.0180428735911846,CDP_NEG,75,77251,1108.4702725999996,64,64,800,80,80,135,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.65000057220459,6.01635006070137,768,758,98.69791666666669,CDP,1.460840537792371,20,0.99,1.460840537792371
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,24992,1651.0570496,0.1568775177001953,0.181640625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.8516297188726158,0.5972544728071237,0.3811265585738713,0.0265405209863785,0.3851408611697554,-0.005685724492304,0.5973014835202934,0.9228924513242388,0.8431069055523875,0.3148880106141924,0.0,0.136494904756546,6.037993443896994e-06,41.07575225830078,99.90234375,0.09765625,0.0,-0.2540154755115509,-0.2157171815633773,-0.5637507438659668,-0.0690026879310607,-0.152381032705307,-0.1294063031673431,-0.3381877243518829,-0.0413939356803894,55.224609375,44.775390625,0.0,-0.0067833047360181,CDP_NEG,195,77251,1651.0565738999976,64,64,800,80,80,255,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.6649999618530273,6.109466117620462,768,752,97.91666666666669,CDP,1.4710406730757069,20,0.99,1.4710406730757069
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,1,42,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,42944,1443.1759206000024,0.1405582427978515,0.166015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.7181969814901884,0.9772439084965604,0.4827742202565403,0.0268156538792918,0.5307383576690698,-0.1126773325444459,0.9709326895420816,0.8496900044919096,0.7266063494924281,0.5060123818874775,0.0,0.1910733431577682,0.0,-12.312321662902832,100.0,0.0,0.0,-0.2709599733352661,-0.2122814655303955,-0.6348633170127869,-0.0774773061275482,-0.1647491157054901,-0.1290713995695114,-0.3860096633434295,-0.0471077598631382,46.728515625,53.271484375,0.0,0.0035926843993365,CDP_NEG,130,77251,1443.1721437999986,64,64,800,80,80,190,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.646400070190428,5.997169941663727,768,754,98.17708333333331,CDP,1.4510426770894138,20,0.99,1.4510426770894138
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,43144,1370.7322693999995,0.1471991539001464,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.773195073879504,0.8147798150066925,0.457816216773784,0.0425829016343063,0.4761570251828255,-0.0702959417394187,0.8118838736140023,0.8804323171754469,0.7898344128102338,0.379258591939247,0.0,0.1870585829019546,0.0,-10.893110275268556,100.0,0.0,0.0,-0.3208510875701904,-0.274438202381134,-0.6920788884162903,-0.0917200073599815,-0.1952599138021469,-0.167014479637146,-0.4211775362491607,-0.055817924439907,47.8515625,52.1484375,0.0,0.0018882418517023,CDP_NEG,115,77251,1370.731721,64,64,800,80,80,175,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.663600349426268,6.020027899742124,768,753,98.046875,CDP,1.4524627365104603,20,0.99,1.4524627365104603
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,37184,1328.033288999999,0.1525869369506836,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.7369781161302814,1.0886109767703542,0.4843132039827841,0.0333157035946007,0.5127806974864417,0.0338203298553393,1.0882465375917627,0.8604241013141782,0.6924413829230859,0.7105527775460735,0.0,0.2099631279706955,1.0148869300508068e-08,-10.178135871887209,99.951171875,0.048828125,0.0,-0.3093919157981872,-0.2384507358074188,-0.7676936388015747,-0.0712186843156814,-0.1889642477035522,-0.1456362009048462,-0.4688766002655029,-0.0434975288808345,49.462890625,50.537109375,0.0,0.0009898360585793,CDP_NEG,110,77251,1328.0327359999974,64,64,800,80,80,170,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.652750015258789,5.9806626215577126,768,752,97.91666666666669,CDP,1.4666426917497315,20,0.99,1.4666426917497315
TRIAL_0010_CDP_NEG,10,ec23e801c9c0bf7212fafd5c3edc8557d733607943c8d104715952d93e27f7b6,FO_ONLY,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,43664,1186.4561256000015,0.1459074020385742,0.16015625,14269c18e6a56f09985dea654338c0b32f5e417a5600e334e252b0c1bbf8bd28,True,True,True,1,0.7484039682674497,0.8831340529055142,0.4608313829957788,0.0277127687590014,0.5015033993850044,-0.0199300782852782,0.8830677499846751,0.8652249936174246,0.7564581202875139,0.4881679826084645,0.0,0.1732569932937622,0.0,-8.515530586242676,100.0,0.0,0.0,-0.279209554195404,-0.2365346997976303,-0.6727700233459473,-0.0731993019580841,-0.1693909168243408,-0.1435009241104126,-0.4081562757492065,-0.0444085672497749,57.6171875,42.3828125,0.0,-0.0113640809431672,CDP_NEG,85,77251,1186.455610699999,64,64,800,80,80,145,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,3.65000057220459,6.01635006070137,768,736,95.83333333333331,CDP,1.460840537792371,20,0.99,1.460840537792371
