relative_path,parse_status,parse_error,family,pollutant,scenario,role_inferred,disposition_inferred,revision,executed_variant,nbformat,nbformat_minor,kernel_name,kernel_display_name,python_version_declared,cell_count,code_cell_count,markdown_cell_count,executed_code_cells,output_count,error_output_count,normalized_notebook_sha256,code_sha256,imports,referenced_paths,normalized_duplicate_group,code_duplicate_group
baseline_originals/04_Gold_Standard_PINN_CO_WF_ALL - R10F.ipynb,ok,,dense_pinn,CO,walk_forward,UNCLASSIFIED,REQUIRES_TECHNICAL_CONTEXT,R10F,no,4,5,python3,Python 3,3,37,18,19,18,23,0,942eb9131e05f154f3c231a6af5dbfb293bf37889783e2208f2364dc7abdae83,438212e3df748dd6a5ed30f27a12a503680504ec2e5dddd17bb0eded9cffab00,__future__;base64;contextlib;copy;csv;dataclasses;google;hashlib;importlib;joblib;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;sklearn;subprocess;sys;tempfile;time;torch;typing,"*.png;*.pt;*/*/data/raw/gt_2011.csv;*/*/insumos/01_datos/gt_2011.csv;*/data/raw/gt_2011.csv;*/insumos/01_datos/gt_2011.csv;.metadata.joblib;.predictions.npz;.state.pt;11_r2_por_ventana.png;12_rmse_por_ventana.png;13_mae_por_ventana.png;14_pcd_tit_por_ventana.png;15_pcd_cdp_por_ventana.png;16_pcd_conjunto_por_ventana.png;17_bias_por_ventana.png;18_tiempo_por_ventana.png;19_r2_media_desviacion.png;: rmse / float(np.pt;COMPLEJIDAD_CO_R10F.csv;CONFIG_PINN_CO_FINAL_R10F.json;HASHES_CO_R10F.csv;MANIFIESTO_CO_R10F.json;No fue posible materializar el SHA-256 congelado de CONFIG_PINN_CO_FINAL_R10F.json;No se encontro gt_2011.csv;No se localizo gt_{year}.csv;PINN_CO_R10F_{window_name}_seed{seed}.pt;RESUMEN_EJECUTIVO_CO_R10F.json;auditoria_dataset_CO_R10F.csv;data/raw/gt_2011.csv;envelope_{window_name}_seed{seed}.csv;except (UnicodeDecodeError, json.JSON;gt_2015.csv;gt_{year}.csv;insumos/01_datos/gt_2011.csv;model.pt;quantiles_{window_name}_seed{seed}.csv;resultados_CO_R10F.csv;resumen_CO_R10F.csv;{basename}_{prefix}.png",NB-NORM-0022,NB-CODE-0012
baseline_originals/04_Gold_Standard_PINN_NOX_WF_ALL - R8F.ipynb,ok,,dense_pinn,NOx,walk_forward,UNCLASSIFIED,REQUIRES_TECHNICAL_CONTEXT,R8F,no,4,5,python3,Python 3,3.12.10,30,17,13,17,14,0,05c030a830a25e7f06ed5c4ef56ae7b2e6d7d6825f2a6e3f8c56519323797024,951e13084d8761d02113e30760d58ed9f57fa338293ad92d6f57f9bdf5f56a85,__future__;contextlib;copy;csv;datetime;google;hashlib;importlib;joblib;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;sklearn;subprocess;sys;tempfile;time;torch;typing,".metadata.joblib;.predictions.npz;.state.pt;01_perdidas_{prefix}.png;02_r2_entrenamiento_{prefix}.png;03_serie_{prefix}.png;04_paridad_{prefix}.png;05_residuales_prediccion_{prefix}.png;06_residuales_tit_{prefix}.png;07_histograma_residuales_{prefix}.png;08_derivadas_tit_{prefix}.png;09_r2_por_ventana.png;10_rmse_por_ventana.png;11_pcd_tit_por_ventana.png;12_r2_media_desviacion_por_ventana.png;CONFIG_PINN_NOX_FINAL_R8F.json;HASHES_R8F.csv;MANIFIESTO_R8F.json;No se localizó gt_{year}.csv;PINN_NOX_R8F_{window_name}_seed{seed}.pt;RESUMEN_EJECUTIVO_R8F.json;auditoria_dataset_R8F.csv;except (UnicodeDecodeError, json.JSON;gt_{year}.csv;model.pt;resultados_R8F.csv;resumen_R8F.csv;span = float(np.pt",NB-NORM-0002,NB-CODE-0027
models/interp/completed_runs_pre_visual_refresh/20260829_visual_catalog_r1/intermediate_co_before_profile_bars/notebook/05_TT_PINN_CO_INTERP_FINAL - R1F_STD - LOCAL_EXECUTED.ipynb,ok,,tt_pinn,CO,interpolative,FINAL_CANDIDATE,ARCHIVED_OR_EXCLUDED,R1F_STD,yes,4,5,python3,Python 3,3,57,21,36,21,53,0,93a9e758e26523304d58fc9e6a3c1fd108e07ab3cd0a92139724c4726f87ef08,7f23bcc755b80d04d831b07aca173f77485dff4d92b766ee9c1747c5f819126c,IPython;collections;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;io;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing;uuid,**/data/raw/gt_2011.csv;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;04_Gold_Standard_PINN_CO_INTERP_FINAL - R5F_STD.ipynb;04_Gold_Standard_PINN_CO_INTERP_OPT - R5.ipynb;05_TT_PINN_CO_INTERP_FINAL - R1F_STD.ipynb;ARTIFACT_HASHES_{ARTIFACT_TOKEN}.csv;BEST_CONFIG_CO_INTERP_R5.json;DENSE_VS_TT_COMPARISON_{ARTIFACT_TOKEN}.csv;DEV_PREDICTIONS_CO_R5F_STD.csv;DEV_PREDICTIONS_{ARTIFACT_TOKEN}.csv;ENVIRONMENT_{ARTIFACT_TOKEN}.json;EVALUATION_DECISION_AUDIT_{ARTIFACT_TOKEN}.json;EXPERIMENT_SCOPE_{ARTIFACT_TOKEN}.json;FINAL_METRICS_CO_R5F_STD.csv;FINAL_METRICS_{ARTIFACT_TOKEN}.csv;FINAL_MODEL_MANIFEST_CO_R5F_STD.json;FINAL_MODEL_MANIFEST_{ARTIFACT_TOKEN}.json;FINAL_REPRESENTATIVE_SEED_CO_R5.json;FINAL_TRAINING_POLICY_CO_INTERP_R5.json;FINAL_TRAINING_SUMMARY_{ARTIFACT_TOKEN}.csv;FROZEN_CONFIG_MANIFEST_CO_INTERP_R5.json;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MODEL_PROFILE_CO_PINN_INTERP_R5.json;MODEL_PROFILE_{TARGET}_TT_PINN_INTERP_R1F_STD.json;MODEL_RELOAD_EQUIVALENCE_{ARTIFACT_TOKEN}.json;NON_INFERIORITY_AUDIT_{ARTIFACT_TOKEN}.csv;PAIRED_TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;PHYSICAL_PDP_{PHYSICS_FEATURE}_{ARTIFACT_TOKEN}.csv;PHYSICS_AUDIT_CO_R5F_STD.csv;PHYSICS_AUDIT_{ARTIFACT_TOKEN}.csv;PRETRAINING_CHECKS_{ARTIFACT_TOKEN}.csv;PRE_POST_TEST_HASH_AUDIT_{ARTIFACT_TOKEN}.json;PRE_TEST_GATE_{ARTIFACT_TOKEN}.json;RESOURCE_PROFILE_{ARTIFACT_TOKEN}.csv;TARGET_ACCESS_AUDIT_PRE_TEST_{ARTIFACT_TOKEN}.json;TEST_ACCESS_AUDIT_{ARTIFACT_TOKEN}.json;TEST_ACCESS_LEDGER_{ARTIFACT_TOKEN}.json;TEST_PREDICTIONS_CO_R5F_STD.csv;TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;TRAINING_HISTORY_{ARTIFACT_TOKEN}.csv;TT_ARCHITECTURE_CONTRACT_{ARTIFACT_TOKEN}.json;TT_LINEAR_UNIT_TESTS_{ARTIFACT_TOKEN}.csv;TT_RANK_STORAGE_BUDGET_{ARTIFACT_TOKEN}.csv;UPSTREAM_DERIVATION_CONTRACT_{ARTIFACT_TOKEN}.json;a:\n-;final_model_seed_{representative_seed}.pt;gt_2011.csv;gt_{year}.csv;s:\n-;span = float(np.pt;tt_final_model_seed_{REPRESENTATIVE_SEED}.pt,,
models/interp/completed_runs_pre_visual_refresh/20260829_visual_catalog_r1/notebooks/05_TT_PINN_CO_INTERP_FINAL - R1F_STD - LOCAL_EXECUTED.ipynb,ok,,tt_pinn,CO,interpolative,FINAL_CANDIDATE,ARCHIVED_OR_EXCLUDED,R1F_STD,yes,4,5,python3,Python 3,3,57,21,36,21,36,0,c1de2bca749aca23020fb7ece341d7c7c270f0da90c3477fff7bf99e89616460,53ad95855d615edc3414c639fc5154835376ee5086a7cd4cced25cb29519dda5,IPython;collections;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;io;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing;uuid,**/data/raw/gt_2011.csv;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;04_Gold_Standard_PINN_CO_INTERP_FINAL - R5F_STD.ipynb;04_Gold_Standard_PINN_CO_INTERP_OPT - R5.ipynb;05_TT_PINN_CO_INTERP_FINAL - R1F_STD.ipynb;ARTIFACT_HASHES_{ARTIFACT_TOKEN}.csv;BEST_CONFIG_CO_INTERP_R5.json;DENSE_VS_TT_COMPARISON_{ARTIFACT_TOKEN}.csv;DEV_PREDICTIONS_CO_R5F_STD.csv;DEV_PREDICTIONS_{ARTIFACT_TOKEN}.csv;ENVIRONMENT_{ARTIFACT_TOKEN}.json;EVALUATION_DECISION_AUDIT_{ARTIFACT_TOKEN}.json;EXPERIMENT_SCOPE_{ARTIFACT_TOKEN}.json;FINAL_METRICS_CO_R5F_STD.csv;FINAL_METRICS_{ARTIFACT_TOKEN}.csv;FINAL_MODEL_MANIFEST_CO_R5F_STD.json;FINAL_MODEL_MANIFEST_{ARTIFACT_TOKEN}.json;FINAL_REPRESENTATIVE_SEED_CO_R5.json;FINAL_TRAINING_POLICY_CO_INTERP_R5.json;FINAL_TRAINING_SUMMARY_{ARTIFACT_TOKEN}.csv;FROZEN_CONFIG_MANIFEST_CO_INTERP_R5.json;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MODEL_PROFILE_CO_PINN_INTERP_R5.json;MODEL_PROFILE_{TARGET}_TT_PINN_INTERP_R1F_STD.json;MODEL_RELOAD_EQUIVALENCE_{ARTIFACT_TOKEN}.json;NON_INFERIORITY_AUDIT_{ARTIFACT_TOKEN}.csv;PAIRED_TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;PHYSICS_AUDIT_CO_R5F_STD.csv;PHYSICS_AUDIT_{ARTIFACT_TOKEN}.csv;PRETRAINING_CHECKS_{ARTIFACT_TOKEN}.csv;PRE_POST_TEST_HASH_AUDIT_{ARTIFACT_TOKEN}.json;PRE_TEST_GATE_{ARTIFACT_TOKEN}.json;RESOURCE_PROFILE_{ARTIFACT_TOKEN}.csv;TARGET_ACCESS_AUDIT_PRE_TEST_{ARTIFACT_TOKEN}.json;TEST_ACCESS_AUDIT_{ARTIFACT_TOKEN}.json;TEST_ACCESS_LEDGER_{ARTIFACT_TOKEN}.json;TEST_PREDICTIONS_CO_R5F_STD.csv;TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;TRAINING_HISTORY_{ARTIFACT_TOKEN}.csv;TT_ARCHITECTURE_CONTRACT_{ARTIFACT_TOKEN}.json;TT_LINEAR_UNIT_TESTS_{ARTIFACT_TOKEN}.csv;TT_RANK_STORAGE_BUDGET_{ARTIFACT_TOKEN}.csv;UPSTREAM_DERIVATION_CONTRACT_{ARTIFACT_TOKEN}.json;a:\n-;final_model_seed_{representative_seed}.pt;gt_2011.csv;gt_{year}.csv;s:\n-;span = float(np.pt;tt_final_model_seed_{REPRESENTATIVE_SEED}.pt,,
models/interp/completed_runs_pre_visual_refresh/20260829_visual_catalog_r1/notebooks/05_TT_PINN_NOX_INTERP_FINAL - R1F_STD - LOCAL_EXECUTED.ipynb,ok,,tt_pinn,NOx,interpolative,FINAL_CANDIDATE,ARCHIVED_OR_EXCLUDED,R1F_STD,yes,4,5,python3,Python 3,3,57,21,36,21,35,0,3633a2d0a3e77fe55bb6cb372d0f851b4f8790961f745d430614f5649fc83f56,b7c41e760fab3a29707d035175cf915934b4b00aba3064bdb0f3b7fa3f6e493e,IPython;collections;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;io;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing;uuid,**/data/raw/gt_2011.csv;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;04_Gold_Standard_PINN_NOX_INTERP_FINAL - R6F_STD.ipynb;04_Gold_Standard_PINN_NOX_INTERP_OPT - R6.ipynb;05_TT_PINN_NOX_INTERP_FINAL - R1F_STD.ipynb;ARTIFACT_HASHES_{ARTIFACT_TOKEN}.csv;BEST_CONFIG_NOX_INTERP_R6.json;DENSE_VS_TT_COMPARISON_{ARTIFACT_TOKEN}.csv;DEV_PREDICTIONS_NOX_R6F_STD.csv;DEV_PREDICTIONS_{ARTIFACT_TOKEN}.csv;ENVIRONMENT_{ARTIFACT_TOKEN}.json;EVALUATION_DECISION_AUDIT_{ARTIFACT_TOKEN}.json;EXPERIMENT_SCOPE_{ARTIFACT_TOKEN}.json;FINAL_METRICS_NOX_R6F_STD.csv;FINAL_METRICS_{ARTIFACT_TOKEN}.csv;FINAL_MODEL_MANIFEST_NOX_R6F_STD.json;FINAL_MODEL_MANIFEST_{ARTIFACT_TOKEN}.json;FINAL_REPRESENTATIVE_SEED_NOX_R6.json;FINAL_TRAINING_POLICY_NOX_INTERP_R6.json;FINAL_TRAINING_SUMMARY_{ARTIFACT_TOKEN}.csv;FROZEN_CONFIG_MANIFEST_NOX_INTERP_R6.json;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MODEL_PROFILE_NOX_PINN_INTERP_R6.json;MODEL_PROFILE_{TARGET}_TT_PINN_INTERP_R1F_STD.json;MODEL_RELOAD_EQUIVALENCE_{ARTIFACT_TOKEN}.json;NON_INFERIORITY_AUDIT_{ARTIFACT_TOKEN}.csv;PAIRED_TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;PHYSICS_AUDIT_NOX_R6F_STD.csv;PHYSICS_AUDIT_{ARTIFACT_TOKEN}.csv;PRETRAINING_CHECKS_{ARTIFACT_TOKEN}.csv;PRE_POST_TEST_HASH_AUDIT_{ARTIFACT_TOKEN}.json;PRE_TEST_GATE_{ARTIFACT_TOKEN}.json;RESOURCE_PROFILE_{ARTIFACT_TOKEN}.csv;TARGET_ACCESS_AUDIT_PRE_TEST_{ARTIFACT_TOKEN}.json;TEST_ACCESS_AUDIT_{ARTIFACT_TOKEN}.json;TEST_ACCESS_LEDGER_{ARTIFACT_TOKEN}.json;TEST_PREDICTIONS_NOX_R6F_STD.csv;TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;TRAINING_HISTORY_{ARTIFACT_TOKEN}.csv;TT_ARCHITECTURE_CONTRACT_{ARTIFACT_TOKEN}.json;TT_LINEAR_UNIT_TESTS_{ARTIFACT_TOKEN}.csv;TT_RANK_STORAGE_BUDGET_{ARTIFACT_TOKEN}.csv;UPSTREAM_DERIVATION_CONTRACT_{ARTIFACT_TOKEN}.json;a:\n-;final_model_seed_{representative_seed}.pt;gt_2011.csv;gt_{year}.csv;s:\n-;span = float(np.pt;tt_final_model_seed_{REPRESENTATIVE_SEED}.pt,,
models/interp/failed_runs/co_tt_r1f_std_20260829T0520Z/05_TT_PINN_CO_INTERP_FINAL - R1F_STD - FAILED_PRE_DEV.ipynb,ok,,tt_pinn,CO,interpolative,FINAL_CANDIDATE,ARCHIVED_OR_EXCLUDED,R1F_STD,no,4,5,python3,Python 3,3,57,21,36,8,7,1,bde4abc474784ac8d46b7043382a6d692707aae4a9d30fe22caa4b900727acb9,a5a4e095be33467860a1565d8a9986562a5ca7316cd8e595d432dc023afe68fe,IPython;collections;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;io;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing;uuid,**/data/raw/gt_2011.csv;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;04_Gold_Standard_PINN_CO_INTERP_FINAL - R5F_STD.ipynb;04_Gold_Standard_PINN_CO_INTERP_OPT - R5.ipynb;05_TT_PINN_CO_INTERP_FINAL - R1F_STD.ipynb;ARTIFACT_HASHES_{ARTIFACT_TOKEN}.csv;BEST_CONFIG_CO_INTERP_R5.json;DENSE_VS_TT_COMPARISON_{ARTIFACT_TOKEN}.csv;DEV_PREDICTIONS_CO_R5F_STD.csv;DEV_PREDICTIONS_{ARTIFACT_TOKEN}.csv;ENVIRONMENT_{ARTIFACT_TOKEN}.json;EVALUATION_DECISION_AUDIT_{ARTIFACT_TOKEN}.json;EXPERIMENT_SCOPE_{ARTIFACT_TOKEN}.json;FINAL_METRICS_CO_R5F_STD.csv;FINAL_METRICS_{ARTIFACT_TOKEN}.csv;FINAL_MODEL_MANIFEST_CO_R5F_STD.json;FINAL_MODEL_MANIFEST_{ARTIFACT_TOKEN}.json;FINAL_REPRESENTATIVE_SEED_CO_R5.json;FINAL_TRAINING_POLICY_CO_INTERP_R5.json;FINAL_TRAINING_SUMMARY_{ARTIFACT_TOKEN}.csv;FROZEN_CONFIG_MANIFEST_CO_INTERP_R5.json;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MODEL_PROFILE_CO_PINN_INTERP_R5.json;MODEL_PROFILE_{TARGET}_TT_PINN_INTERP_R1F_STD.json;MODEL_RELOAD_EQUIVALENCE_{ARTIFACT_TOKEN}.json;NON_INFERIORITY_AUDIT_{ARTIFACT_TOKEN}.csv;PAIRED_TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;PHYSICS_AUDIT_CO_R5F_STD.csv;PHYSICS_AUDIT_{ARTIFACT_TOKEN}.csv;PRETRAINING_CHECKS_{ARTIFACT_TOKEN}.csv;PRE_POST_TEST_HASH_AUDIT_{ARTIFACT_TOKEN}.json;PRE_TEST_GATE_{ARTIFACT_TOKEN}.json;RESOURCE_PROFILE_{ARTIFACT_TOKEN}.csv;TARGET_ACCESS_AUDIT_PRE_TEST_{ARTIFACT_TOKEN}.json;TEST_ACCESS_AUDIT_{ARTIFACT_TOKEN}.json;TEST_ACCESS_LEDGER_{ARTIFACT_TOKEN}.json;TEST_PREDICTIONS_CO_R5F_STD.csv;TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;TRAINING_HISTORY_{ARTIFACT_TOKEN}.csv;TT_ARCHITECTURE_CONTRACT_{ARTIFACT_TOKEN}.json;TT_LINEAR_UNIT_TESTS_{ARTIFACT_TOKEN}.csv;TT_RANK_STORAGE_BUDGET_{ARTIFACT_TOKEN}.csv;UPSTREAM_DERIVATION_CONTRACT_{ARTIFACT_TOKEN}.json;a:\n-;final_model_seed_{representative_seed}.pt;gt_2011.csv;gt_{year}.csv;s:\n-;span = float(np.pt;tt_final_model_seed_{REPRESENTATIVE_SEED}.pt,,
models/interp/failed_runs/co_tt_r1f_std_20260829T0522Z/05_TT_PINN_CO_INTERP_FINAL - R1F_STD - FAILED_PRE_TRAINING.ipynb,ok,,tt_pinn,CO,interpolative,FINAL_CANDIDATE,ARCHIVED_OR_EXCLUDED,R1F_STD,no,4,5,python3,Python 3,3,57,21,36,11,10,1,7932ae906b8a877f67c58c33b0706b373e5d5417e70280a3f18a6941524da1c8,747e7f219a8576da97d45bbed662586308d58691c03021413d7f5cbe716552a5,IPython;collections;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;io;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing;uuid,**/data/raw/gt_2011.csv;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;04_Gold_Standard_PINN_CO_INTERP_FINAL - R5F_STD.ipynb;04_Gold_Standard_PINN_CO_INTERP_OPT - R5.ipynb;05_TT_PINN_CO_INTERP_FINAL - R1F_STD.ipynb;ARTIFACT_HASHES_{ARTIFACT_TOKEN}.csv;BEST_CONFIG_CO_INTERP_R5.json;DENSE_VS_TT_COMPARISON_{ARTIFACT_TOKEN}.csv;DEV_PREDICTIONS_CO_R5F_STD.csv;DEV_PREDICTIONS_{ARTIFACT_TOKEN}.csv;ENVIRONMENT_{ARTIFACT_TOKEN}.json;EVALUATION_DECISION_AUDIT_{ARTIFACT_TOKEN}.json;EXPERIMENT_SCOPE_{ARTIFACT_TOKEN}.json;FINAL_METRICS_CO_R5F_STD.csv;FINAL_METRICS_{ARTIFACT_TOKEN}.csv;FINAL_MODEL_MANIFEST_CO_R5F_STD.json;FINAL_MODEL_MANIFEST_{ARTIFACT_TOKEN}.json;FINAL_REPRESENTATIVE_SEED_CO_R5.json;FINAL_TRAINING_POLICY_CO_INTERP_R5.json;FINAL_TRAINING_SUMMARY_{ARTIFACT_TOKEN}.csv;FROZEN_CONFIG_MANIFEST_CO_INTERP_R5.json;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MODEL_PROFILE_CO_PINN_INTERP_R5.json;MODEL_PROFILE_{TARGET}_TT_PINN_INTERP_R1F_STD.json;MODEL_RELOAD_EQUIVALENCE_{ARTIFACT_TOKEN}.json;NON_INFERIORITY_AUDIT_{ARTIFACT_TOKEN}.csv;PAIRED_TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;PHYSICS_AUDIT_CO_R5F_STD.csv;PHYSICS_AUDIT_{ARTIFACT_TOKEN}.csv;PRETRAINING_CHECKS_{ARTIFACT_TOKEN}.csv;PRE_POST_TEST_HASH_AUDIT_{ARTIFACT_TOKEN}.json;PRE_TEST_GATE_{ARTIFACT_TOKEN}.json;RESOURCE_PROFILE_{ARTIFACT_TOKEN}.csv;TARGET_ACCESS_AUDIT_PRE_TEST_{ARTIFACT_TOKEN}.json;TEST_ACCESS_AUDIT_{ARTIFACT_TOKEN}.json;TEST_ACCESS_LEDGER_{ARTIFACT_TOKEN}.json;TEST_PREDICTIONS_CO_R5F_STD.csv;TEST_PREDICTIONS_{ARTIFACT_TOKEN}.csv;TRAINING_HISTORY_{ARTIFACT_TOKEN}.csv;TT_ARCHITECTURE_CONTRACT_{ARTIFACT_TOKEN}.json;TT_LINEAR_UNIT_TESTS_{ARTIFACT_TOKEN}.csv;TT_RANK_STORAGE_BUDGET_{ARTIFACT_TOKEN}.csv;UPSTREAM_DERIVATION_CONTRACT_{ARTIFACT_TOKEN}.json;a:\n-;final_model_seed_{representative_seed}.pt;gt_2011.csv;gt_{year}.csv;s:\n-;span = float(np.pt;tt_final_model_seed_{REPRESENTATIVE_SEED}.pt,,
models/interp/work_pinn_co_interp_final_r4_std/audit/EXECUTED_LOCAL_04_Gold_Standard_PINN_CO_INTERP_FINAL - R4F_STD.ipynb,ok,,dense_pinn,CO,interpolative,FINAL_CANDIDATE,ASSESSED_FOR_PUBLICATION,R4F_STD,no,4,5,python3,Python 3,3,43,20,23,20,140,0,ab44fce2d26e5fe38fed42cc3bcb7b186e430e819fdc6cf4d99dd142927012d0,8f6bc454ae441e7907bb8b3ee976deb98eb5f865fd8a4276eaa7bd8dd0a0229e,IPython;contextlib;copy;dataclasses;datetime;google;hashlib;importlib;json;math;matplotlib;numpy;os;pandas;pathlib;platform;psutil;random;shutil;sklearn;subprocess;sys;tempfile;time;torch;typing,*.png;00_PEMS_PINN_INTERP_PROTOCOL - R1.ipynb;01_paridad_ensamble_TEST.png;02_serie_ensamble_DEV.png;02_serie_ensamble_TEST.png;03_diagnostico_residuales_TEST.png;04_Gold_Standard_PINN_CO_INTERP_FINAL - R4F_STD.ipynb;04_Gold_Standard_PINN_CO_INTERP_OPT - R4_POC_EFFICIENT.ipynb;04_residuales_vs_CDP_TEST.png;05_gradiente_CDP_TEST_seed42.png;06_metricas_por_semilla.png;07_perdidas_entrenamiento_seed42.png;3. Abra 04_Gold_Standard_PINN_CO_INTERP_FINAL - R4F_STD.ipynb;BEST_CONFIG_CO_INTERP.json;C:\\ChatGPT-Work\\Walk_Forward R8;ENVIRONMENT_CO_INTERP_FINAL_R4F_STD.json;FINAL_TRAINING_POLICY_CO_INTERP_R4.json;FROZEN_CONFIG_MANIFEST_CO_INTERP_R4.json;FROZEN_INPUT_AUDIT_CO_INTERP_FINAL_R4.csv;FROZEN_INPUT_SNAPSHOT_R4F_STD.json;HASHES_CO_INTERP_FINAL_R4F_STD.csv;INTERP_DOMAIN_ENVELOPE.json;INTERP_FOLDS_MANIFEST.json;INTERP_ROW_ASSIGNMENT.csv;INTERP_SPLIT_MANIFEST.json;MANIFEST_CO_INTERP_FINAL_R4F_STD.json;MANIFIESTO_ARTEFACTOS_INTERP_PROTOCOL.json;MATCHED_ABLATION_PAIRED_DELTAS_CO_INTERP_R4.csv;OPTUNA_TRIAL_COUNTS_CO_INTERP_R4.json;PINN_CO_INTERP_seed{REPRESENTATIVE_SEED}.pt;PINN_CO_INTERP_seed{final_seed}.pt;PINN_CO_INTERP_seed{seed}.pt;PRETRAINING_CHECKS_R4F_STD.csv;PRE_TEST_GATE_R4F_STD.json;RANKING_FINAL_CANDIDATOS_CO_INTERP_R4.csv;TARGET_ACCESS_AUDIT_PRE_TEST_R4F_STD.json;TEST_ACCESS_AUDIT_R4F_STD.json;UPSTREAM_INPUT_CONTRACT_R4F_STD.json;a:\n-;campaign_state.json;computational_footprint.csv;computational_footprint.json;gt_{year}.csv;model_complexity.csv;resultados_confirmacion_finalistas_5_semillas_CO_INTERP_R4.csv;resultados_confirmacion_screening_CO_INTERP_R4.csv;s:\n-;span = float(np.pt;test_metrics_by_seed.csv;test_metrics_ensemble.json;test_predictions.csv;test_summary_multiseed.csv;training_history_by_seed.csv;training_summary_by_seed.csv,NB-NORM-0024,NB-CODE-0026
