epoch,loss_data,loss_physics,loss_total,physics_warmup,learning_rate
62,0.1496113558206109,6.072951268673e-06,-8.032365187332513,1.0,0.0002400903032956889
63,0.1508946533631972,6.7388583390492005e-06,-8.129681587219238,1.0,0.0002400903032956889
64,0.1489791633437609,8.309413038756365e-06,-8.245847710194884,1.0,0.0002400903032956889
65,0.15008088432619351,7.020984543254085e-06,-8.34650715923922,1.0,0.0002400903032956889
66,0.14792891696286917,5.261973737526768e-06,-8.47024498557636,1.0,0.0002400903032956889
67,0.14624239285765675,9.29774014222167e-06,-8.578992268768571,1.0,0.0002400903032956889
68,0.1456158824376682,8.331327874563463e-06,-8.690787932091657,1.0,0.0002400903032956889
69,0.14471493870402813,7.471614186119197e-06,-8.803852001655791,1.0,0.0002400903032956889
70,0.14474460792905258,2.5719832650838302e-05,-8.855809759021572,1.0,0.0002400903032956889
71,0.14425423616898392,1.9863289172805353e-05,-8.972591804488058,1.0,0.0002400903032956889
72,0.14450908031880982,1.4173590095318224e-05,-9.091542187798968,1.0,0.0002400903032956889
73,0.14326035445934956,4.531633154827858e-06,-9.242186134836658,1.0,0.0002400903032956889
74,0.14313936253463175,9.685621912721711e-06,-9.323707129255862,1.0,0.0002400903032956889
75,0.1417063469868911,4.125250220849114e-06,-9.463646764163032,1.0,0.0002400903032956889
76,0.14121647323511652,3.7432715020958676e-06,-9.57572690628836,1.0,0.0002400903032956889
77,0.14074197178606812,6.021692135995554e-06,-9.668051639001426,1.0,0.0002400903032956889
78,0.1398494784706282,1.799648220417311e-05,-9.692897035937749,1.0,0.0002400903032956889
79,0.1406549403894637,1.34281837940361e-05,-9.812438901537746,1.0,0.0002400903032956889
80,0.14085946119603815,4.661537874389233e-06,-9.980924412320972,1.0,0.0002400903032956889
81,0.13901275739360927,4.076882340430736e-05,-9.752078880334563,1.0,0.0002400903032956889
82,0.1387980443682737,5.342905203249992e-06,-10.191482859454267,1.0,0.0002400903032956889
83,0.13846325949313043,3.311191163074765e-06,-10.316480533469157,1.0,0.0002400903032956889
84,0.1376805480896661,6.374050662506592e-06,-10.381513768140968,1.0,0.0002400903032956889
85,0.13798321700581137,5.230339679885469e-06,-10.495898656212033,1.0,0.0002400903032956889
86,0.13744370246852491,4.162637188878309e-06,-10.613235000879913,1.0,0.0002400903032956889
87,0.13547694012203615,8.25864414947821e-06,-10.650597206785541,1.0,0.0002400903032956889
88,0.1355011773313649,4.323818490327487e-06,-10.820176241995181,1.0,0.0002400903032956889
89,0.13566253830457398,5.3256851442956806e-06,-10.893138458693054,1.0,0.0002400903032956889
90,0.13588143390557494,1.0307714382195704e-05,-10.862814117039552,1.0,0.0002400903032956889
91,0.13484616841666194,9.087600105600886e-06,-10.982637020454161,1.0,0.0002400903032956889
92,0.1331567034699677,1.0702415312806554e-05,-11.01119191743577,1.0,0.0002400903032956889
93,0.1346392349700984,3.6227202899543133e-06,-11.318024181962269,1.0,0.0002400903032956889
94,0.13349086217725814,4.883145731612259e-06,-11.371031112793426,1.0,0.0002400903032956889
95,0.1323397252190164,7.774956881061885e-06,-11.350856657457046,1.0,0.0002400903032956889
96,0.13241215862285913,5.167897766817772e-06,-11.540620998856342,1.0,0.0002400903032956889
97,0.1325332123060298,1.3067279481755332e-05,-11.191158092506948,1.0,0.0002400903032956889
98,0.1316017894995672,5.018701681597535e-06,-11.705336410432608,1.0,0.0002400903032956889
99,0.13124429671456778,5.215629900141448e-06,-11.759293920733434,1.0,0.0002400903032956889
100,0.13107675097771068,1.3255390780490196e-05,-11.23378996879692,1.0,0.0002400903032956889
