split,role,R2,RMSE,MAE,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct,NRMSE_mean_pct
DEV,TRAINING_DIAGNOSTIC,0.8882443300885419,3.97711348841965,2.614667542173667,0.043161466211014944,0.3342931727925249,0.1447960076289753,3.974543384738823,0.9438629667890602,0.843827471177611,10.50782501491806,0.0,5.993574659450687
TEST,FINAL_HOLDOUT,0.7748021023445689,4.449680856256315,3.034638218763398,0.048458270915968105,0.47451575676621993,0.7416671261139448,4.387753942306667,0.8839968734316708,0.7639489497960785,15.066719866016411,0.0,7.332271587151323
