schema_version,campaign_contract_sha256,status,candidate,trial_number,config_hash,seed,fold,strategy,N_train,N_validation,train_signature,validation_signature,worker_pid,worker_wall_time_s,worker_peak_gpu_allocated_gb,worker_peak_gpu_reserved_gb,worker_runtime_signature,worker_tf32_matmul,worker_tf32_cudnn,worker_deterministic_algorithms,worker_inner_threads,R2,RMSE,MAE,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct,val_data_loss,val_physics_loss,val_total_loss,active_tit_pcd_pct,active_tit_violation_pct,active_tit_near_zero_pct,dNOx_dTIT_phys_mean,dNOx_dTIT_phys_median,dNOx_dTIT_phys_q05,dNOx_dTIT_phys_q95,g_star_tit_mean,g_star_tit_median,g_star_tit_q05,g_star_tit_q95,diagnostic_only_cdp_negative_gradient_pct,diagnostic_only_cdp_positive_gradient_pct,diagnostic_only_cdp_near_zero_pct,diagnostic_only_dNOx_dCDP_median,physics_mode,best_epoch,parameter_count,training_time_s,requested_batch_size,effective_batch_size,requested_max_epochs,physics_warmup_epochs,effective_min_epochs,stopped_epoch,stop_reason,use_lbfgs,lbfgs_outer_steps_executed,physics_evaluation_rows,physics_evaluation_sampling,physical_scale_tit_delta_x,physical_scale_nox_delta_y,synthetic_attempted,synthetic_accepted,synthetic_acceptance_pct,synthetic_feature,knn_threshold,knn_k,knn_quantile,train_kth_at_protocol_quantile
R6_FOLD_RESULT_V1,b4735a9b27d7395e306d2d733bd202b4becbeea8ab9af5a9887ad7cd2abed4ea,COMPLETE,TRIAL_0115_TIT_INC,115,f72fadc05d58d7df5ae5bc89a0060b39b076caf1bd650b5bd44b1d15e92f7d9c,21,0,FO_PLUS_LBFGS,25813.0,4032.0,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,39464.0,493.80421170000045,0.17607879638671875,0.23828125,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1.0,0.7845220285956694,4.929582049242986,3.224455418094756,0.06383236398242362,0.4641384808945892,1.6152790945673745,4.658007496307932,0.9011688373970325,0.8722058824951197,9.43147473249753,0.0,0.08760464936494827,0.0,-33.340171813964844,100.0,0.0,0.0,0.9038612246513367,0.7174690961837769,0.27574464678764343,2.050379514694214,1.3336079120635986,1.0585944652557373,0.4068492352962494,3.0252459049224854,84.1796875,15.8203125,0.0,-3.3114640712738037,TIT_INC,295.0,22867.0,493.80372139999963,128.0,128.0,400.0,100.0,100.0,355.0,EARLY_STOPPING,True,15.0,2048.0,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,640.0,609.0,95.15625,TIT,1.4710406161479248,20.0,0.99,1.4710406161479248
