trial_number,status,fold,seed,N_train,N_validation,train_signature,validation_signature,worker_pid,worker_wall_time_s,worker_peak_gpu_allocated_gb,worker_peak_gpu_reserved_gb,worker_runtime_signature,worker_tf32_matmul,worker_tf32_cudnn,worker_deterministic_algorithms,worker_inner_threads,R2,RMSE,MAE,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct,val_data_loss,val_physics_loss,val_total_loss,active_tit_pcd_pct,active_tit_violation_pct,active_tit_near_zero_pct,dNOx_dTIT_phys_mean,dNOx_dTIT_phys_median,dNOx_dTIT_phys_q05,dNOx_dTIT_phys_q95,g_star_tit_mean,g_star_tit_median,g_star_tit_q05,g_star_tit_q95,diagnostic_only_cdp_negative_gradient_pct,diagnostic_only_cdp_positive_gradient_pct,diagnostic_only_cdp_near_zero_pct,diagnostic_only_dNOx_dCDP_median,physics_mode,best_epoch,parameter_count,training_time_s,requested_batch_size,effective_batch_size,requested_max_epochs,physics_warmup_epochs,effective_min_epochs,stopped_epoch,stop_reason,use_lbfgs,lbfgs_outer_steps_executed,physics_evaluation_rows,physics_evaluation_sampling,physical_scale_tit_delta_x,physical_scale_nox_delta_y,synthetic_attempted,synthetic_accepted,synthetic_acceptance_pct,synthetic_feature,knn_threshold,knn_k,knn_quantile,train_kth_at_protocol_quantile
28,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,35028,57.082292499995674,0.08753156661987305,0.09375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,-0.10949982509008516,11.313142583243982,9.329575927317643,0.13577617884649612,1.0531435537281568,5.991314469933176,9.598104093747422,0.46768549370383106,0.15765356292401406,57.87303039569482,0.0,0.9035454988479614,0.011070720851421356,-2.476555109024048,76.46484375,23.53515625,0.0,0.09104646742343903,0.001998729072511196,-0.004150811582803726,0.47099870443344116,0.13424870371818542,0.0029471409507095814,-0.006120402365922928,0.6944911479949951,50.927734375,49.072265625,0.0,-0.0007518735947087407,TIT_INC,85,48643,57.081895199997234,512,512,400,0,75,145,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.622398376464815,1280,1275,99.609375,TIT,1.4524626095825595,20,0.99,1.4524626095825595
28,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,29452,34.50568289999501,0.08877992630004883,0.09375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.08623709841491434,10.797180868849047,8.359896191057633,0.11718869722154426,0.9557680040283018,3.5187283267845024,10.209236584618484,0.42887748694673083,0.17299048884668547,56.50165854518093,0.0,0.8177431225776672,0.025097182020545006,-0.6852407455444336,65.478515625,34.521484375,0.1953125,0.06632861495018005,0.000289472023723647,-0.01769978553056717,0.5003809928894043,0.09894664585590363,0.0004318240098655224,-0.02640390582382679,0.7464503645896912,46.38671875,53.61328125,0.0,0.0009192246943712234,TIT_INC,20,48643,34.50530279999657,512,512,400,0,75,80,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.19874954223633,1280,1275,99.609375,TIT,1.4666428059277477,20,0.99,1.4666428059277477
28,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,33228,85.73065739999583,0.08736419677734375,0.09375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.09116596842208291,9.981459158095348,7.8276916454578265,0.13328159608779594,0.9531566411520834,1.62570360611225,9.849947429998116,0.34041329950767546,0.12426287196443805,59.39735625947327,0.0,0.6880400776863098,0.015816334635019302,-1.839096188545227,70.556640625,29.443359375,0.244140625,0.13313837349414825,0.00036305346293374896,-0.010508377104997635,1.0813974142074585,0.19478867948055267,0.0005311669665388763,-0.015374327078461647,1.5821433067321777,51.806640625,48.14453125,0.048828125,-0.00019931557471863925,TIT_INC,165,48643,85.73025490000146,512,512,400,0,75,225,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,36.704002380371094,1280,1253,97.890625,TIT,1.460840509680585,20,0.99,1.460840509680585
29,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,35028,331.9879707000073,0.0838937759399414,0.1015625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.4456075880150149,7.907101234417239,5.414258669293116,0.10238778034310259,0.7444829842695757,1.8205116949384175,7.69562702210956,0.7137841168658197,0.6420523022691071,23.713453938578926,0.0,0.4944002032279968,0.19951963424682617,1.9896390438079834,76.708984375,23.291015625,0.0,0.5804057121276855,0.599195659160614,-0.8883054256439209,2.0333077907562256,0.8563632965087891,0.884087085723877,-1.3106560707092285,3.0000569820404053,55.712890625,44.287109375,0.0,-2.6616404056549072,TIT_INC,30,18657,331.9876232999959,128,128,700,350,350,350,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,192,192,100.0,TIT,1.4710406161479248,20,0.99,1.4710406161479248
29,COMPLETE,1,42,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,33228,352.63772689999314,0.08109188079833984,0.103515625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.5302060099660791,6.957585239439444,5.150304826749426,0.09176451618962808,0.6852694708588872,-0.12003906730080949,6.95802897674094,0.7460399852280749,0.6774014549118418,21.33071351210856,0.0,0.33151695132255554,0.2280896157026291,2.040864944458008,69.3359375,30.6640625,0.0,0.40466517210006714,0.3646085858345032,-0.9062859416007996,1.8599188327789307,0.5854815244674683,0.5275264978408813,-1.3112412691116333,2.6909854412078857,51.025390625,48.974609375,0.0,-0.24387656152248383,TIT_INC,5,18657,352.6373845999915,128,128,700,350,350,350,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,37.11560134887693,192,183,95.3125,TIT,1.4510427975077411,20,0.99,1.4510427975077411
29,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,35028,466.03291779999563,0.08193302154541016,0.1015625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.6044383704413543,6.7550212619746235,4.799580105212557,0.08107128220377795,0.6288267866332602,0.5897773333958217,6.730403829529433,0.7935153374273869,0.7479319958821338,16.1151241598313,0.0,0.3783925771713257,0.1095685064792633,1.1995203495025635,85.888671875,14.111328125,0.0,0.9504546523094177,0.9461060762405396,-0.48968279361724854,2.494288921356201,1.4014525413513184,1.395040512084961,-0.7220409512519836,3.6778476238250732,55.224609375,44.775390625,0.0,-2.6670303344726562,TIT_INC,310,18657,466.03256419999525,128,128,700,350,350,370,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.622398376464815,192,187,97.39583333333333,TIT,1.4524626095825595,20,0.99,1.4524626095825595
29,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,33228,438.3881939999992,0.08280658721923828,0.1015625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.5621529779485739,7.474029638060469,5.284026391762324,0.08112041531197228,0.6616021789379266,0.4978760332354218,7.458532151075341,0.7562120874191993,0.6384756236486929,23.659182579466485,0.0,0.42311206459999084,0.23417720198631287,2.178081512451172,74.4140625,25.5859375,0.0,0.49934709072113037,0.5056767463684082,-0.9930093884468079,1.9761677980422974,0.7449081540107727,0.7543505430221558,-1.4813358783721924,2.9479763507843018,53.759765625,46.240234375,0.0,-1.6157212257385254,TIT_INC,15,18657,438.3878346999991,128,128,700,350,350,350,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.19874954223633,192,192,100.0,TIT,1.4666428059277477,20,0.99,1.4666428059277477
29,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,40500,448.6177650000027,0.08180856704711914,0.1015625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.4402360206443279,7.833470598924642,5.5935043850164305,0.10459968305182396,0.7480393804526037,0.0542771953275834,7.83468977517104,0.6858194772288079,0.58930484735194,27.147496091305822,0.0,0.43014058470726013,0.27276328206062317,2.4742815494537354,66.552734375,33.447265625,0.0,0.29413872957229614,0.31051045656204224,-1.0582870244979858,1.5612785816192627,0.430340975522995,0.4542936682701111,-1.5483314990997314,2.2842354774475098,55.517578125,44.482421875,0.0,-2.42571759223938,TIT_INC,5,18657,448.61739739999757,128,128,700,350,350,350,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,36.704002380371094,192,192,100.0,TIT,1.460840509680585,20,0.99,1.460840509680585
30,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,40500,840.2787687000091,0.09206914901733398,0.09765625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8289348266776131,4.392274371147038,2.7966944632076083,0.05687485339914032,0.413548964989737,0.6888098215299939,4.33846555895631,0.9160599999632436,0.9102654666267374,6.17718974087186,0.0,0.15787725150585175,0.5175727605819702,0.1589358001947403,77.5390625,22.4609375,0.0,0.3643510341644287,0.2561378479003906,-0.7415094971656799,1.953665852546692,0.537584125995636,0.3779202699661255,-1.0940650701522827,2.8825488090515137,77.34375,22.65625,0.0,-0.9055757522583008,TIT_INC,255,32929,840.2783111000026,64,64,600,300,300,315,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,768,755,98.30729166666667,TIT,1.4710406161479248,20,0.99,1.4710406161479248
30,COMPLETE,1,42,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,35028,897.5932934000011,0.08807182312011719,0.099609375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8306990799405791,4.176711388935185,2.9578510303886567,0.05508720147569851,0.4113744503195623,-0.4334460180632922,4.155043065327633,0.9151832122540863,0.9025184823301166,6.048455244171365,0.0,0.12890690565109253,1.6641148328781128,0.1323103904724121,77.099609375,22.900390625,0.0,0.32883548736572266,0.32897770404815674,-1.0503374338150024,1.7508660554885864,0.47576889395713806,0.4759746491909027,-1.519659161567688,2.5332047939300537,76.5625,23.4375,0.0,-1.2253029346466064,TIT_INC,255,32929,897.5929131000012,64,64,600,300,300,315,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,37.11560134887693,768,749,97.52604166666667,TIT,1.4510427975077411,20,0.99,1.4510427975077411
30,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,40500,1107.8710127999948,0.08942461013793945,0.09765625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8712461647554423,3.853893676160343,2.6727199193810214,0.046253015303169914,0.35876002197774504,0.29135630978923555,3.8435374995035616,0.9339447080640281,0.8876179846308014,7.213177949812835,0.0,0.12086404114961624,0.29953643679618835,0.1214766576886177,73.779296875,26.220703125,0.0,0.49882233142852783,0.2819232940673828,-0.6029147505760193,2.1886119842529297,0.735517144203186,0.41569799184799194,-0.88900226354599,3.2271246910095215,77.5390625,22.4609375,0.0,-1.028834342956543,TIT_INC,105,32929,1107.8706306999957,64,64,600,300,300,300,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.622398376464815,768,755,98.30729166666667,TIT,1.4524626095825595,20,0.99,1.4524626095825595
30,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,35028,1090.655354500006,0.0905466079711914,0.09765625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8196986600139662,4.796153705324421,3.2528490708332227,0.05205571817573572,0.42455621607453076,0.0778612823802432,4.796231423583515,0.9054052531939522,0.8229590907567328,11.420108274384367,0.0,0.17837925255298615,0.38704800605773926,0.17917084693908691,72.4609375,27.5390625,0.0,0.5346899032592773,0.30572134256362915,-0.5739084482192993,2.586615800857544,0.7976312637329102,0.4560641646385193,-0.8561360836029053,3.8586208820343018,74.169921875,25.830078125,0.0,-1.3782505989074707,TIT_INC,185,32929,1090.6539988000004,64,64,600,300,300,300,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.19874954223633,768,755,98.30729166666667,TIT,1.4666428059277477,20,0.99,1.4666428059277477
30,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,29464,1107.4596065000078,0.08926916122436523,0.09765625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.7032461197181372,5.7036116416895215,3.301676648786698,0.07615985308648716,0.5446533646755992,-0.6455602454042982,5.667978231440722,0.8475168730105869,0.8081260294467224,12.012206594846745,0.0,0.22298312187194824,0.5243494510650635,0.22405552864074707,81.0546875,18.9453125,0.0,0.7663957476615906,0.46378567814826965,-0.9671609997749329,3.527782917022705,1.1212786436080933,0.6785436868667603,-1.4150091409683228,5.1613383293151855,71.38671875,28.61328125,0.0,-1.0523877143859863,TIT_INC,125,32929,1107.4592133000115,64,64,600,300,300,300,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,36.704002380371094,768,743,96.74479166666667,TIT,1.460840509680585,20,0.99,1.460840509680585
31,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,40500,135.36665060000087,0.10265302658081055,0.12109375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8095326822020543,4.634670818003648,2.9349918479011174,0.060013605948390086,0.4363714918275953,1.0045694301998804,4.525051629214532,0.9056103533689492,0.8569060051452565,9.756542371011813,0.0,0.053161829710006714,0.08556842803955078,0.05329374596476555,90.13671875,9.86328125,0.0,0.8276567459106445,0.6900988817214966,-0.38158488273620605,2.2087619304656982,1.221171498298645,1.0182108879089355,-0.563011884689331,3.25893235206604,95.166015625,4.833984375,0.0,-3.5173277854919434,TIT_INC,265,25921,135.36625099999947,512,512,400,0,75,325,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,2560,2534,98.984375,TIT,1.4710406161479248,20,0.99,1.4710406161479248
31,COMPLETE,1,42,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,29464,98.73720410000533,0.09646224975585938,0.1015625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8377555443753048,4.08874230394969,2.9020028406259963,0.053926965525216856,0.4027101614541906,-0.7521198201341693,4.019825832953769,0.9186928500098028,0.8691745709402755,7.946939591582441,0.0,0.04485977441072464,0.14946326613426208,0.045090194791555405,86.62109375,13.37890625,0.0,0.8145574331283569,0.7618129253387451,-0.3975931406021118,2.7323577404022217,1.1785259246826172,1.1022135019302368,-0.5752494931221008,3.953256130218506,93.45703125,6.54296875,0.0,-3.828847885131836,TIT_INC,165,25921,98.73680749999767,512,512,400,0,75,225,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,37.11560134887693,2560,2536,99.0625,TIT,1.4510427975077411,20,0.99,1.4510427975077411
31,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,29464,200.7551153000095,0.09864473342895508,0.12109375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8639856003925389,3.9610660666565622,2.598216615137266,0.04753925893992682,0.3687367292770855,0.32223098284724044,3.948628983155433,0.9311434119548453,0.910126454807567,5.857713221130025,0.0,0.04276106879115105,0.05581774562597275,0.04284711927175522,89.501953125,10.498046875,0.0,0.8973397016525269,0.7170153856277466,-0.24405692517757416,2.623098373413086,1.3231340646743774,1.0572445392608643,-0.3598637580871582,3.8677780628204346,89.794921875,10.205078125,0.0,-2.9711437225341797,TIT_INC,395,25921,200.75471639999887,512,512,400,0,75,400,MAX_EPOCHS,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.622398376464815,2560,2542,99.296875,TIT,1.4524626095825595,20,0.99,1.4524626095825595
31,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,40500,108.80565239999851,0.10115814208984375,0.12109375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.7893510010154294,5.184099343819122,3.4515468804008615,0.056266339866730915,0.45889721981239723,-0.3072414234496673,5.175752759443607,0.8914229887391204,0.7345445379595269,16.699344391710632,0.0,0.06255614757537842,0.06529770791530609,0.06265681236982346,94.580078125,5.419921875,0.0,1.2102463245391846,1.1259567737579346,-0.058591194450855255,3.0157864093780518,1.8054020404815674,1.6796619892120361,-0.08740424364805222,4.498842239379883,97.900390625,2.099609375,0.0,-5.187496185302734,TIT_INC,130,25921,108.80522779999592,512,512,400,0,75,190,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.19874954223633,2560,2542,99.296875,TIT,1.4666428059277477,20,0.99,1.4666428059277477
31,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,10876,179.14070059999358,0.09857416152954102,0.12109375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.7096974545159264,5.64127362806966,3.351685292419346,0.07532745876211032,0.538700538466837,-0.5274620015045692,5.61756950507381,0.8453507036449928,0.7558795188590985,15.576963847927784,0.0,0.05615342780947685,0.2459414005279541,0.05653258413076401,82.421875,17.578125,0.0,0.7540998458862305,0.5061237812042236,-0.9634490609169006,3.7944092750549316,1.1032891273498535,0.7404866218566895,-1.4095783233642578,5.551427364349365,77.001953125,22.998046875,0.0,-2.2020223140716553,TIT_INC,290,25921,179.14024629999767,512,512,400,0,75,350,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,36.704002380371094,2560,2547,99.4921875,TIT,1.460840509680585,20,0.99,1.460840509680585
32,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,10876,104.43616620000103,0.1204991340637207,0.140625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8133168695069475,4.588399226387649,2.8562486417709834,0.059414442561195414,0.43201484941314916,0.40229744949038065,4.571295981205521,0.9069543496479141,0.9027393107688833,6.350995165418575,0.0,0.04726969823241234,0.14673984050750732,0.04740987718105316,78.369140625,21.630859375,0.0,0.4492638409137726,0.3440285325050354,-0.5330519080162048,1.9206950664520264,0.6628692746162415,0.5075991153717041,-0.7864949107170105,2.83390212059021,69.384765625,30.615234375,0.0,-1.200012445449829,TIT_INC,100,90657,104.43575550000241,256,256,150,75,75,150,MAX_EPOCHS,False,0,2048,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,1280,1275,99.609375,TIT,1.4710406161479248,20,0.99,1.4710406161479248
32,COMPLETE,1,42,27493,2352,db92a7db6dfa639d2026ff19c5b1159be2b53d1e09d9e6a72b1b767a05c21400,2ea764e1783688df4d4bc4d6bc4b7c6a52ae545bfb933c403a7aa96e5d21a797,29464,89.90519580000546,0.11227893829345703,0.12109375,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8190602152930105,4.317892661455613,2.9928132790286526,0.056949260037975916,0.4252797367926394,-0.3078953100710499,4.307817024559484,0.908747600181905,0.8952802898506527,6.655299740877663,0.0,0.045031022280454636,0.2962936758995056,0.04531406611204147,69.3359375,30.6640625,0.0,0.12469732761383057,0.16840429604053497,-1.1472349166870117,1.2253077030181885,0.1804157942533493,0.2436523139476776,-1.659853458404541,1.7728114128112793,69.091796875,30.908203125,0.0,-1.1519790887832642,TIT_INC,60,90657,89.90472919998865,256,256,150,75,75,120,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,37.11560134887693,1280,1273,99.453125,TIT,1.4510427975077411,20,0.99,1.4510427975077411
32,COMPLETE,2,42,26989,2856,424f72a3df11b24bdd551a74968aa5efe8f47b52221df203d3bd3ed6f8a96c5a,f1c78e2ff146b5069b0310a8b0222fe8d495ed8d7dbf78dc149a7df8702a8f3a,29464,99.91790929999843,0.11492109298706055,0.119140625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8676298351962934,3.9076413487472346,2.5951672882592978,0.04689807511321326,0.3637634075972822,-0.3015620448008305,3.896670089116447,0.9326661197052882,0.8343767696803409,9.89948708170769,0.0,0.0396597720682621,0.23475441336631775,0.03988402709364891,61.376953125,38.623046875,0.0,0.2637430727481842,0.12435793876647949,-0.7530994415283203,1.4232829809188843,0.3888911306858063,0.18336670100688934,-1.1104507446289062,2.0986413955688477,75.439453125,24.560546875,0.0,-0.9614663124084473,TIT_INC,40,90657,99.9175006000005,256,256,150,75,75,100,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.622398376464815,1280,1275,99.609375,TIT,1.4524626095825595,20,0.99,1.4524626095825595
32,COMPLETE,3,42,26466,3379,ad1e190147cfc7079fe69ab58be273b0089b28a9cb71d4377b9a01145e874910,b3de2bff6a2b887166deba8883b54b43de7150168fdd2094f9852f380bd9133e,10876,116.90684729999339,0.1173095703125,0.138671875,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8121255158718204,4.895843380115696,3.226823729430123,0.05313771386119599,0.433380760430584,-0.8270277095003289,4.826199415007956,0.904451099980826,0.8391500756078347,9.47793275923673,0.0,0.05282637104392052,0.20547854900360107,0.053022660315036774,74.755859375,25.244140625,0.0,0.39065617322921753,0.28557875752449036,-0.868615448474884,1.6755393743515015,0.5827668905258179,0.4260161519050598,-1.295769453048706,2.499509572982788,66.259765625,33.740234375,0.0,-1.2819633483886719,TIT_INC,65,90657,116.90646640000341,256,256,150,75,75,125,EARLY_STOPPING,False,0,2048,deterministic_evenly_spaced_full_fold,54.0,36.19874954223633,1280,1275,99.609375,TIT,1.4666428059277477,20,0.99,1.4666428059277477
32,COMPLETE,4,42,27061,2784,2cf8e61e68345fca034455d14ca0a91ba8af3af3a30bcfad11a389cf00a64d26,e85c7d3201b31d98e24a7a8ea73439fb69c13286f849eaf6812d38684b5bedb5,37224,139.36368609999772,0.11380624771118164,0.119140625,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.6835534288604288,5.889818891707943,3.338542444952603,0.07864626304844609,0.562434800653502,-0.9113939137294375,5.81992218127708,0.8313533465586398,0.6876450640559779,19.69440237630533,0.0,0.052088815718889236,0.1958119124174118,0.052275869995355606,73.193359375,26.806640625,0.0,0.4178282618522644,0.27696841955184937,-0.7985286712646484,1.8773629665374756,0.6113054752349854,0.4052198529243469,-1.1682908535003662,2.7466843128204346,66.845703125,33.154296875,0.0,-1.1114928722381592,TIT_INC,105,90657,139.36330490000546,256,256,150,75,75,150,MAX_EPOCHS,False,0,2048,deterministic_evenly_spaced_full_fold,53.699951171875,36.704002380371094,1280,1253,97.890625,TIT,1.460840509680585,20,0.99,1.460840509680585
33,COMPLETE,0,42,25813,4032,81354305b7b8066000bae764cd84c6a44c1e035572eb00baa18e30401895a2a4,6d4d4bf8c14384a72deec9ae950f7dbc99365946e460adffb80cf5c9ed8ff111,10876,409.0434987000044,0.08776521682739258,0.095703125,513542e17ddbca8b50109dcb24ce4faf75c9dfec77ac6fad24bc5d7e0de097a3,True,True,True,1,0.8184788843373662,4.524517126313642,2.905877327162122,0.05858724353637913,0.4260001121416072,0.929867632805355,4.428483416077157,0.910354647313594,0.8751621451633519,8.565251134596867,0.0,0.1680784374475479,1.1563808917999268,0.16998016834259033,73.974609375,26.025390625,0.048828125,0.3716583549976349,0.1993032693862915,-0.9826906323432922,2.2016804218292236,0.5483657717704773,0.2940632998943329,-1.4499173164367676,3.248483657836914,72.94921875,27.05078125,0.0,-0.5744292736053467,TIT_INC,95,29569,409.0429707000003,64,64,150,75,75,150,MAX_EPOCHS,False,0,2048,deterministic_evenly_spaced_full_fold,54.0999755859375,36.66660079956054,768,765,99.609375,TIT,1.4710406161479248,20,0.99,1.4710406161479248
