trial_number,state,objective,failure_reason,config_hash,config_source,config_json,MAE_mean,NRMSE_mean,R2_mean,R2_median,R2_min,R2_std,RMSE_mean,active_tit_pcd_mean,active_tit_pcd_min,active_tit_violation_max,bias_abs_mean,objective_definition,parameter_count,physics_admissible,physics_level,training_time_s,val_data_loss,val_physics_loss,val_total_loss
28,COMPLETE,-0.14734081867996596,,2a26542deaf52ee7b5d1efdb80914430638710724f7c9c71b3b8fb3738276df3,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":16,""fourier_scale"":0.25503262725714265,""gradient_clip"":5.0,""hidden_widths"":[64,160,160,64],""huber_delta"":1.0,""lambda_phys"":1.0,""learning_rate"":0.0015546127087718283,""loss_data"":""mse"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":400,""name"":""TRIAL_0028_TIT_INC"",""nonnegative_output"":""softplus_output"",""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.0,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":64,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""original"",""tau_softplus"":0.005187914445173875,""use_lbfgs"":false,""weight_decay"":0.00028450362446562886}",8.587796940970627,1.001779372496469,-0.00947773970254102,0.08623709841491434,-0.26159791185328296,0.15305427122216356,10.679762199857283,69.189453125,65.478515625,34.521484375,3.7876891358688525,predictive_only_robust_score_R6,48643.0,False,C,240.06259119999595,0.8049317359924316,0.016216888930648564,-1.5893256664276123
29,COMPLETE,0.4683991253401542,,fbb0e46e546ce0b362974c0a78ddaa4d50c1c4d7302bca7306b8322e4438061e,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":128,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.25,""fourier_dim"":64,""fourier_scale"":0.3208092786853457,""gradient_clip"":10.0,""hidden_widths"":[96,64],""huber_delta"":1.0,""lambda_phys"":7.494194329459229,""learning_rate"":0.0040615067933122105,""loss_data"":""mse"",""lr_scheduler"":""cosine"",""max_epochs"":700,""name"":""TRIAL_0029_TIT_INC"",""nonnegative_output"":false,""optimizer"":""AdamW"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":64,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.010317473310232344,""use_lbfgs"":false,""weight_decay"":3.659259472999019e-08}",5.248334875606771,0.6936441602304507,0.51652819340307,0.5302060099660791,0.4402360206443279,0.06457109376573306,7.385441594563284,74.580078125,66.552734375,33.447265625,0.6164962648396107,predictive_only_robust_score_R6,18657.0,False,C,2037.6628041999793,0.4115124762058258,0.20882364809513093,1.9764774799346925
30,COMPLETE,0.7460432386966712,,a956f40d1e078cca5be1315449a50357ad7b4686b29a192186ae44ef90fc5cf1,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[64,64,256,32,96],""huber_delta"":1.0,""lambda_phys"":0.0020452214560590268,""learning_rate"":0.00032148109911909643,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":600,""name"":""TRIAL_0030_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.10365563364879597,""use_lbfgs"":false,""weight_decay"":0.0}",2.9963582265194413,0.43057860360743483,0.8107649702211475,0.8289348266776131,0.7032461197181372,0.05661378159609742,4.584528956651302,76.38671875,72.4609375,27.5390625,0.4274067354334126,predictive_only_robust_score_R6,32929.0,False,C,5043.855067000011,0.16180211454629898,0.6785242974758148,0.1631898447871208
31,COMPLETE,0.7436202854974026,,faff853f07ca3600a21ce48776b1996b97a60aef5affed0eec41d1b794d397a3,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[32,32,256,32,96,48],""huber_delta"":0.32097337774021095,""lambda_phys"":0.0015416576851300862,""learning_rate"":0.00036044317977036727,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0031_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.054843982830120507,""use_lbfgs"":false,""weight_decay"":0.0}",3.0476886952969173,0.44108322816762113,0.8020644565002508,0.8095326822020543,0.7096974545159264,0.05264437522794639,4.701970432099737,88.65234375,82.421875,17.578125,0.5827247316271053,predictive_only_robust_score_R6,25921.0,False,C,722.8032489999896,0.051898449659347534,0.12041770964860916,0.05208409130573273
32,COMPLETE,0.7279060925763919,,70b2ab0a6466b86ff445067bbadf1b481c2b5faac6dc0c716e97c661871b3a44,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[32,256,256,32,96,48],""huber_delta"":0.2840929442383574,""lambda_phys"":0.0009552827430398236,""learning_rate"":0.0028530583570130575,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":150,""name"":""TRIAL_0032_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":512,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.022749738075633852,""use_lbfgs"":false,""weight_decay"":0.0}",3.001919076688332,0.44337471097743136,0.7991371729457002,0.8133168695069475,0.6835534288604288,0.06134742886519633,4.7199191016828275,71.40625,61.376953125,38.623046875,0.5500352855184054,predictive_only_robust_score_R6,90657.0,False,C,550.5277566000004,0.04737513586878776,0.2158156782388687,0.047581300139427185
33,COMPLETE,0.7125589681601877,,28c5ead5fa6615d65adc190f4bb4719cc9e8b21d80ed917593b0384937d931b8,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[48,64,256,32,32],""huber_delta"":1.0,""lambda_phys"":0.0016445488576506634,""learning_rate"":0.0017123298950290598,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":150,""name"":""TRIAL_0033_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":64,""synthetic_levels"":3,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.1105716321043858,""use_lbfgs"":false,""weight_decay"":0.0}",3.155291012957824,0.4503545781106231,0.7920969153576723,0.8184788843373662,0.6579221422533083,0.06947674028774307,4.794657016391832,76.62109375,73.095703125,26.904296875,0.5937031691139982,predictive_only_robust_score_R6,29569.0,False,C,1885.83931760001,0.17573819160461426,0.7311877846717835,0.17694066762924193
34,COMPLETE,0.7257209433157013,,daa54199ea3b51a1bd86a7e949a99c7c417bd7f7c6d97041e55fdc0fd1f62e1c,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[256,48,256,32,128,48],""huber_delta"":0.2641343122303172,""lambda_phys"":1.0,""learning_rate"":0.0011076169333015934,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0034_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.035606510784495934,""use_lbfgs"":false,""weight_decay"":0.0}",3.0320957537947044,0.4403010004469558,0.8013005558723814,0.8203127280165434,0.6767780902710444,0.06569784839126666,4.688721832912102,99.912109375,99.755859375,0.244140625,0.3960936417436399,predictive_only_robust_score_R6,46131.0,True,A,961.5083835999831,0.0463434137403965,0.0012358013997602058,19882.46062297821
35,PRUNED,-0.013488481477894103,PRUNED: median_pruner_after_two_folds,87351869f280fd242029e55d6a055f424347760ab6e71e5a02e4792cd3191903,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[64,64,256,256,96,48],""huber_delta"":1.0,""lambda_phys"":0.002690272673532613,""learning_rate"":0.0001224380475533611,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":600,""name"":""TRIAL_0035_TIT_INC"",""nonnegative_output"":""softplus_output"",""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":1.0,""target_transform"":""original"",""tau_softplus"":0.09448926175969105,""use_lbfgs"":false,""weight_decay"":0.0}",,,,,,,,,,,,,,,,,,,
36,COMPLETE,0.7220044833920342,,969b9c822e11e8f8fdb06832d1d8ba02b93aa52ad1cc15bc8e5544f96f3e60c3,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":64,""fourier_scale"":0.013679703128902515,""gradient_clip"":5.0,""hidden_widths"":[160,32,256,48,96,128],""huber_delta"":0.6759115621311839,""lambda_phys"":0.003351481428242172,""learning_rate"":0.00038069217484553407,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":500,""name"":""TRIAL_0036_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.04142375304462215,""use_lbfgs"":false,""weight_decay"":0.0}",3.048327769736694,0.4385053872506859,0.8019784642802368,0.8287716186491225,0.6672066219996926,0.07148821830541892,4.671903386911043,88.994140625,82.861328125,17.138671875,0.5631517358003155,predictive_only_robust_score_R6,63825.0,False,C,644.8584902000148,0.07023377940058709,0.12994476929306983,0.07066928818821908
37,COMPLETE,0.7600093893815681,,b2effe24f47ab2b0a8e7bbb6cb4aeac6a601b1caffd75283004c2363db1f19c3,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[96,160,256,32,96],""huber_delta"":1.0,""lambda_phys"":1.0,""learning_rate"":0.0002400903032956889,""loss_data"":""mse"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":800,""name"":""TRIAL_0037_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.10162276912977888,""use_lbfgs"":false,""weight_decay"":0.0}",3.1079629752967244,0.4316774209645824,0.810991831286082,0.8212220303609943,0.7285277503260073,0.04573053050942731,4.597092445842824,99.9609375,99.8046875,0.1953125,0.6297548329485702,predictive_only_robust_score_R6,69187.0,True,A,2878.1000667999906,0.1635734409093857,1.8095746054314076e-05,-9.912937450408936
38,PRUNED,-0.03877829607629227,PRUNED: median_pruner_after_two_folds,c4a10090614e9870789b92a1f860db317ac8646d18895cd75b3e17553836838f,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":8,""fourier_scale"":0.06352687434501456,""gradient_clip"":2.5,""hidden_widths"":[192,32,256,32,64,256],""huber_delta"":0.3060732442895454,""lambda_phys"":0.0009003780154487374,""learning_rate"":0.0002008886934115725,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":700,""name"":""TRIAL_0038_TIT_INC"",""nonnegative_output"":""softplus_output"",""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""original"",""tau_softplus"":0.04319787399199738,""use_lbfgs"":false,""weight_decay"":0.0}",,,,,,,,,,,,,,,,,,,
39,COMPLETE,0.6337954781563643,,50b9cf94cc1ba3eebd9ed041a8ced9fddcb83cc93b1ee1d967b5a4f13f7c9d17,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[48,192,256,32,96],""huber_delta"":1.0,""lambda_phys"":1.0,""learning_rate"":0.00015841615414171869,""loss_data"":""mse"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":300,""name"":""TRIAL_0039_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":128,""synthetic_levels"":7,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.16025597482582127,""use_lbfgs"":false,""weight_decay"":0.0}",3.7714329159869764,0.521145863063586,0.7235230248368987,0.7338779532373956,0.5815234044266864,0.07634252954556074,5.5513761624039635,100.0,100.0,0.0,1.1252928497129386,predictive_only_robust_score_R6,70787.0,True,A,3653.464314099998,0.23859050273895263,4.467414014470705e-05,-7.714760684967041
40,COMPLETE,0.7369430311300209,,dbbec4a7a300ae69c9acc17916144b5470687d1e18cfb6052e9342d98b9d7661,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[32,48,256,32,96,96],""huber_delta"":0.8165894200838155,""lambda_phys"":0.009443858556929537,""learning_rate"":0.0004090686379670614,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0040_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":64,""synthetic_batch_size"":64,""synthetic_levels"":5,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.10564863336980287,""use_lbfgs"":false,""weight_decay"":0.0}",3.0010315216164973,0.4261872583653189,0.8132718681972124,0.8344627879498776,0.6864483341724062,0.06591992578107408,4.53707854692861,91.767578125,85.546875,14.453125,0.6284004435186951,predictive_only_robust_score_R6,35249.0,False,C,690.507938499999,0.07109856605529785,0.07524092122912407,0.07180912867188453
41,COMPLETE,0.7478449416423396,,ef9510b9857c1f15285bd484e469e78f4984fab73df6b99b457431b4c1b84488,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[96,48,32,32,96],""huber_delta"":0.8357039785862921,""lambda_phys"":0.00044522000847261505,""learning_rate"":0.0002481905733111014,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0041_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":128,""synthetic_batch_size"":512,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.1036252807211027,""use_lbfgs"":false,""weight_decay"":0.0}",3.0382992697873457,0.4308552245981548,0.810934771435868,0.8172296618527498,0.7114877974032757,0.05310112499037564,4.589720616695239,83.779296875,76.7578125,23.2421875,0.5778995981543261,predictive_only_robust_score_R6,11505.0,False,C,763.4281489999703,0.07306206449866295,0.2759301483631134,0.07318491339683533
42,COMPLETE,0.7386769157084466,,b6c96bb0e593588c1c2938d51e9954aa747dce115a21a1869ed51218c0d01b04,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[48,48,32,32],""huber_delta"":0.8468215859837236,""lambda_phys"":0.00014728802080357374,""learning_rate"":0.00035887417634340637,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":150,""name"":""TRIAL_0042_TIT_INC"",""nonnegative_output"":false,""optimizer"":""AdamW"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":128,""synthetic_batch_size"":256,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.09152817298225678,""use_lbfgs"":false,""weight_decay"":0.0006267149182805035}",3.2193446627310407,0.4475332892629142,0.7965904776108929,0.804893609009689,0.7044806797715439,0.051386226184756516,4.766671010576667,87.03125,79.98046875,20.01953125,0.6766684275220725,predictive_only_robust_score_R6,5489.0,False,C,288.7920557000034,0.07939314842224121,0.16946621239185333,0.0794181078672409
43,COMPLETE,0.6352933737500304,,d007aef698fbd3f03fe0ef0521b4f4c371fb53ca79c71ed71d049312402152cf,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[96,256,32,256],""huber_delta"":0.37146018751012755,""lambda_phys"":1.0,""learning_rate"":0.0001494134721548909,""loss_data"":""huber"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":800,""name"":""TRIAL_0043_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":256,""synthetic_levels"":3,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.09948567988887914,""use_lbfgs"":false,""weight_decay"":0.0}",3.4892308421497185,0.49312764043318785,0.7483993781381123,0.783916054244856,0.5586294757973295,0.09899065815635402,5.241888513058529,99.541015625,98.4375,1.5625,0.8822488156269165,predictive_only_robust_score_R6,42723.0,True,B,1724.2732981000008,0.06843056976795196,0.00018366347248957026,-5.904275894165039
44,COMPLETE,0.7394216451106902,,8c67b18d3e666c9430329e13588ec4bc0146f3db9cb315712db3752b64f5e9cd,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[96,160,32,48,96],""huber_delta"":1.0,""lambda_phys"":0.0004976476742620411,""learning_rate"":0.0007084732458945381,""loss_data"":""mse"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":800,""name"":""TRIAL_0044_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":512,""synthetic_levels"":7,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.11149698941075456,""use_lbfgs"":false,""weight_decay"":1.3067820525755538e-05}",3.124549679397076,0.43572049144037345,0.8061121867339353,0.8232548922987648,0.6961317889084275,0.058451145973892796,4.637678670799197,77.8125,62.01171875,37.98828125,0.634868064845796,predictive_only_robust_score_R6,28017.0,False,C,7848.316511999976,0.16499214768409728,1.1648086786270142,0.16557181179523467
45,COMPLETE,0.6684345338181484,,63fd88de6832ca39c021fab157bbe4a7ab12abb4298d12f2da697d0718d0f3a7,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[96,160,128,32,96,64],""huber_delta"":0.8661516938030088,""lambda_phys"":1.0,""learning_rate"":0.0011833705173484401,""loss_data"":""huber"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":800,""name"":""TRIAL_0045_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":64,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.10628345368664172,""use_lbfgs"":false,""weight_decay"":0.0}",3.337777319023341,0.474526390833356,0.7683423773596638,0.7912287151126403,0.6043824112262293,0.08397765187347636,5.0461874581731525,100.0,100.0,0.0,0.6729427176937839,predictive_only_robust_score_R6,50659.0,True,A,533.088751999996,0.08741672337055206,0.0,-9.166584587097168
