trial_number,state,objective,failure_reason,config_hash,config_source,config_json,MAE_mean,NRMSE_mean,R2_mean,R2_median,R2_min,R2_std,RMSE_mean,active_tit_pcd_mean,active_tit_pcd_min,active_tit_violation_max,bias_abs_mean,objective_definition,parameter_count,physics_admissible,physics_level,training_time_s,val_data_loss,val_physics_loss,val_total_loss
10,COMPLETE,0.6553006021795492,,015cb7d3f7e397431918c5477e78e4845ffcfd0eebca9148c12b78daf894c556,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":""FULL_BATCH"",""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":64,""fourier_scale"":0.1411454883306656,""gradient_clip"":10.0,""hidden_widths"":[96,96,128,160],""huber_delta"":1.2277277063759673,""lambda_phys"":1.0,""learning_rate"":0.00024555900341981625,""loss_data"":""huber"",""lr_scheduler"":""cosine"",""max_epochs"":500,""name"":""TRIAL_0010_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":128,""synthetic_batch_size"":512,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""original"",""tau_softplus"":0.035462839175298806,""use_lbfgs"":false,""weight_decay"":1.293218055072981e-06}",3.8912712028002674,0.5243228990843614,0.7218823416449627,0.7213425054481496,0.6211517756695213,0.059814490211046005,5.588257960742502,97.490234375,95.849609375,4.150390625,0.9381540365773396,predictive_only_robust_score_R6,54915.0,True,B,71.80118850000144,0.10520319193601609,0.0010467608692124486,-0.04233148321509361
11,COMPLETE,0.6618596181889665,,32e992df2e437100bfae4fc4b94a5267d3c39b35b7656a74542cf2045c8ff31b,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.25,""fourier_dim"":64,""fourier_scale"":0.25172192381326247,""gradient_clip"":10.0,""hidden_widths"":[192,32,256,192,256],""huber_delta"":1.8107079475531873,""lambda_phys"":0.3450991024523629,""learning_rate"":0.0008404858385797737,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0011_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":64,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.015390873659504587,""use_lbfgs"":false,""weight_decay"":3.7361082709029954e-06}",3.8931981138051936,0.5358880050180369,0.710394087310559,0.7323586442471605,0.6272837424315028,0.052576292751390155,5.707262053082661,93.046875,92.138671875,7.861328125,0.5205479338988405,predictive_only_robust_score_R6,138401.0,False,C,974.3195789999882,0.12258068919181823,0.02266419157385826,0.1304020807147026
12,COMPLETE,0.6469563826753042,,09bb45c04bca104fa533b2e0580364a749bd622d665cf9604e19ca58aab570d8,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":""FULL_BATCH"",""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.15,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":1.0,""hidden_widths"":[32,96,48],""huber_delta"":1.2727296934826533,""lambda_phys"":7.576844419726635,""learning_rate"":0.0050541150232574356,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":600,""name"":""TRIAL_0012_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.25,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.009040231170505258,""use_lbfgs"":false,""weight_decay"":3.8925693563842356e-08}",3.744736771253926,0.5142146405208018,0.730807577965567,0.7369420110358087,0.6002067462760478,0.07331026197623738,5.478588318469861,99.951171875,99.853515625,0.146484375,0.8895713946133508,predictive_only_robust_score_R6,8193.0,True,A,47.913363800005754,0.11152887791395187,2.5097292336795363e-06,0.11154789328575135
13,COMPLETE,0.6938684097693637,,dce066e22e96d84b3e3e01fbe07e6232bff7a03e7cf2d9c8c1c3a9c962be403a,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.25,""fourier_dim"":64,""fourier_scale"":0.02200661381062072,""gradient_clip"":10.0,""hidden_widths"":[32,192,96],""huber_delta"":1.0,""lambda_phys"":2.49572877528735,""learning_rate"":0.0003514922659722757,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":200,""name"":""TRIAL_0013_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.25,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":64,""synthetic_batch_size"":256,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.017707275351546602,""use_lbfgs"":false,""weight_decay"":1.3801871212616498e-08}",3.5373504319306277,0.4798533901313382,0.7657600522187082,0.7755252047388482,0.6515220679430688,0.06278397640002824,5.111184717120664,99.140625,96.97265625,3.02734375,0.7558203947464726,predictive_only_robust_score_R6,29089.0,True,B,368.95083609998983,0.20167915523052216,0.00027444721543190553,0.20236409902572633
14,COMPLETE,0.7367057378412575,,86e1007a83039f12760eeb3bd18b78c005aca235f33d601f3df4f4333288dc0f,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[32,32,256,32,64,48],""huber_delta"":0.593996031532972,""lambda_phys"":0.022796538876822085,""learning_rate"":0.0009443918445940873,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0014_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.5,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":512,""synthetic_batch_size"":128,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""log1p"",""tau_softplus"":0.03685037214934477,""use_lbfgs"":false,""weight_decay"":0.0}",3.0217249716083896,0.43092045093473325,0.8097108653582714,0.819737199466413,0.6933566877446081,0.06200521181258467,4.588794443026385,90.05859375,79.931640625,20.068359375,0.5877655354888796,predictive_only_robust_score_R6,23329.0,False,C,985.5025148000132,0.0662977583706379,0.08064819723367692,0.06813625767827033
15,COMPLETE,0.5946275994878247,,b4954eed13db9d98b2a109ed6c26be3b1570d2a3d3609654a91b6dc76447d6f8,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":1024,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":16,""fourier_scale"":0.1702567896593662,""gradient_clip"":10.0,""hidden_widths"":[256,128,32,160,64,160],""huber_delta"":0.6247628824058745,""lambda_phys"":1.0,""learning_rate"":0.00014251876354712462,""loss_data"":""huber"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":300,""name"":""TRIAL_0015_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":512,""synthetic_batch_size"":512,""synthetic_levels"":5,""synthetic_local_span_std"":0.25,""target_transform"":""original"",""tau_softplus"":0.10495164482780041,""use_lbfgs"":false,""weight_decay"":0.0}",4.3505143691094785,0.5872097165397732,0.6507299392978789,0.6791797601576394,0.5559275993943644,0.07755882125873596,6.254158732598195,91.279296875,85.107421875,14.892578125,1.0073050177583946,predictive_only_robust_score_R6,71619.0,False,C,288.1485462000128,0.10804104208946227,0.0434231873601675,-0.7390176236629487
16,COMPLETE,0.7345385805792957,,209004995936c11ee9cb9a7b72a69a74e201cbf76f58cf4703af4086cc34f32c,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":5.0,""hidden_widths"":[64,160,160,96,96,160],""huber_delta"":1.0,""lambda_phys"":1.0,""learning_rate"":0.00019788310699197083,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":800,""name"":""TRIAL_0016_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.07934205652841075,""use_lbfgs"":false,""weight_decay"":0.0}",3.082725737619504,0.43358444874516716,0.8073645236539939,0.829532980382192,0.6854933534484368,0.06353777969823353,4.616107398050559,98.369140625,95.8984375,4.1015625,0.5580813636631785,predictive_only_robust_score_R6,77251.0,True,B,4044.8049477999884,0.16581107228994368,0.0047100225987378504,55845.60398454666
17,COMPLETE,0.02284453075893894,,8873fa44a948a0e996f1d8aa720c7b15ad9e4e6fe0210a479c059325f9a04296,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":128,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":16,""fourier_scale"":0.08168467007031904,""gradient_clip"":1.0,""hidden_widths"":[192,96,48],""huber_delta"":1.2736467570126546,""lambda_phys"":1.0,""learning_rate"":0.004103726947376359,""loss_data"":""huber"",""lr_scheduler"":""cosine"",""max_epochs"":150,""name"":""TRIAL_0017_TIT_INC"",""nonnegative_output"":""softplus_output"",""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":128,""synthetic_batch_size"":128,""synthetic_levels"":3,""synthetic_local_span_std"":0.5,""target_transform"":""original"",""tau_softplus"":0.07080507115155603,""use_lbfgs"":false,""weight_decay"":3.528013195354289e-07}",7.4572668331460745,0.8873213580197273,0.20085160846523595,0.27174775636371507,-0.09896110503106792,0.19388293978058413,9.468698232510377,92.744140625,90.52734375,9.47265625,5.379671150994616,predictive_only_robust_score_R6,29571.0,False,C,754.1246820999804,0.3118449807167053,0.04280786346644163,2.1829820731905142e+23
18,COMPLETE,0.41189276444442585,,5bc1dd0d8c500d8e39a578e7781401b15e069c8836fee836d4e9101bd9121d89,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":1024,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.03,""fourier_dim"":8,""fourier_scale"":0.01050272657423299,""gradient_clip"":5.0,""hidden_widths"":[32,160,160,96,64],""huber_delta"":0.98773694238078,""lambda_phys"":1.0,""learning_rate"":0.00011103349184727345,""loss_data"":""huber"",""lr_scheduler"":""cosine"",""max_epochs"":800,""name"":""TRIAL_0018_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.25,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":512,""synthetic_batch_size"":512,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.1874580217592644,""use_lbfgs"":false,""weight_decay"":9.891119378358088e-08}",5.661263142790736,0.7164159633072569,0.4839842209452848,0.5054020114048987,0.3653770158675306,0.0735247059209061,7.629314652297492,100.0,100.0,0.0,1.234804918677074,predictive_only_robust_score_R6,53315.0,True,A,740.9461792000075,0.20553927421569823,0.011708811484277248,-1.6461845874786376
19,COMPLETE,-0.10676688287725145,,899fee8a80d155fc122dec964aa563f59cbcb912f26fb58e390bc58a19789694,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.25,""fourier_dim"":64,""fourier_scale"":0.5628601221675518,""gradient_clip"":1.0,""hidden_widths"":[96,128,192],""huber_delta"":0.6661065275108166,""lambda_phys"":1.0,""learning_rate"":0.001066157200141097,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":500,""name"":""TRIAL_0019_TIT_INC"",""nonnegative_output"":false,""optimizer"":""AdamW"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.0,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":128,""synthetic_batch_size"":256,""synthetic_levels"":3,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.024693807179539177,""use_lbfgs"":false,""weight_decay"":0.00010012079341069309}",8.298557413989283,1.0188271576726309,-0.03923643987917447,-0.046205439175518004,-0.13817315295556076,0.0607771536334214,10.855449221556466,49.794921875,46.09375,53.90625,1.7736725718838613,predictive_only_robust_score_R6,49763.0,False,C,974.9337060000253,0.32140294313430784,0.8014716684818268,8.274703842401504
20,COMPLETE,0.679575460593849,,e276e4a4c47806c422ea58c6e632f1374736b93e1e6f1cb44c0b4af5bd4b0ea4,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":32,""fourier_scale"":0.0282617564854576,""gradient_clip"":10.0,""hidden_widths"":[160,48,64,96,48,192],""huber_delta"":1.3430093151945535,""lambda_phys"":1.0,""learning_rate"":0.006290722363946569,""loss_data"":""huber"",""lr_scheduler"":""cosine"",""max_epochs"":600,""name"":""TRIAL_0020_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.0,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":256,""synthetic_batch_size"":256,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""original"",""tau_softplus"":0.006984895345921677,""use_lbfgs"":false,""weight_decay"":0.0}",3.8559161599375584,0.5014596171914553,0.7448482535356442,0.7569334083518766,0.6403599573694506,0.06205361686948769,5.344613527942752,99.98046875,99.951171875,0.048828125,0.9623308362660914,predictive_only_robust_score_R6,41763.0,True,A,531.9714545999886,0.09805419147014618,3.8062412386352664e-07,5.666695433671199e+24
21,COMPLETE,0.6198569696156657,,e74e18958f685d5bd23b5fe598097e2ad83d41f6ed099eac3abd324adb0d5eab,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":""FULL_BATCH"",""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":32,""fourier_scale"":0.06448548731192892,""gradient_clip"":10.0,""hidden_widths"":[256,96,160],""huber_delta"":1.0,""lambda_phys"":0.3756791514364829,""learning_rate"":0.0037403329585608074,""loss_data"":""mse"",""lr_scheduler"":""none"",""max_epochs"":200,""name"":""TRIAL_0021_TIT_INC"",""nonnegative_output"":false,""optimizer"":""AdamW"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.25,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":64,""synthetic_batch_size"":256,""synthetic_levels"":5,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.007467105734532021,""use_lbfgs"":false,""weight_decay"":0.0}",3.8485999811332627,0.523967671347794,0.7197342012057183,0.725289033137054,0.5644258734907439,0.08358684540468608,5.582908274108665,99.951171875,99.853515625,0.146484375,0.49342576442985137,predictive_only_robust_score_R6,56993.0,True,A,24.45273930001713,0.24047402739524842,3.7815117121773397e-06,0.24047545194625855
22,COMPLETE,0.5980090266234397,,b58129b93ad36d8e4a14eb4ca4278ca166de1a6fd996ae232150002365effa99,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":""FULL_BATCH"",""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":32,""fourier_scale"":0.02051565677965235,""gradient_clip"":1.0,""hidden_widths"":[128,192,192,32,256,32],""huber_delta"":1.0,""lambda_phys"":0.0356143301795514,""learning_rate"":0.00042594517993541233,""loss_data"":""mse"",""lr_scheduler"":""cosine"",""max_epochs"":400,""name"":""TRIAL_0022_TIT_INC"",""nonnegative_output"":false,""optimizer"":""RMSprop"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.25,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":64,""synthetic_batch_size"":64,""synthetic_levels"":5,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.19544334171775044,""use_lbfgs"":false,""weight_decay"":3.698761567357443e-05}",3.907561908310593,0.5387786693899997,0.7033143065659966,0.708971373928289,0.540009871417747,0.09019739062294789,5.743515832200166,100.0,100.0,0.0,0.9213822887036972,predictive_only_robust_score_R6,93025.0,True,A,54.96085210000456,0.2568922460079193,0.00022915466979611665,0.25690040588378904
23,COMPLETE,-0.06888722223892978,,ab61e03ed6b41e4f98718ac17a71c4fb69ba5534c2fe9b7c3a8d9e207e2f0e1b,OPTUNA_AUTONOMOUS_R6,"{""activation"":""silu"",""batch_size"":256,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":32,""fourier_scale"":0.5531761570360073,""gradient_clip"":5.0,""hidden_widths"":[192,48,96,128,160],""huber_delta"":1.6520036977451986,""lambda_phys"":0.016824780370175305,""learning_rate"":0.00016611534842442624,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":200,""name"":""TRIAL_0023_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""no_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.25,""physics_warmup_fraction"":0.0,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":128,""synthetic_batch_size"":64,""synthetic_levels"":7,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.024157025105503986,""use_lbfgs"":false,""weight_decay"":1.0165572756065825e-08}",8.024969012375312,0.9893869592208301,0.01903311211658838,0.01749274587884231,-0.1128539719548356,0.08325974041339952,10.550835812072853,50.83984375,48.095703125,51.904296875,1.8600545731648679,predictive_only_robust_score_R6,59665.0,False,C,400.62920139999187,0.4240968346595764,0.7144560098648072,0.4361173987388611
24,COMPLETE,-0.13537071774685813,,12fb76ce0e75e6802f47dc56ff9c0ff01ab495524b3c18183434430b22b53c5b,OPTUNA_AUTONOMOUS_R6,"{""activation"":""tanh"",""batch_size"":1024,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.0,""fourier_dim"":8,""fourier_scale"":0.6668384857748247,""gradient_clip"":5.0,""hidden_widths"":[96,192],""huber_delta"":1.8934644675748862,""lambda_phys"":0.00010271717646718659,""learning_rate"":0.00020522775655729516,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":600,""name"":""TRIAL_0024_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.1,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":128,""synthetic_batch_size"":256,""synthetic_levels"":7,""synthetic_local_span_std"":1.0,""target_transform"":""log1p"",""tau_softplus"":0.059118238292737976,""use_lbfgs"":false,""weight_decay"":0.0}",8.674265741700019,1.0344336685459645,-0.07178905381000052,-0.014340583863005074,-0.19355011500822594,0.07759568202021011,11.0244037649981,49.39453125,47.94921875,52.05078125,2.355444952098703,predictive_only_robust_score_R6,20449.0,False,C,85.31406119999883,0.48131961226463316,0.20996333062648773,0.4813411831855774
25,COMPLETE,0.6449234079432838,,724b4ce6f70d5b74f723bb7930e8afcedec99a91103566a70c829ae30d562623,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":512,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.15,""fourier_dim"":8,""fourier_scale"":0.04143468779899655,""gradient_clip"":10.0,""hidden_widths"":[160,128,96,128,96,160],""huber_delta"":1.0,""lambda_phys"":1.0,""learning_rate"":0.0031070354468641513,""loss_data"":""mse"",""lr_scheduler"":""cosine"",""max_epochs"":600,""name"":""TRIAL_0025_TIT_INC"",""nonnegative_output"":false,""optimizer"":""NAdam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""data_only_dropout"",""physics_mode"":""TIT_INC"",""physics_penalty"":""softplus"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.25,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":512,""synthetic_batch_size"":512,""synthetic_levels"":7,""synthetic_local_span_std"":0.5,""target_transform"":""log1p"",""tau_softplus"":0.17167677828648484,""use_lbfgs"":false,""weight_decay"":0.0}",3.872765296241384,0.5244597573788609,0.7212029906875849,0.7409165673825575,0.5953723819828171,0.0669529052993217,5.580737099592989,99.755859375,99.4140625,0.5859375,0.6021009164398261,predictive_only_robust_score_R6,76195.0,True,A,384.66823710002063,0.23951186537742614,0.0013287228241097182,63.16564359664917
26,COMPLETE,0.7334097968418954,,c0329e5d931ce57b8b806cb1677110e1035572af399e0467f35f690a6fcea7a2,OPTUNA_AUTONOMOUS_R6,"{""activation"":""softplus"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.08,""fourier_dim"":64,""fourier_scale"":0.03736041696111713,""gradient_clip"":1.0,""hidden_widths"":[64,96,48,160],""huber_delta"":0.7208323686396079,""lambda_phys"":0.7527779515983277,""learning_rate"":0.00046885599273047986,""loss_data"":""huber"",""lr_scheduler"":""none"",""max_epochs"":400,""name"":""TRIAL_0026_TIT_INC"",""nonnegative_output"":false,""optimizer"":""AdamW"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.5,""physics_warmup_fraction"":0.1,""physics_weighting"":""FIXED_LAMBDA"",""synthetic_base_rows"":256,""synthetic_batch_size"":256,""synthetic_levels"":7,""synthetic_local_span_std"":0.25,""target_transform"":""original"",""tau_softplus"":0.13393244839964472,""use_lbfgs"":false,""weight_decay"":0.0}",3.002074438714368,0.43321502328061284,0.807724325258184,0.8220610812525986,0.687211108355026,0.0630762507271812,4.612989862193642,99.111328125,98.388671875,1.611328125,0.5591706705160946,predictive_only_robust_score_R6,27153.0,True,B,3797.332736199998,0.06288962885737419,0.0008848759460761358,0.06355574503540992
27,COMPLETE,0.6170043624153784,,d716c861460567bd4f0d4ed8b15e45f6058058fbc8765684fb7dc5524afeb60f,OPTUNA_AUTONOMOUS_R6,"{""activation"":""gelu"",""batch_size"":64,""config_source"":""OPTUNA_AUTONOMOUS_R6"",""dropout"":0.15,""fourier_dim"":0,""fourier_scale"":0.05,""gradient_clip"":10.0,""hidden_widths"":[160,48],""huber_delta"":0.4422488599117077,""lambda_phys"":1.0,""learning_rate"":0.00012147947953941101,""loss_data"":""huber"",""lr_scheduler"":""reduce_on_plateau"",""max_epochs"":300,""name"":""TRIAL_0027_TIT_INC"",""nonnegative_output"":false,""optimizer"":""Adam"",""parameter_sources"":{""physics_mode"":""FROZEN_R6_CAMPAIGN_POLICY""},""physics_dropout_mode"":""shared_stochastic"",""physics_mode"":""TIT_INC"",""physics_penalty"":""relu_squared"",""physics_real_fraction"":0.0,""physics_warmup_fraction"":0.1,""physics_weighting"":""ADAPTIVE_LEARNED"",""synthetic_base_rows"":512,""synthetic_batch_size"":64,""synthetic_levels"":7,""synthetic_local_span_std"":1.0,""target_transform"":""original"",""tau_softplus"":0.019190004643491042,""use_lbfgs"":false,""weight_decay"":2.1499525907503934e-08}",3.5698380627938926,0.508759055889117,0.7323699899277408,0.7572001825723043,0.5445501045343275,0.10122754069683404,5.4154356021960055,100.0,100.0,0.0,1.1550266139275756,predictive_only_robust_score_R6,9379.0,True,A,1640.1983096000185,0.06929880827665329,0.0,-6.188305783271789
