trial_number,candidate,seed,fold,delta_R2,delta_RMSE,delta_MAE,delta_PCD,delta_training_time
115,TRIAL_0115_TIT_INC,21,0,-0.03429209165805791,0.40924482671108997,0.23974010395625278,0.0,-142.26006509999934
