candidate,trial_number,physics_level,physics_admissible,S_pred,R2_min,R2_median,R2_mean,R2_std,R2_IQR,RMSE_mean,MAE_mean,bias_abs_mean,PCD_min,PCD_min_25,PCD_median,best_epoch_median,parameter_count,training_time_s,runs,seeds,training_strategy,decision,use_lbfgs,seeds_executed
TRIAL_0037_TIT_INC,37,A,True,0.7451719734876978,0.7085676142937253,0.8144650282229025,0.806942837897647,0.050023873451728124,0.02876665671646006,4.642009462747587,3.1137758167129936,0.6548097331186092,99.8046875,99.8046875,100.0,100.0,69187,9664.578872099995,15,"[21,42,84]",FO_ONLY,REJECTED_FAILURE_FO_ONLY,False,[]
TRIAL_0115_TIT_INC,115,A,True,0.7377907047499009,0.6900702532792716,0.8285634356800388,0.810530937109702,0.058735716326439306,0.01680144739223799,4.58313916970903,3.0143666299244254,0.588962685326366,99.853515625,99.853515625,100.0,195.0,22867,6577.798775300005,15,"[21,42,84]",FO_ONLY,REJECTED_FAILURE_FO_ONLY,False,[21]
TRIAL_0085_TIT_INC,85,A,True,0.7351831936256816,0.6921314384495754,0.8168304697771289,0.8005184239028406,0.05196652767486209,0.03277365345522343,4.718385218903114,3.2091827635583905,0.5096943640919925,100.0,100.0,100.0,45.0,76291,1820.2945839000022,15,"[21,42,84]",FO_ONLY,REJECTED_FAILURE_FO_ONLY,False,[]
