input_nodes,hidden_layers,hidden_nodes,output_nodes,total_nodes,linear_layers,trainable_parameters,MACs_per_inference,FLOPs_approx,fourier_features,total_parameters,buffer_elements,state_tensor_elements,parameter_memory_fp32_mib,buffer_memory_fp32_mib,state_tensor_memory_fp32_mib,measurement_scope,representative_seed,ensemble_model_count,precision,benchmark_device,latency_batch_size,latency_warmup,latency_repetitions,throughput_warmup,throughput_repetitions,serialized_state_dict_mib,checkpoint_package_mib,ensemble_checkpoint_package_mib,cpu_model,cpu_platform,cpu_physical_cores,cpu_logical_threads,torch_num_threads,torch_num_interop_threads,engine_latency_definition,end_to_end_latency_definition,engine_latency_cpu_median_ms,engine_latency_cpu_p95_ms,engine_latency_cpu_p99_ms,end_to_end_latency_cpu_median_ms,end_to_end_latency_cpu_p95_ms,end_to_end_latency_cpu_p99_ms,throughput_batch_rows,throughput_cpu_samples_per_s,throughput_batch_median_ms
9,4,544,1,554,5,50273,49728,99456,0,50273,0,50273,0.19177627563476562,0.0,0.19177627563476562,representative_frozen_seed_model,42,10,FP32,cpu,1,20,200,5,30,0.19592761993408203,0.19942188262939453,1.9943103790283203,"Intel64 Family 6 Model 183 Stepping 1, GenuineIntel",Windows-11-10.0.26200-SP0,16,24,16,16,preprocessed_X_to_standardized_model_output,finite_check_scaling_model_inverse_target,0.048900023102760315,0.06840499700047076,0.1853590132668613,0.16055000014603138,0.22821499151177704,0.41529995971359296,7384,4785948.113884873,1.5428499900735915
