seed,status,final_epochs,train_rows,parameter_count,tt_rank,tt_contract_hash,state_dict_bytes,training_time_s,optimizer,batch_size,physics_weighting,use_lbfgs,lbfgs_outer_steps_executed,reload_max_abs_difference,model_path,model_sha256
84,MODEL_FROZEN_DEV_ONLY,100,29845,13891,12,dce42d87597ade992fad1f2f96acf3b77f1e47eeea130f3e55238d321d6676d2,66621,1221.4217348999991,NAdam,64,ADAPTIVE_LEARNED,False,0,0.0,model/tt_final_model_seed_84.pt,e4724801a279d0f06184dcb952f3f8b65026ace8a028b6e0ab46b27ebf996ca1
