epoch,loss_data,loss_physics,loss_total,physics_warmup,learning_rate
43,0.20787614012811118,2.9427299464529283e-05,-5.598287752915246,1.0,0.0002400903032956889
44,0.20618126329186132,2.7107146559032976e-05,-5.714149798775128,1.0,0.0002400903032956889
45,0.20352668513003458,2.6628725396625342e-05,-5.832137945122075,1.0,0.0002400903032956889
46,0.20440789548245436,1.7008670701922634e-05,-5.935420301792709,1.0,0.0002400903032956889
47,0.19990849691169932,2.3869282067462e-05,-6.0642417799482,1.0,0.0002400903032956889
48,0.20133322537966408,1.0370769654299576e-05,-6.167125684546199,1.0,0.0002400903032956889
49,0.1978442299736133,1.4995573869478982e-05,-6.28953618308972,1.0,0.0002400903032956889
50,0.19766937732313633,1.3516555872957999e-05,-6.3957689640608795,1.0,0.0002400903032956889
51,0.19761538034907244,1.7770624679194393e-05,-6.498968171358619,1.0,0.0002400903032956889
52,0.19521333143210767,2.0459430898247285e-05,-6.615448555548135,1.0,0.0002400903032956889
53,0.19516497588770293,1.7641803992043608e-05,-6.721663410709553,1.0,0.0002400903032956889
54,0.1926029669938557,1.7124835655414523e-05,-6.839991851332867,1.0,0.0002400903032956889
55,0.1911182856342777,3.673643279730333e-05,-6.941576343532293,1.0,0.0002400903032956889
56,0.19019772227239304,1.6209242548257666e-05,-7.0627926799929375,1.0,0.0002400903032956889
57,0.18936091206760428,1.3055316208733429e-05,-7.172833710206908,1.0,0.0002400903032956889
58,0.18792385718041366,1.340339767334558e-05,-7.282352644575229,1.0,0.0002400903032956889
59,0.18798158719848515,1.3723130138397663e-05,-7.385655748257035,1.0,0.0002400903032956889
60,0.18437415342259458,1.9760841816898786e-05,-7.5040955512886125,1.0,0.0002400903032956889
61,0.18574454667289966,1.08462142473869e-05,-7.607921383876106,1.0,0.0002400903032956889
62,0.18121910497259022,1.2346174134822413e-05,-7.73576899412102,1.0,0.0002400903032956889
63,0.18256815730312906,1.479043562777839e-05,-7.829000985596879,1.0,0.0002400903032956889
64,0.18102712889363476,1.1212049798963703e-05,-7.943798842215691,1.0,0.0002400903032956889
65,0.18285514221265434,1.1924871864213171e-05,-8.035448472556006,1.0,0.0002400903032956889
66,0.18064657049113983,9.29040526139238e-06,-8.154448403025592,1.0,0.0002400903032956889
67,0.18135985523079395,2.430994882872296e-05,-8.223796515699627,1.0,0.0002400903032956889
68,0.17732350542598924,1.2347630557415456e-05,-8.37276401764831,1.0,0.0002400903032956889
69,0.17761360041845023,1.1985060945497267e-05,-8.474150975204893,1.0,0.0002400903032956889
70,0.17768138536995942,9.710968067015353e-06,-8.580343357756,1.0,0.0002400903032956889
71,0.17673530046702451,7.989215761325355e-06,-8.692460368481132,1.0,0.0002400903032956889
72,0.1763009921801167,7.020920892719305e-06,-8.80041243841102,1.0,0.0002400903032956889
73,0.17289645660357505,1.564814871785427e-05,-8.892504285693935,1.0,0.0002400903032956889
74,0.17420694595741257,9.956435397153374e-06,-9.003808521867054,1.0,0.0002400903032956889
75,0.1728565594305063,5.4283207278656724e-06,-9.133052714631695,1.0,0.0002400903032956889
76,0.1727091277883701,6.558168423041348e-06,-9.230726104221711,1.0,0.0002400903032956889
77,0.17030958284083475,9.452611171326696e-06,-9.33079896596055,1.0,0.0002400903032956889
78,0.16928144493309794,4.074787523931027e-06,-9.468132881842537,1.0,0.0002400903032956889
79,0.17218490061400024,8.961696592314216e-06,-9.516730289132488,1.0,0.0002400903032956889
80,0.1696706891251325,1.7192770536605652e-05,-9.567248959102264,1.0,0.0002400903032956889
81,0.16905059379862514,3.7830030610614624e-06,-9.772289964320573,1.0,0.0002400903032956889
82,0.168508993744914,1.1877765039170501e-05,-9.802461380111074,1.0,0.0002400903032956889
83,0.16633454017835714,8.46440599778603e-06,-9.944928221324782,1.0,0.0002400903032956889
84,0.16658746293193524,8.22222956898995e-06,-10.038477162477546,1.0,0.0002400903032956889
85,0.1678184425853177,9.970530777697902e-06,-10.102669579058695,1.0,0.0002400903032956889
86,0.16592893349026716,4.3836104277273934e-06,-10.280928897653453,1.0,0.0002400903032956889
87,0.1662741677089728,1.1375058054357183e-05,-10.268568106330692,1.0,0.0002400903032956889
88,0.16400379437865487,5.384826188730941e-06,-10.470098320881355,1.0,0.0002400903032956889
89,0.16320176232741782,4.1247928267122724e-06,-10.593149890736289,1.0,0.0002400903032956889
90,0.16416224505457175,8.267142763691245e-06,-10.594295499666854,1.0,0.0002400903032956889
91,0.16203564022542066,6.734293160977746e-06,-10.727011562159536,1.0,0.0002400903032956889
92,0.16279042042329173,7.284623802196632e-06,-10.792593114636439,1.0,0.0002400903032956889
93,0.1605142592203183,6.685909676170786e-06,-10.908418703385543,1.0,0.0002400903032956889
94,0.16116373564816644,4.666118813365469e-06,-11.052868277408837,1.0,0.0002400903032956889
95,0.15976942557147533,1.2172986440821643e-05,-10.89925379314055,1.0,0.0002400903032956889
96,0.160747270640265,1.3746334888659811e-05,-10.853598974501551,1.0,0.0002400903032956889
97,0.15827773737160755,1.6713347257979913e-05,-10.807981483941415,1.0,0.0002400903032956889
98,0.15751992301652468,1.4346877639920251e-05,-10.92835160853776,1.0,2.400903032956889e-05
99,0.15480793664746417,1.1538824659348867e-05,-11.120907382229921,1.0,2.400903032956889e-05
100,0.15330169716056205,1.2678617462036738e-05,-11.074003304352852,1.0,2.400903032956889e-05
