TIT,predicted_NOX_mg_m3,knn_distance,knn_threshold,within_dev_knn_support
1046.7,48.507534,1.6775236023217026,1.4339744881048164,False
1047.1487394957983,48.60338,1.659781587736344,1.4339744881048164,False
1047.5974789915967,48.72495,1.644937598237524,1.4339744881048164,False
1048.046218487395,48.836857,1.630337176552714,1.4339744881048164,False
1048.4949579831932,48.950306,1.6159869245918663,1.4339744881048164,False
1048.9436974789917,49.05185,1.596611297579534,1.4339744881048164,False
1049.39243697479,49.165646,1.5762977576755874,1.4339744881048164,False
1049.8411764705884,49.288425,1.5620201951951431,1.4339744881048164,False
1050.2899159663866,49.40356,1.547328365298956,1.4339744881048164,False
1050.7386554621849,49.519985,1.532325244479195,1.4339744881048164,False
1051.1873949579833,49.619648,1.5124087271506732,1.4339744881048164,False
1051.6361344537816,49.749756,1.4952355973329723,1.4339744881048164,False
1052.0848739495798,49.861607,1.481313372584429,1.4339744881048164,False
1052.5336134453783,49.99193,1.4672297292840955,1.4339744881048164,False
1052.9823529411765,50.117596,1.453434440640612,1.4339744881048164,False
1053.4310924369747,50.23908,1.4329480688121963,1.4339744881048164,True
1053.8798319327732,50.36703,1.4117202636258428,1.4339744881048164,True
1054.3285714285714,50.4949,1.3906124052368543,1.4339744881048164,True
1054.7773109243699,50.634476,1.3735827980857318,1.4339744881048164,True
1055.2260504201681,50.767303,1.3525765983349738,1.4339744881048164,True
1055.6747899159664,50.908295,1.3373805326174766,1.4339744881048164,True
1056.1235294117648,51.039112,1.3188562272096451,1.4339744881048164,True
1056.572268907563,51.178158,1.2987668705559072,1.4339744881048164,True
1057.0210084033613,51.31956,1.2823451732715234,1.4339744881048164,True
1057.4697478991598,51.476555,1.2631389463093385,1.4339744881048164,True
1057.918487394958,51.602432,1.2446186074150134,1.4339744881048164,True
1058.3672268907562,51.768993,1.2234010197884277,1.4339744881048164,True
1058.8159663865547,51.916954,1.2008025974216217,1.4339744881048164,True
1059.264705882353,52.080906,1.1782947529278283,1.4339744881048164,True
1059.7134453781512,52.244896,1.1582276576103798,1.4339744881048164,True
1060.1621848739496,52.41606,1.135721085450977,1.4339744881048164,True
1060.6109243697479,52.575226,1.1142197660105524,1.4339744881048164,True
1061.0596638655463,52.75189,1.0930293364352341,1.4339744881048164,True
1061.5084033613446,52.92613,1.0748576993890162,1.4339744881048164,True
1061.9571428571428,53.109432,1.0569578239509891,1.4339744881048164,True
1062.4058823529413,53.296246,1.0347310480390361,1.4339744881048164,True
1062.8546218487395,53.49262,1.0152483313693828,1.4339744881048164,True
1063.3033613445377,53.674744,0.9979091934265357,1.4339744881048164,True
1063.7521008403362,53.87332,0.9808016966355767,1.4339744881048164,True
1064.2008403361344,54.07333,0.9577728434389563,1.4339744881048164,True
1064.6495798319327,54.290543,0.9348371490172085,1.4339744881048164,True
1065.0983193277311,54.496674,0.9133655263292227,1.4339744881048164,True
1065.5470588235294,54.70129,0.8921266583789675,1.4339744881048164,True
1065.9957983193278,54.92818,0.8711704101738735,1.4339744881048164,True
1066.444537815126,55.164562,0.8506653834230217,1.4339744881048164,True
1066.8932773109243,55.385162,0.8299025085209843,1.4339744881048164,True
1067.3420168067228,55.60736,0.809623711834209,1.4339744881048164,True
1067.790756302521,55.848675,0.7907158273972699,1.4339744881048164,True
1068.2394957983192,56.08538,0.7698699819686965,1.4339744881048164,True
1068.6882352941177,56.317715,0.7502419190271465,1.4339744881048164,True
1069.136974789916,56.55034,0.731333248047012,1.4339744881048164,True
1069.5857142857142,56.781315,0.7117682195350086,1.4339744881048164,True
1070.0344537815126,57.00929,0.6911374288036944,1.4339744881048164,True
1070.4831932773109,57.250328,0.6743117106639204,1.4339744881048164,True
1070.9319327731093,57.47508,0.6548018592391042,1.4339744881048164,True
1071.3806722689076,57.705933,0.638694646594445,1.4339744881048164,True
1071.8294117647058,57.92904,0.6243262242366837,1.4339744881048164,True
1072.2781512605043,58.147438,0.6093152994681812,1.4339744881048164,True
1072.7268907563025,58.354027,0.5939994981913189,1.4339744881048164,True
1073.1756302521007,58.556446,0.5793448865612258,1.4339744881048164,True
1073.6243697478992,58.76452,0.5654028788088142,1.4339744881048164,True
1074.0731092436974,58.95064,0.5522274505975954,1.4339744881048164,True
1074.5218487394957,59.140358,0.5402814502945635,1.4339744881048164,True
1074.9705882352941,59.313847,0.5284024157710191,1.4339744881048164,True
1075.4193277310924,59.488644,0.5178690249122451,1.4339744881048164,True
1075.8680672268906,59.648643,0.5083329273045686,1.4339744881048164,True
1076.316806722689,59.804173,0.4928635882058828,1.4339744881048164,True
1076.7655462184873,59.94812,0.4799522736727982,1.4339744881048164,True
1077.2142857142858,60.08705,0.4681337131815153,1.4339744881048164,True
1077.663025210084,60.218506,0.4590480187577684,1.4339744881048164,True
1078.1117647058823,60.340702,0.45114944051978323,1.4339744881048164,True
1078.5605042016807,60.452774,0.44450126646023547,1.4339744881048164,True
1079.009243697479,60.561584,0.44052817316181786,1.4339744881048164,True
1079.4579831932772,60.663795,0.4376539923488821,1.4339744881048164,True
1079.9067226890757,60.761196,0.43285673002556013,1.4339744881048164,True
1080.3554621848739,60.86073,0.4308733692258512,1.4339744881048164,True
1080.8042016806721,60.951088,0.42362570622414747,1.4339744881048164,True
1081.2529411764706,61.043056,0.4220134114798157,1.4339744881048164,True
1081.7016806722688,61.130806,0.41599795101957077,1.4339744881048164,True
1082.1504201680673,61.220818,0.4194588379133536,1.4339744881048164,True
1082.5991596638655,61.31521,0.4268553186576632,1.4339744881048164,True
1083.0478991596638,61.410454,0.4211889913198417,1.4339744881048164,True
1083.4966386554622,61.52087,0.4220039687628142,1.4339744881048164,True
1083.9453781512605,61.646656,0.4189344733674316,1.4339744881048164,True
1084.3941176470587,61.832767,0.4260808037895276,1.4339744881048164,True
1084.8428571428572,62.127583,0.4254740566736909,1.4339744881048164,True
1085.2915966386554,62.6082,0.42782735989431225,1.4339744881048164,True
1085.7403361344536,63.3359,0.4350146445081607,1.4339744881048164,True
1086.189075630252,64.25205,0.4304765270319798,1.4339744881048164,True
1086.6378151260503,65.23034,0.42977268783338357,1.4339744881048164,True
1087.0865546218488,66.176506,0.4242478633990476,1.4339744881048164,True
1087.535294117647,67.06478,0.4200465319355178,1.4339744881048164,True
1087.9840336134453,67.94241,0.42016551420123865,1.4339744881048164,True
1088.4327731092437,68.78693,0.41599187482274075,1.4339744881048164,True
1088.881512605042,69.61713,0.4161809119284827,1.4339744881048164,True
1089.3302521008402,70.42733,0.41292973626913293,1.4339744881048164,True
1089.7789915966387,71.20495,0.4151051229122126,1.4339744881048164,True
1090.227731092437,71.97252,0.41874620367018445,1.4339744881048164,True
1090.6764705882351,72.71334,0.42381520401701234,1.4339744881048164,True
1091.1252100840336,73.45369,0.4302616590765864,1.4339744881048164,True
1091.5739495798318,74.16997,0.43825151451014654,1.4339744881048164,True
1092.0226890756303,74.88542,0.4503844182519192,1.4339744881048164,True
1092.4714285714285,75.56098,0.4608416000275283,1.4339744881048164,True
1092.9201680672268,76.22911,0.471746686745434,1.4339744881048164,True
1093.3689075630252,76.84158,0.48368348808102263,1.4339744881048164,True
1093.8176470588235,77.45992,0.49657760811046553,1.4339744881048164,True
1094.2663865546217,78.04973,0.5101214246367266,1.4339744881048164,True
1094.7151260504202,78.63645,0.5230916802114145,1.4339744881048164,True
1095.1638655462184,79.20833,0.5387430653380237,1.4339744881048164,True
1095.6126050420166,79.779305,0.5550658510850591,1.4339744881048164,True
1096.061344537815,80.374596,0.572002562651011,1.4339744881048164,True
1096.5100840336133,80.95071,0.5895002869934999,1.4339744881048164,True
1096.9588235294116,81.56124,0.6068638540692326,1.4339744881048164,True
