split,role,R2,RMSE,MAE,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct,NRMSE_mean_pct
DEV,TRAINING_DIAGNOSTIC,0.8625195259348734,4.411169148158201,2.888981880089569,0.047872038022972366,0.37077738278176775,-0.23840422845202328,4.404795883722671,0.929766305911843,0.8279279638845807,11.179657034008303,0.0,6.6477035925513315
TEST,FINAL_HOLDOUT,0.7685886952250564,4.510648475061918,3.0611336998269394,0.04912222536228069,0.48101736816495627,0.3552179519307738,4.496966289077898,0.877512989924361,0.7680270168742128,14.432788098891304,0.0,7.432735227925932
