seed,status,final_epochs,train_rows,parameter_count,tt_rank,tt_contract_hash,state_dict_bytes,training_time_s,optimizer,batch_size,physics_weighting,use_lbfgs,lbfgs_outer_steps_executed,reload_max_abs_difference,model_path,model_sha256
126,MODEL_FROZEN_DEV_ONLY,85,29845,12582,11,3f380430407e8f2b528cbc154e38f27c9336251f2521bd7112a1a4b4d5b3eead,60419,58.10252709999986,NAdam,1024,FIXED_LAMBDA,False,0,0.0,model/tt_final_model_seed_126.pt,cf00d198b053777e48ffa80a9a671dba9e12a04a08ca2d894f3ce123f8558110
