metric,dense,tt,tt_minus_dense
R2,0.5316617033943354,0.5222426348684107,-0.009419068525924668
RMSE,1.1369807611652285,1.1483571412682714,0.011376380103042871
MAE,0.593431860573036,0.6001136108819702,0.006681750308934253
bias,-0.2074544107602015,-0.26652373047599637,-0.05906931971579488
pearson_r,0.7403056722428606,0.7402910719003412,-1.4600342519432985e-05
PCD_pct,99.12109375,97.705078125,-1.416015625
