epoch,loss_data,loss_physics,loss_total,physics_warmup,learning_rate
1,0.2120274394750595,0.0022193003044473397,0.21297682176033655,0.047619047619047616,0.0007722304623405512
2,0.16964722499251367,0.00011986112375173737,0.1697497750322024,0.09523809523809523,0.0007722304623405512
3,0.1627870778242747,0.00013002409195147873,0.162953944504261,0.14285714285714285,0.0007722304623405512
4,0.15233002652724584,6.667167012892605e-05,0.15244411081075668,0.19047619047619047,0.0007722304623405512
5,0.1503930280605952,5.6963181149664405e-05,0.15051486889521282,0.23809523809523808,0.0007722304623405512
6,0.14738593151172003,3.397516571936876e-05,0.1474731350938479,0.2857142857142857,0.0007722304623405512
7,0.14306346848607063,2.606149195874726e-05,0.14314151008923848,0.3333333333333333,0.0007722304623405512
8,0.14034223159154255,2.373940807274266e-05,0.14042347346742948,0.38095238095238093,0.0007722304623405512
9,0.1378808930516243,1.7051497406820695e-05,0.13794654135902723,0.42857142857142855,0.0007722304623405512
10,0.13781556834777195,1.6614150899840753e-05,0.13788664092620215,0.47619047619047616,0.0007722304623405512
11,0.13211003914475442,1.209199062266464e-05,0.1321669397254785,0.5238095238095238,0.0007722304623405512
12,0.13288402805725733,1.3639209554128228e-05,0.13295404314994813,0.5714285714285714,0.0007722304623405512
13,0.13207572052876154,9.583610621651436e-06,0.1321290170152982,0.6190476190476191,0.0007722304623405512
14,0.12933037107189496,1.1344544255583362e-05,0.12939831366141638,0.6666666666666666,0.0007722304623405512
15,0.12971081485350927,7.016459598219171e-06,0.12975583722194037,0.7142857142857143,0.0007722304623405512
16,0.12802237421274185,7.122821771806305e-06,0.12807112659017245,0.7619047619047619,0.0007722304623405512
17,0.12272597029805184,6.181720399685749e-06,0.12277092536290486,0.8095238095238095,0.0007722304623405512
18,0.1196414515376091,3.2912392427419947e-06,0.11966679443915686,0.8571428571428571,0.0007722304623405512
19,0.11929453214009603,3.7171884860261645e-06,0.11932474498947461,0.9047619047619048,0.0007722304623405512
20,0.11992531418800353,2.346150947592681e-06,0.11994538779060046,0.9523809523809523,0.0007722304623405512
21,0.11491097658872604,2.897793792774883e-06,0.11493700916568438,1.0,0.0007722304623405512
22,0.11448008716106414,3.816176917759151e-06,0.11451436976591746,1.0,0.0007722304623405512
23,0.11165944437185923,3.8057109662759104e-06,0.1116936333477497,1.0,0.0007722304623405512
24,0.1108637494345506,3.9890647114552515e-06,0.11089958548545838,1.0,0.0007722304623405512
25,0.11109944209456443,2.7310668730036922e-06,0.11112397611141205,1.0,0.0007722304623405512
26,0.10733968888719876,2.8458778385864746e-06,0.10736525480945905,1.0,0.0007722304623405512
27,0.10678062612811724,2.5657856036739867e-06,0.10680367598930994,1.0,0.0007722304623405512
28,0.10428699888288975,1.1135840467200546e-06,0.1042970024049282,1.0,0.0007722304623405512
29,0.1047340027987957,3.3444759768741507e-06,0.10476404776175817,1.0,0.0007722304623405512
30,0.10308593089381854,2.3363932551608477e-06,0.10310691992441813,1.0,0.0007722304623405512
31,0.1041826012233893,1.353323862137342e-06,0.1041947583357493,1.0,0.0007722304623405512
32,0.10062589570879936,2.335680504162695e-06,0.10064687803387642,1.0,0.0007722304623405512
33,0.10288425286610921,2.1473372807889747e-06,0.1029035434126854,1.0,0.0007722304623405512
34,0.10059967562556267,2.2580686252567556e-06,0.10061996032794317,1.0,0.0007722304623405512
35,0.10056840454538664,1.3726965951053305e-06,0.10058073674639066,1.0,0.0007722304623405512
36,0.1001044953862826,1.2424115650259508e-06,0.10011565685272217,1.0,0.0007722304623405512
37,0.09793715526660283,3.6152443500488593e-06,0.0979696328441302,1.0,0.0007722304623405512
38,0.09909038419524828,2.162763334935998e-06,0.0991098128259182,1.0,0.0007722304623405512
39,0.0980726736287276,1.9853065236219436e-06,0.0980905088285605,1.0,0.0007722304623405512
40,0.09896570319930713,1.603877677306779e-06,0.09898011138041814,1.0,0.0007722304623405512
41,0.09724106142918269,1.8799857675351935e-06,0.09725795065363248,1.0,0.0007722304623405512
42,0.09654515857497852,5.484476187807748e-06,0.0965944285194079,1.0,0.0007722304623405512
43,0.09532487044731776,1.7233954693114672e-06,0.09534035300215085,1.0,0.0007722304623405512
44,0.09618574132521947,1.0296286356792362e-06,0.09619499146938323,1.0,0.0007722304623405512
45,0.09462008774280548,1.0858806594053287e-06,0.09462984303633372,1.0,0.0007722304623405512
