fold,seed,delta_R2,delta_RMSE,delta_MAE,delta_bias_abs,delta_training_time,delta_PCD
0,21,0.04594733137160201,-0.08326157737021322,-0.08320656454744424,-0.09377786871895594,29.69209199992474,39.697265625
1,21,0.03019615460273828,-0.0649082021846965,-0.04578983024496097,-0.1828546388287272,62.59808849997353,53.173828125
2,21,0.146034693577328,-0.23592365074284283,-0.17000081516504628,-0.2674339725905272,80.66434469999513,46.97265625
0,42,0.14482057559103,-0.26051658342700557,-0.1835088854568694,0.07532997477817238,48.80110760004027,33.30078125
1,42,0.024645564365686656,-0.0542509880656723,-0.03636982916152176,-0.057336813276446075,85.98108260001754,50.927734375
2,42,0.0578193242826045,-0.09872830057919835,-0.10450895513259828,-0.20601900051378877,87.39086260000477,21.2890625
0,84,0.07514828297652676,-0.1356159679508664,-0.08275026587321344,0.07459644049732006,33.56580370001029,46.875
1,84,0.029134862737414835,-0.06398175141554185,-0.05201278153548572,-0.1077227718061382,67.60251380002592,46.826171875
2,84,0.15170283904631854,-0.2517535096004846,-0.16214647775890112,-0.17850383932978856,79.86962910008151,52.9296875
