candidate,trial_number,physics_level,worst_fold_median_R2,R2_q10,R2_median,R2_mean,R2_std,NRMSE_mean,RMSE_mean,MAE_mean,PCD_min,PCD_mean,PCD_std,bias_abs_mean,violation_max,parameter_count,training_time_s
TRIAL_0044_CDP_NEG,44,A,0.5669939179334758,0.5656485310446161,0.6829937290272592,0.6513281678797473,0.06921567186083538,0.5877585324429475,1.3444404506131902,0.7270434146823396,99.31640625,99.72981770833333,0.23911304004944817,0.33219458897859094,0.68359375,50273,1210.2885023001
TRIAL_0050_CDP_NEG,50,B,0.5661450243301532,0.5634674359253353,0.6395869706950836,0.6455545895722173,0.06958465596154315,0.5925756955188806,1.353328360266114,0.7799369352221849,98.291015625,99.58658854166667,0.5563794944093466,0.36336989168852013,1.708984375,20353,774.8072988000349
