metric,mean,median,std,min,max,pinn_improves_pct
delta_R2,0.07838329206124996,0.0578193242826045,0.054183675730835046,0.024645564365686656,0.15170283904631854,100.0
delta_RMSE,-0.1387711701485024,-0.09872830057919835,0.08653981535458476,-0.26051658342700557,-0.0542509880656723,100.0
delta_MAE,-0.1022549338751157,-0.08320656454744424,0.05654698045731936,-0.1835088854568694,-0.03636982916152176,100.0
delta_bias_abs,-0.10485805442098661,-0.1077227718061382,0.12001693739376679,-0.2674339725905272,0.07532997477817238,77.77777777777779
delta_training_time,64.01839162223041,67.60251380002592,22.105049085888623,29.69209199992474,87.39086260000477,0.0
delta_PCD,43.5546875,46.875,10.511721199571204,21.2890625,53.173828125,100.0
