pollutant,model_family,configuration_id,source,validation_R2,serialized_size_bytes,serialized_size_MiB,size_basis,pareto_nondominated_validation
NOx,PINN densa,TRIAL_0037,OPTUNA_AUTONOMOUS_R6,0.810991831286,286885,0.273594856262,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0039,OPTUNA_AUTONOMOUS_R6,0.723523024837,293285,0.279698371887,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0040,OPTUNA_AUTONOMOUS_R6,0.813271868197,151133,0.144131660461,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0041,OPTUNA_AUTONOMOUS_R6,0.810934771436,56157,0.0535554885864,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0042,OPTUNA_AUTONOMOUS_R6,0.796590477611,32093,0.0306062698364,estimated_float32_parameters_plus_calibrated_final_package_overhead,True
NOx,PINN densa,TRIAL_0043,OPTUNA_AUTONOMOUS_R6,0.748399378138,181029,0.172642707825,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0044,OPTUNA_AUTONOMOUS_R6,0.806112186734,122205,0.116543769836,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0045,OPTUNA_AUTONOMOUS_R6,0.76834237736,212773,0.202916145325,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0048,OPTUNA_AUTONOMOUS_R6,0.805110141956,103197,0.0984163284302,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0050,OPTUNA_AUTONOMOUS_R6,0.791667921547,134501,0.128270149231,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0052,OPTUNA_AUTONOMOUS_R6,0.794200779607,687261,0.655423164368,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0054,OPTUNA_AUTONOMOUS_R6,0.788777705545,66909,0.0638093948364,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0055,OPTUNA_AUTONOMOUS_R6,0.771382390213,51613,0.0492219924927,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0056,OPTUNA_AUTONOMOUS_R6,0.801758397291,230941,0.220242500305,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0058,OPTUNA_AUTONOMOUS_R6,0.799608303903,230941,0.220242500305,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0059,OPTUNA_AUTONOMOUS_R6,0.805702343446,326813,0.311673164368,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0061,OPTUNA_AUTONOMOUS_R6,0.793425023684,300253,0.286343574524,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0065,OPTUNA_AUTONOMOUS_R6,0.806996187845,426653,0.406888008118,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0067,OPTUNA_AUTONOMOUS_R6,0.804811839053,226717,0.216214179993,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0068,OPTUNA_AUTONOMOUS_R6,0.826417748841,233821,0.222989082336,estimated_float32_parameters_plus_calibrated_final_package_overhead,True
NOx,PINN densa,TRIAL_0069,OPTUNA_AUTONOMOUS_R6,0.812210795776,369757,0.352627754211,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0070,OPTUNA_AUTONOMOUS_R6,0.808732070624,369885,0.352749824524,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0071,OPTUNA_AUTONOMOUS_R6,0.804090636174,135773,0.129483222961,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0072,OPTUNA_AUTONOMOUS_R6,0.804376361756,554781,0.52908039093,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0073,OPTUNA_AUTONOMOUS_R6,0.811266776878,414941,0.395718574524,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0074,OPTUNA_AUTONOMOUS_R6,0.79787744454,624669,0.595730781555,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0075,OPTUNA_AUTONOMOUS_R6,0.806153883811,151773,0.144742012024,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0076,OPTUNA_AUTONOMOUS_R6,0.793824613858,397213,0.378811836243,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0078,OPTUNA_AUTONOMOUS_R6,0.813527973438,345053,0.329068183899,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0081,OPTUNA_AUTONOMOUS_R6,0.804854589046,488861,0.466214179993,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0082,OPTUNA_AUTONOMOUS_R6,0.812191654817,144285,0.137600898743,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0084,OPTUNA_AUTONOMOUS_R6,0.801022272881,254109,0.242337226868,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0085,OPTUNA_AUTONOMOUS_R6,0.804319300668,315301,0.300694465637,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0088,OPTUNA_AUTONOMOUS_R6,0.818191250238,435933,0.415738105774,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0089,OPTUNA_AUTONOMOUS_R6,0.802272811984,382173,0.364468574524,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0090,OPTUNA_AUTONOMOUS_R6,0.80449828779,144285,0.137600898743,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0091,OPTUNA_AUTONOMOUS_R6,0.798585402686,328669,0.313443183899,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0092,OPTUNA_AUTONOMOUS_R6,0.797688871223,151453,0.144436836243,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0096,OPTUNA_AUTONOMOUS_R6,0.798613314083,316189,0.30154132843,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0097,OPTUNA_AUTONOMOUS_R6,0.80196604532,95845,0.091404914856,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0098,OPTUNA_AUTONOMOUS_R6,0.813031352659,151773,0.144742012024,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0099,OPTUNA_AUTONOMOUS_R6,0.810844014934,261533,0.249417304993,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0100,OPTUNA_AUTONOMOUS_R6,0.811451511849,247965,0.236477851868,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0101,OPTUNA_AUTONOMOUS_R6,0.812821314374,216157,0.206143379211,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0102,OPTUNA_AUTONOMOUS_R6,0.803953751775,94365,0.0899934768677,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0103,OPTUNA_AUTONOMOUS_R6,0.805391219709,128669,0.122708320618,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0106,OPTUNA_AUTONOMOUS_R6,0.814884901484,171997,0.164029121399,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0108,OPTUNA_AUTONOMOUS_R6,0.815090555057,171997,0.164029121399,estimated_float32_parameters_plus_calibrated_final_package_overhead,True
NOx,PINN densa,TRIAL_0109,OPTUNA_AUTONOMOUS_R6,0.811550267416,271965,0.259366035461,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0110,OPTUNA_AUTONOMOUS_R6,0.81231580828,122589,0.116909980774,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0112,OPTUNA_AUTONOMOUS_R6,0.810802814257,262621,0.250454902649,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0115,OPTUNA_AUTONOMOUS_R6,0.81047103067,101605,0.0968980789185,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0117,OPTUNA_AUTONOMOUS_R6,0.796977074626,72797,0.0694246292114,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0119,OPTUNA_AUTONOMOUS_R6,0.798292003127,176157,0.167996406555,estimated_float32_parameters_plus_calibrated_final_package_overhead,False
NOx,PINN densa,TRIAL_0121,OPTUNA_AUTONOMOUS_R6,0.81265980074,36765,0.0350618362427,estimated_float32_parameters_plus_calibrated_final_package_overhead,True
NOx,PINN densa,TRIAL_0123,OPTUNA_AUTONOMOUS_R6,0.813992358462,78749,0.0751008987427,estimated_float32_parameters_plus_calibrated_final_package_overhead,True
NOx,XGBoost,OPTUNA_0047,OPTUNA,0.789152796289,127568586,121.658884048,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0043,OPTUNA,0.790433541526,72643161,69.2779169083,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0038,OPTUNA,0.790969607428,42162601,40.2093896866,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0049,OPTUNA,0.791032721503,64322027,61.3422651291,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0034,OPTUNA,0.788286261875,47985579,45.7626142502,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0042,OPTUNA,0.790569123753,37047846,35.3315792084,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0041,OPTUNA,0.789602549838,36259687,34.5799322128,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0033,OPTUNA,0.786284223436,35207041,33.5760507584,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0046,OPTUNA,0.791839620604,27829080,26.5398788452,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0035,OPTUNA,0.78861229167,46455967,44.3038625717,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0036,OPTUNA,0.790329143071,33667555,32.1078824997,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,ANCHOR_BALANCED_identity,ANCHOR,0.788039698527,6870490,6.55220985413,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0023,OPTUNA,0.786157354314,20564552,19.6118850708,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0001,OPTUNA,0.778362239406,29248672,27.8937072754,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0002,OPTUNA,0.785631539769,16760462,15.9840221405,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0017,OPTUNA,0.78415231042,17381407,16.5762014389,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0019,OPTUNA,0.785402457991,18316378,17.4678592682,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0026,OPTUNA,0.786318919303,34152721,32.5705728531,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0031,OPTUNA,0.786352527757,19773964,18.8579216003,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0032,OPTUNA,0.787508713046,31239655,29.7924566269,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0005,OPTUNA,0.779368255169,7564819,7.21437358856,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0022,OPTUNA,0.786364985496,27636417,26.3561410904,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0025,OPTUNA,0.783066667681,18277075,17.4303770065,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0010,OPTUNA,0.783364489194,129398702,123.404218674,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,ANCHOR_REGULARIZED_identity,ANCHOR,0.782632298092,13069501,12.4640474319,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0004,OPTUNA,0.779001094318,22983464,21.9187393188,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,ANCHOR_COMPACT_identity,ANCHOR,0.782847016727,1873111,1.78633785248,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0029,OPTUNA,0.78659458601,23999507,22.8877134323,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0030,OPTUNA,0.78361378614,18065594,17.2286930084,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0037,OPTUNA,0.78434972749,17820073,16.9945459366,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,ANCHOR_LITERATURE_SHAPE_identity,ANCHOR,0.766580118439,659112,0.628578186035,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0003,OPTUNA,0.767711201029,1362846,1.29971122742,measured_median_ubj_bytes_across_validation_folds,False
NOx,XGBoost,OPTUNA_0000,OPTUNA,0.744135618881,5071549,4.8366060257,measured_median_ubj_bytes_across_validation_folds,False
