candidate_id,fold,seed,N_train,N_validation,best_iteration,effective_trees,nodes,leaves,model_ubj_bytes,elapsed_seconds,R2,RMSE,MAE,bias,negative_prediction_pct,tail_threshold,tail_RMSE,tail_MAE,tail_bias
OPTUNA_0047,0,21,25813,4032,1398,1399,3610217,1805808,123672904,30.585267800022848,0.7798628842603189,4.982591675819194,3.226252244464935,1.421410867206634,0.0,74.5625,6.063463387714582,4.224015111337794,-2.1953252385205557
OPTUNA_0047,1,21,27493,2352,906,907,2779119,1390013,95090363,22.94149950001156,0.8079421422832562,4.448574282565792,3.0947177719323817,-0.5729241874850526,0.0,79.2517,8.201823915879737,5.68448151824434,-4.333049246577893
OPTUNA_0047,2,21,26989,2856,2077,2078,4938470,2470274,169282313,42.27475740003865,0.8389950331305437,4.309622994763004,2.9465080512444843,0.5658758556355281,0.0,74.4405,6.8523903727178865,5.1681455297936925,-3.387292428610209
OPTUNA_0047,3,21,26466,3379,2190,2191,5083749,2542970,174296483,43.78834840003401,0.7974849092490783,5.083025745315278,3.4252832284946,0.2387189034007292,0.0,77.44340000000001,10.446501831686415,7.2381711842915015,-5.758680535310824
OPTUNA_0047,4,21,27061,2784,883,884,2771984,1386434,94832568,23.72598220000509,0.7240903596222446,5.499651645167198,3.582502911381338,-0.7103571767258917,0.0,79.3608,12.35524552355238,9.671975614923731,-8.916574425810126
OPTUNA_0047,0,42,25813,4032,1983,1984,4662968,2332476,159853107,39.731004200002644,0.7805709159718068,4.974572414432686,3.2176060692015147,1.4214604128580244,0.0,74.5625,6.005354798159108,4.2021447321825685,-2.130000851772799
OPTUNA_0047,1,42,27493,2352,783,784,2501032,1250908,85554101,20.875703199999407,0.8054709131585989,4.477102947562161,3.1055248556980466,-0.5690228502052981,0.0,79.2517,8.342055793088345,5.739144712286481,-4.452721472271419
OPTUNA_0047,2,42,26989,2856,1555,1556,3935292,1968424,134829224,33.209620899986476,0.8367409986812521,4.339685036326265,2.962800647008987,0.5915710687183199,0.0,74.4405,6.873160588184561,5.206260886239006,-3.4475944160514786
OPTUNA_0047,3,42,26466,3379,1441,1442,3723960,1862701,127568586,31.530867399997078,0.7985390474350285,5.069779319062663,3.414311495241028,0.2167850613285006,0.0,77.44340000000001,10.457702026478968,7.271047507472293,-5.756523075713208
OPTUNA_0047,4,42,27061,2784,962,963,2930245,1465604,100265661,24.28119660000084,0.7244421061989159,5.496144880091103,3.58124098536612,-0.7024883660941288,0.0,79.3608,12.328815429837723,9.677199650699519,-8.813441254974693
OPTUNA_0047,0,84,25813,4032,1899,1900,4526052,2263976,155142448,38.987695100018755,0.7808065156025432,4.971901113605906,3.214842085119278,1.422225111121223,0.0,74.5625,6.022261359473577,4.19902873094011,-2.1845043398413324
OPTUNA_0047,1,84,27493,2352,929,930,2827930,1414430,96765139,23.50444059999427,0.8067315135685118,4.462572958646485,3.0910664671683796,-0.5687999564060549,0.0,79.2517,8.225092956611908,5.656520357681533,-4.354306016695702
OPTUNA_0047,2,84,26989,2856,1571,1572,3965376,1983474,135862658,33.395475700031966,0.8363386027573692,4.345029908094356,2.9603925561450777,0.5860463479199663,0.0,74.4405,6.942166548565873,5.211658725338383,-3.437248156780964
OPTUNA_0047,3,84,26466,3379,2104,2105,4961137,2481621,170070837,42.27551439998206,0.798939937553662,5.064732592881111,3.4182630574773065,0.22453699581239928,0.0,77.44340000000001,10.362970024229634,7.190037508270444,-5.766218422252045
OPTUNA_0047,4,84,27061,2784,1246,1247,3478935,1740091,119108846,29.388597499986645,0.7238825478331457,5.5017223907273545,3.5786482710345036,-0.7262115491012047,0.0,79.3608,12.405816147110679,9.714838966725122,-8.816730604164915
OPTUNA_0038,0,21,25813,4032,2247,2248,1427824,715036,50030690,16.62596489995485,0.7832503982863617,4.944106488066894,3.210826564811525,1.3984561979430061,0.0,74.5625,6.037205470069268,4.223288460608757,-2.0125964050292966
OPTUNA_0038,1,21,27493,2352,983,984,769934,385459,26828218,8.438150100002531,0.8070568704019722,4.458815128777164,3.116344590258436,-0.6201539300023293,0.0,79.2517,8.276456769336523,5.761670777013746,-4.320634362818831
OPTUNA_0038,2,21,26989,2856,2372,2373,1505383,753878,52750208,17.418549599999096,0.8420497563112828,4.268544300124757,2.9117011366878907,0.5614914621839336,0.0,74.4405,6.841013874215182,5.155424348204287,-3.300966309660799
OPTUNA_0038,3,21,26466,3379,1940,1941,1260451,631196,44137435,14.39056349999737,0.8000306699004206,5.05097605627274,3.4221985329399103,0.15457959005147534,0.0,77.44340000000001,10.302499995656673,7.188874085014389,-5.7100436417619145
OPTUNA_0038,4,21,27061,2784,1344,1345,961339,481342,33574258,10.678021800005808,0.720773138748655,5.532613616856079,3.6066660769013152,-0.7942058449668445,0.0,79.3608,12.52682754792988,9.791843458825115,-8.929713952286695
OPTUNA_0038,0,42,25813,4032,1844,1845,1204233,603039,42162601,13.848803200002294,0.782362152778304,4.954226668997821,3.21976911340441,1.4115493600936162,0.0,74.5625,6.057231262643228,4.256040599256459,-2.0546450953719635
OPTUNA_0038,1,42,27493,2352,1440,1441,1008985,505213,35257574,11.212887200003024,0.8072773568586709,4.4562667369942774,3.09359816507093,-0.6495887471802381,0.0,79.2517,8.304906504469274,5.751850755077297,-4.342574416338388
OPTUNA_0038,2,42,26989,2856,2808,2809,1745715,874262,61209262,20.592265400046017,0.8427011337570907,4.259733595150964,2.908267545010863,0.5762093148859275,0.0,74.4405,6.771279996031907,5.102074315851386,-3.2246587061315153
OPTUNA_0038,3,42,26466,3379,2315,2316,1450708,726512,50853656,16.786004399997182,0.801370200143636,5.034030197630727,3.4232702010020097,0.1513002577186441,0.0,77.44340000000001,10.21444870176565,7.13703196337096,-5.626291071694278
OPTUNA_0038,4,42,27061,2784,1414,1415,994551,497983,34749673,11.141156700032298,0.7211371936018558,5.529005740852213,3.595619340589677,-0.7895746682046473,0.0,79.3608,12.629662256431619,9.943113951980425,-8.898336276146672
OPTUNA_0038,0,84,25813,4032,2089,2090,1346958,674524,47176968,15.691494299971964,0.7848145480459321,4.926234886109046,3.1968702974092396,1.3948502626343378,0.0,74.5625,5.9527660308535175,4.173731467596375,-2.0067685957049375
OPTUNA_0038,1,84,27493,2352,1000,1001,776631,388816,27067157,8.93084769998677,0.8064314766217089,4.4660355446575055,3.1176103970274633,-0.6278382532547931,0.0,79.2517,8.276426601969504,5.7642970601744565,-4.346728750972424
OPTUNA_0038,2,84,26989,2856,2458,2459,1554599,778529,54480329,18.99780859996099,0.8399187951437274,4.297242032707801,2.9251579496239413,0.5755014788416587,0.0,74.4405,6.8776124967870755,5.158393640904993,-3.3010773627007763
OPTUNA_0038,3,84,26466,3379,2363,2364,1495340,748852,52402841,17.773172300017904,0.800445800428599,5.045730492566812,3.4257675752529697,0.1711107370106204,0.0,77.44340000000001,10.277263548622226,7.151172015579494,-5.632020385832476
OPTUNA_0038,4,84,27061,2784,1260,1261,914753,458007,31934906,10.546180200006347,0.7196866435695232,5.543367098567131,3.6100522675240176,-0.7929209455840889,0.0,79.3608,12.60883327093907,9.932596085743237,-8.96763718406103
OPTUNA_0047,0,126,25813,4032,2015,2016,4734320,2368168,162300234,40.24216799996793,0.779925028143738,4.981888342692803,3.2141593992369515,1.4076758387202308,0.0,74.5625,6.0471632146998555,4.219295966724357,-2.211774930746248
OPTUNA_0047,1,126,27493,2352,1039,1040,3038562,1519801,103999339,25.113457200000994,0.8052656430185827,4.479464479330388,3.1006221228489257,-0.5736926397596087,0.0,79.2517,8.24386096812749,5.624207995139947,-4.317749433355816
