candidate_id,completed_folds,seeds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,model_ubj_bytes_median
OPTUNA_0047,25,5,0.7191517111337749,0.7983850803809652,0.789011072462882,0.03768195244967688,4.974572414432686,3.214842085119278,0.5860463479199663,8.24386096812749,127568586.0
OPTUNA_0038,25,5,0.7184021204572697,0.800445800428599,0.7900768604318454,0.039809891604897014,4.944106488066894,3.209497445363847,0.6278382532547931,8.304873604698836,43083272.0
