rank,candidate_id,source,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,reg_alpha,reg_lambda,target_transform,completed_folds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,negative_prediction_pct_mean,best_iteration_median,model_ubj_bytes_median,objective
1,OPTUNA_0047,OPTUNA,0.006031644089015195,13,1.546794162409988,0.0,0.6108318592796345,0.9444494969714717,0.0,0.10847212638539946,identity,5,0.7244421061989159,0.7985390474350285,0.7891527962891205,0.037094856078399026,4.974572414432686,3.2176060692015147,0.5915710687183199,8.342055793088345,0.0,1441.0,127568586.0,0.922222125253753
2,OPTUNA_0043,OPTUNA,0.006543242633824208,11,1.710145208652878,0.0005901173829111722,0.5953903014379747,0.8987808986540401,0.0,0.19332405579919668,identity,5,0.7222243777012027,0.8001863301097276,0.7904335415264592,0.038812573751000855,4.949160225722306,3.2063905557980616,0.6046450284970861,8.278217507372284,0.0,1673.0,72643161.0,0.9203303315410846
3,OPTUNA_0038,OPTUNA,0.007466825569501564,10,3.4747801912295073,0.0002255555834827378,0.6240031576404753,0.9673206378513914,0.0,0.04656192140743764,identity,5,0.7211371936018558,0.801370200143636,0.7909696074279114,0.040002300266359474,4.954226668997821,3.21976911340441,0.6495887471802381,8.304906504469274,0.0,1844.0,42162601.0,0.9194796286244469
4,OPTUNA_0049,OPTUNA,0.005732118509249607,10,1.2604400327021326,0.012925734482989216,0.5850148617237239,0.9863607478558845,0.0,0.09330472442158458,identity,5,0.7203379422876668,0.8022561278362668,0.7910327215025122,0.0402170892336814,4.93872379143189,3.2136566576276504,0.6446057907675399,8.301398608911551,0.0,2172.0,64322027.0,0.9188911197850494
5,OPTUNA_0034,OPTUNA,0.005378687023677774,10,5.313865238652967,0.0003522236952769217,0.7760926849289806,0.988540184456785,0.0,0.006942028307752911,identity,5,0.7159418060574407,0.7991701433001358,0.7882862618747452,0.04093827574047276,4.958701714522344,3.229607579095023,0.6212183667786267,8.286645772784334,0.0,2232.0,47985579.0,0.9136874280954511
6,OPTUNA_0042,OPTUNA,0.007504540829730609,9,2.209458400537084,0.00019252323514346405,0.6348607293661401,0.991025286076585,0.0,0.06409589155288688,identity,5,0.7158372122070658,0.8028336463378347,0.7905691237529344,0.04195662330652221,4.923797901108898,3.2079593813532874,0.6961227664428503,8.381834261776268,0.0,2144.0,37047846.0,0.9144477926261982
7,OPTUNA_0041,OPTUNA,0.0055326498972797745,9,5.919541577772439,0.00034124597091054153,0.618730503055624,0.926773718353316,0.0,0.20723285206003517,identity,5,0.7149246363531472,0.8023139212578753,0.7896025498376907,0.04224791400783139,4.954424300214569,3.233427691035801,0.6784393788292294,8.345895917803736,0.0,2627.0,36259687.0,0.9133907209672244
8,OPTUNA_0033,OPTUNA,0.007110819407501476,10,10.484740562890293,3.184963392779504e-05,0.8747964750935162,0.9346321210907707,0.0,0.0279210377335594,identity,5,0.7133576164930446,0.7974066683582677,0.7862842234363336,0.0413772745225253,4.983013288360323,3.2391956143000766,0.6276197564131548,8.375978591304557,0.0,2286.0,35207041.0,0.9106404198564854
9,OPTUNA_0046,OPTUNA,0.01064741342282376,8,0.898806314367644,0.0004819527517277839,0.5883368958126796,0.9247775731623253,2.2848219277009156e-08,0.02068414844199742,identity,5,0.7132576214586488,0.8055019307437645,0.7918396206038336,0.04400909740129829,4.915613254208451,3.2122202633449013,0.7261478253059647,8.445522573883627,0.0,2163.0,27829080.0,0.9124326492745249
10,OPTUNA_0035,OPTUNA,0.005040040883542183,9,5.05623200276075,0.0001380690688580153,0.7730078240845154,0.9085405397737966,0.0,0.010399350615141852,identity,5,0.7125565673796705,0.8016507343803226,0.7886122916697238,0.04261384420848109,4.941301490381191,3.2172667993061133,0.6687029252344248,8.333171202108344,0.0,3226.0,46455967.0,0.9108385587643272
11,OPTUNA_0036,OPTUNA,0.008181284572508649,8,1.490205281201739,0.0012543236814196127,0.7470884343525533,0.8211213647702578,0.0,0.0019034369297830538,identity,5,0.7107466461241043,0.8017489932144458,0.7903291430711515,0.044227864164183964,4.90295038479621,3.211747237909408,0.7270317743521969,8.539078188471416,0.0,2731.0,33667555.0,0.9089725012195066
12,ANCHOR_BALANCED_identity,ANCHOR,0.04,8,8.0,0.05,0.8,0.9,0.0001,10.0,identity,5,0.7094009774067709,0.8011448775993213,0.7880396985274292,0.04476708376086933,4.985619602120827,3.2771770975778973,0.7373831970448397,8.484254171773035,0.0,825.0,6870490.0,0.9074488426185577
13,OPTUNA_0023,OPTUNA,0.029649076708727067,16,6.211362667306432,0.0,0.655438098959333,0.9051702356681484,0.0,5.892964595820542,identity,5,0.709075655499736,0.7970203083405147,0.7861573543141022,0.04322063553469426,4.9984244988564015,3.23330523973798,0.6416963203494287,8.342123321532661,0.0,429.0,20564552.0,0.9061697008081299
