candidate_id,fold,seed,N_train,N_validation,best_iteration,effective_trees,nodes,leaves,model_ubj_bytes,elapsed_seconds,R2,RMSE,MAE,bias,negative_prediction_pct,tail_threshold,tail_RMSE,tail_MAE,tail_bias
OPTUNA_0047,0,126,25813,4032,2015,2016,4734320,2368168,162300234,40.24216799996793,0.779925028143738,4.981888342692803,3.2141593992369515,1.4076758387202308,0.0,74.5625,6.0471632146998555,4.219295966724357,-2.211774930746248
OPTUNA_0047,1,126,27493,2352,1039,1040,3038562,1519801,103999339,25.113457200000994,0.8052656430185827,4.479464479330388,3.1006221228489257,-0.5736926397596087,0.0,79.2517,8.24386096812749,5.624207995139947,-4.317749433355816
OPTUNA_0047,2,126,26989,2856,2223,2224,5226226,2614225,179162520,44.27303789998405,0.835988612714232,4.349673352073683,2.963365552993048,0.5788963483708913,0.0,74.4405,6.910387468217907,5.212378989266349,-3.429666352598818
OPTUNA_0047,3,126,26466,3379,1766,1767,4305153,2153460,147543966,36.33360970002832,0.7967301149086454,5.092489412469976,3.425670859890882,0.21241800402720026,0.0,77.44340000000001,10.497578323530323,7.30655777257434,-5.799164393769213
OPTUNA_0047,4,126,27061,2784,931,932,2892528,1446730,98962792,24.74266119999811,0.7191517111337749,5.548653884647039,3.597318393411307,-0.7319725956204293,0.0,79.3608,12.568834351109576,9.830406508032139,-9.039349349811513
OPTUNA_0047,0,168,25813,4032,1869,1870,4463458,2232664,152994419,38.370596099994145,0.7816871669083332,4.961903284630175,3.202624732411097,1.3956600939130026,0.0,74.5625,6.01708904823094,4.1968711754827215,-2.195391466952786
OPTUNA_0047,1,168,27493,2352,934,935,2820747,1410841,96524223,23.318378199997824,0.8056511042770074,4.475028910446993,3.1123932422715788,-0.5946090319626997,0.0,79.2517,8.300875414069843,5.705748934858937,-4.417727621692722
OPTUNA_0047,2,168,26989,2856,1949,1950,4671566,2336758,160122977,39.59030629997142,0.8373227897848338,4.331945666724676,2.9639332355531325,0.5696053326176662,0.0,74.4405,6.903877773435979,5.165879951957223,-3.429243348021608
OPTUNA_0047,3,168,26466,3379,1444,1445,3723619,1862532,127558968,31.22799019998638,0.7983850803809652,5.071716245036794,3.417766169610973,0.21839361835083465,0.0,77.44340000000001,10.455495846896028,7.264986130753918,-5.785717664910491
OPTUNA_0047,4,168,27061,2784,873,874,2757102,1378988,94319971,23.05572010000469,0.7243311329956632,5.497251477690818,3.5876715692213215,-0.7061426912395433,0.0,79.3608,12.362623830123725,9.722565979550817,-8.869561959981063
OPTUNA_0038,0,126,25813,4032,1891,1892,1227826,614859,42995789,14.21350120002171,0.7829861507189424,4.9471193428857285,3.209497445363847,1.408485403197152,0.0,74.5625,6.039349243655252,4.216030072958163,-2.035508364384717
OPTUNA_0038,1,126,27493,2352,1072,1073,811133,406103,28287730,8.83306050003739,0.802228482396985,4.514261153711802,3.154147365479242,-0.6326370077976564,0.0,79.2517,8.338122561949186,5.838588435415494,-4.438853059542382
OPTUNA_0038,2,126,26989,2856,2549,2550,1594890,798720,55910274,18.65183769998839,0.8411306879689096,4.280945020609612,2.9120776878164594,0.5637695296685569,0.0,74.4405,6.807501330600168,5.126028526679621,-3.28420164884554
OPTUNA_0038,3,126,26466,3379,2563,2564,1599826,801195,56087361,18.939815099991392,0.8009379674203907,5.039504426963838,3.4164485476432587,0.16341916821997124,0.0,77.44340000000001,10.277727641639,7.183845088078424,-5.594353828023876
OPTUNA_0038,4,126,27061,2784,1546,1547,1071955,536751,37468536,12.051843400055077,0.7201460608578097,5.53882260762711,3.5931872451277984,-0.8055709914393808,0.0,79.3608,12.625098171598435,9.88754725652442,-8.923656513829384
OPTUNA_0038,0,168,25813,4032,2003,2004,1293116,647560,45289579,14.95301749999635,0.7834088623552966,4.942298857340937,3.2007702556186253,1.386050146784101,0.0,74.5625,6.048384515697124,4.252936863134403,-2.0638045706418477
OPTUNA_0038,1,168,27493,2352,1096,1097,824639,412868,28762770,9.074533099948894,0.8024199638387207,4.512075281417772,3.148552452074427,-0.6151370289471685,0.0,79.2517,8.304873604698836,5.766035863714703,-4.38785899469408
OPTUNA_0038,2,168,26989,2856,2470,2471,1557943,780207,54601937,18.27141169999959,0.8409801455962912,4.2829728226227655,2.9247874261658393,0.5676676093243084,0.0,74.4405,6.837979275355623,5.154421067244524,-3.295725235732286
OPTUNA_0038,3,168,26466,3379,1875,1876,1230708,616292,43083272,14.37422349996632,0.7999749345877819,5.051679909498915,3.4272654892469028,0.14744494335381148,0.0,77.44340000000001,10.2842122373401,7.213887866951305,-5.711065698476938
OPTUNA_0038,4,168,27061,2784,1286,1287,932637,466962,32560114,10.429165499983355,0.7184021204572697,5.55605369411336,3.6236869402260607,-0.8035783451343405,0.0,79.3608,12.612378853816455,9.954327100637567,-8.906588204660723
