split,role,R2,RMSE,MAE,NRMSE_mean_pct,NRMSE_range,NRMSE_std,bias,residual_std,pearson_r,slope,intercept,negative_prediction_pct
DEV,TRAINING_DIAGNOSTIC,0.7772564768686661,1.1212580379894106,0.513288533604798,46.077646807093274,0.025423845853805867,0.4719492131433372,-0.10772339096410459,1.1160900484902245,0.8843335852868613,0.7358107479234277,0.5351573613482431,0.0
TEST,FINAL_HOLDOUT,0.5316617033943354,1.1369807611652285,0.593431860573036,53.925874843804024,0.044743761567847845,0.6843027862290818,-0.20745441076020157,1.1179755698497458,0.7403056722428606,0.527127959534093,0.7895556777362226,0.0
