candidate_id,completed_rows,completed_folds,seeds,worst_fold_median_R2,R2_q10,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,model_ubj_bytes_median
OPTUNA_0032,15,3,5,-0.002136036597977009,-0.002554398496159038,0.6173596070055929,0.45286730390857977,0.32543637252487395,7.452276754616775,5.549362718475479,1.4849265992465432,11.691979476130133,9800839.0
OPTUNA_0027,15,3,5,-0.010429032643594738,-0.011815237347264905,0.618820880427686,0.4501494635021242,0.32836411657678743,7.438033314967229,5.540474406961359,1.470415090816933,11.632626755940196,8079285.0
