measurement_scope,representative_seed,tree_count,node_count,leaf_count,effective_depth_max,effective_depth_median,configured_max_depth,serialized_ubj_mib,serialized_json_mib,ensemble_ubj_mib,ensemble_model_count,model_storage_format,cpu_model,cpu_platform,cpu_physical_cores,cpu_logical_threads,benchmark_device,benchmark_threads,latency_batch_size,latency_warmup,latency_repetitions,throughput_warmup,throughput_repetitions,engine_latency_definition,end_to_end_latency_definition,engine_latency_cpu_median_ms,engine_latency_cpu_p95_ms,engine_latency_cpu_p99_ms,end_to_end_latency_cpu_median_ms,end_to_end_latency_cpu_p95_ms,end_to_end_latency_cpu_p99_ms,throughput_batch_rows,throughput_cpu_samples_per_s,throughput_batch_median_ms,storage_note
representative_seed_model_and_full_ensemble_storage,42,1032,762196,381614,15,15.0,15,25.36448383331299,38.173583984375,253.15495204925537,10,UBJ,"Intel64 Family 6 Model 183 Stepping 1, GenuineIntel",Windows-11-10.0.26200-SP0,16,24,cpu,1,1,50,200,10,30,preprocessed_X_to_model_output,finite_check_model_inverse_target,0.1357999863103032,0.45532996591646174,0.6785939837573093,0.1449999981559813,0.3185750276315953,0.44776897470001126,7384,20264.561756846404,364.3799500132445,"UBJ and JSON are serialization sizes, not RAM"
