trial_number,state,value,learning_rate,max_depth,min_child_weight,gamma_active,subsample,colsample_bytree,reg_alpha_active,reg_lambda,target_transform,completed_folds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,negative_prediction_pct_mean,best_iteration_median,model_ubj_bytes_median,objective,gamma_nonzero,reg_alpha_nonzero
0,COMPLETE,0.6649980868007812,0.218504539704629,15,1.298166890972207,False,0.6145484157041747,0.676885700915847,False,0.0018207839875640825,log1p,3,0.5278865212359505,0.5609344335318558,0.587519833244608,0.062440856362663416,1.3788815423061156,0.8376306995002134,0.48368386080313686,3.502319620708209,0.0,75.0,5186964.0,0.6649980868007812,,
1,COMPLETE,0.677208093335589,0.011782109870335913,12,55.22233714322687,True,0.6271832895533387,0.7707068503761904,False,0.355262990171629,identity,3,0.5410449254179921,0.5580194841042205,0.5965362963858422,0.06683406216916515,1.3341520276786158,0.7915578121892468,0.4198942472684687,3.3980612559544694,0.0,492.0,2535801.0,0.677208093335589,0.8965686545554339,
2,COMPLETE,0.6276248800289485,0.1515873119083874,12,0.8925617149928486,False,0.9422889162550361,0.8969138441493568,True,150.91772677406402,identity,3,0.46947071594609135,0.6518368666892385,0.6036218608508445,0.09610105178905003,1.317017065164096,0.8054076702028117,0.4511462677862245,3.3549337561297103,0.0,189.0,8467305.0,0.6276248800289485,,1.2999179333900456e-07
3,COMPLETE,0.6524463914784989,0.17374688230703267,11,123.74371515406966,True,0.8539570076392237,0.9203229640720052,False,0.038875934204361765,identity,3,0.5184697846083044,0.5506348510978718,0.5857906318332913,0.07364211808546889,1.3452513975921614,0.7984098846163384,0.427659415624814,3.40397214964957,0.0,30.0,141074.0,0.6524463914784989,1.0302081861282129e-08,
4,COMPLETE,0.6072927804153115,0.1846107056354071,11,43.69039706939198,True,0.611218972087866,0.9765070880696394,True,0.0022578885101741434,log1p,3,0.46128229519283015,0.6017067946218323,0.5790059633292595,0.08832426865953319,1.3495555993875534,0.8096166245043712,0.6244020209420229,3.5295791968624317,0.0,123.0,110693.0,0.6072927804153115,0.9842906574293224,0.0007482909605048481
5,COMPLETE,0.6651700161337782,0.006714152955933837,13,3.3700966254375113,True,0.728959948539454,0.5565137151737488,False,0.18286470219378206,log1p,3,0.5234028601389602,0.5806656755932598,0.5971756585691583,0.06798525806993778,1.3214631400135124,0.8107305356595951,0.5713745457094764,3.3943038572839415,0.0,1180.0,25611029.0,0.6651700161337782,0.01612507215854251,
6,COMPLETE,0.6862922067005363,0.020174640610479033,9,5.355178982849002,False,0.6202056745553259,0.5895519138495489,True,0.0011890384986260052,identity,3,0.5468233051665422,0.571278965453003,0.6059103453855876,0.06701679658513375,1.3139872597130473,0.7880737281432613,0.3725359793909142,3.3182191779965526,0.0,212.0,2437695.0,0.6862922067005363,,0.0041835678596921074
7,COMPLETE,0.6756546280896328,0.16190877604215603,3,58.7105271382748,True,0.6859092353500954,0.9903593559400857,False,0.030135768981097977,identity,3,0.5268713705433653,0.6084149475476324,0.6082757038559082,0.06640958681281135,1.3170535629023827,0.7733238881232293,0.5591153181805315,3.459879389581486,0.004369865408145429,42.0,46310.0,0.6756546280896328,2.3637684291082078e-07,
8,COMPLETE,0.6481536783014901,0.1618441025357954,12,126.18965001736667,False,0.5663863902450303,0.9185062535788193,True,1.15732162829337,log1p,3,0.5126041355272214,0.5557418048178617,0.5804093588386473,0.06771816860393641,1.3519271713565335,0.8309781175229134,0.5477670393921626,3.4504280019303386,0.0,88.0,317269.0,0.6481536783014901,,4.577862051298302e-06
9,COMPLETE,0.6937227038088833,0.19975118592062638,10,7.6643109620818795,True,0.9488746856736217,0.68408670832245,True,0.012807301624435738,identity,3,0.5390803551860945,0.6308221314133768,0.6192330178641695,0.061263684611109065,1.3207481258148759,0.8240584614007497,0.38204534952523106,3.2998747932937436,0.0,12.0,189345.0,0.6937227038088833,3.624234037319912e-05,5.05904583812038e-07
10,COMPLETE,0.6814974008308147,0.05481619802866704,14,90.48163781663865,True,0.8742902030191689,0.722451980864757,True,0.0034875340711024517,identity,3,0.5469883224206067,0.5514512118773828,0.5966310938743055,0.06707449118275562,1.3440288843253398,0.7853691255264146,0.38693295163507013,3.4215710110249624,0.0,65.0,464776.0,0.6814974008308147,0.00011238147695058198,1.0481318183571388e-08
