input_nodes,hidden_layers,hidden_nodes,output_nodes,total_nodes,linear_layers,trainable_parameters,MACs_per_inference,FLOPs_approx,fourier_features,total_parameters,buffer_elements,state_tensor_elements,parameter_memory_fp32_mib,buffer_memory_fp32_mib,state_tensor_memory_fp32_mib,measurement_scope,representative_seed,ensemble_model_count,precision,benchmark_device,latency_batch_size,latency_warmup,latency_repetitions,throughput_warmup,throughput_repetitions,serialized_state_dict_mib,checkpoint_package_mib,ensemble_checkpoint_package_mib,cpu_model,cpu_platform,cpu_physical_cores,cpu_logical_threads,torch_num_threads,torch_num_interop_threads,engine_latency_definition,end_to_end_latency_definition,engine_latency_cpu_median_ms,engine_latency_cpu_p95_ms,engine_latency_cpu_p99_ms,end_to_end_latency_cpu_median_ms,end_to_end_latency_cpu_p95_ms,end_to_end_latency_cpu_p99_ms,throughput_batch_rows,throughput_cpu_samples_per_s,throughput_batch_median_ms
9,4,608,1,618,5,77665,77056,154112,0,77665,0,77665,0.2962684631347656,0.0,0.2962684631347656,representative_frozen_seed_model,42,10,FP32,cpu,1,20,200,5,30,0.30041980743408203,0.30368518829345703,3.0373096466064453,"Intel64 Family 6 Model 183 Stepping 1, GenuineIntel",Windows-11-10.0.26200-SP0,16,24,16,16,preprocessed_X_to_standardized_model_output,finite_check_scaling_model_inverse_target,0.06500000017695129,0.15274999605026085,0.3423350420780476,0.34405000042170286,0.3912450047209856,0.6914119637804101,7384,3024865.8150126645,2.4411000194959342
