measurement_scope,representative_seed,tree_count,node_count,leaf_count,effective_depth_max,effective_depth_median,configured_max_depth,serialized_ubj_mib,serialized_json_mib,ensemble_ubj_mib,ensemble_model_count,model_storage_format,cpu_model,cpu_platform,cpu_physical_cores,cpu_logical_threads,benchmark_device,benchmark_threads,latency_batch_size,latency_warmup,latency_repetitions,throughput_warmup,throughput_repetitions,engine_latency_definition,end_to_end_latency_definition,engine_latency_cpu_median_ms,engine_latency_cpu_p95_ms,engine_latency_cpu_p99_ms,end_to_end_latency_cpu_median_ms,end_to_end_latency_cpu_p95_ms,end_to_end_latency_cpu_p99_ms,throughput_batch_rows,throughput_cpu_samples_per_s,throughput_batch_median_ms,storage_note
representative_seed_model_and_full_ensemble_storage,42,320,54838,27579,8,8.0,8,1.9802627563476562,2.9177427291870117,19.76277256011963,10,UBJ,"Intel64 Family 6 Model 183 Stepping 1, GenuineIntel",Windows-11-10.0.26200-SP0,16,24,cpu,1,1,50,200,10,30,preprocessed_X_to_model_output,finite_check_model_inverse_target,0.08239998714998364,0.16009499668143687,0.21501300565432738,0.08579998393543065,0.1558850170113144,0.19913800177164362,6888,231092.08472134493,29.806299979100004,"UBJ and JSON are serialization sizes, not RAM"
