trial_number,candidate_id,fold,seed,N_train,N_validation,best_iteration,effective_trees,nodes,leaves,model_ubj_bytes,elapsed_seconds,R2,RMSE,MAE,bias,negative_prediction_pct,tail_threshold,tail_RMSE,tail_MAE,tail_bias
27,OPTUNA_0027,0,42,25813,4032,840,841,285665,143253,10268425,6.730532,0.8384149306,0.6232848426,0.4091278403,0.0437865906,0.0,3.96909,1.2677330648,0.7151094459,-0.3638719984
27,OPTUNA_0027,3,42,26466,3379,2207,2208,853730,427969,30484868,17.3231176,0.7364335653,1.0897373111,0.5109898534,0.0242589885,0.0,4.67896,2.8709064907,1.1252965407,-0.9370951685
27,OPTUNA_0027,1,42,27493,2352,1026,1027,378569,189798,13549936,8.0893495,0.7065131567,0.9972969073,0.5080909392,-0.0220682381,0.0,4.52935,2.5679323483,1.0351566833,-0.7328072738
27,OPTUNA_0027,2,42,26989,2856,1387,1388,508818,255103,18216660,10.8227312,0.7834121897,0.7962162303,0.4858143203,-0.0067146226,0.0,4.35905,1.8871080874,1.086031744,-0.8620499481
27,OPTUNA_0027,4,42,27061,2784,1953,1954,751848,376901,26853246,15.2845411,0.725048303,0.9232151882,0.5150148653,0.1087765465,0.0,4.38449,2.2174206968,0.9259454877,-0.3826445284
28,OPTUNA_0028,0,42,25813,4032,1218,1219,167487,84353,6499716,6.814351,0.8310126372,0.6374014767,0.4125848657,-0.0327054087,0.0,3.96909,1.3651610859,0.7947991152,-0.4952715364
28,OPTUNA_0028,3,42,26466,3379,2921,2922,472802,237862,18004419,16.2542271,0.7314481982,1.0999952383,0.5141939566,-0.0497332637,0.0,4.67896,2.9485605172,1.2331006402,-1.0428171233
28,OPTUNA_0028,1,42,27493,2352,1245,1246,180704,90975,6966937,6.882044,0.6971881535,1.0130166522,0.5241418778,-0.0994072184,0.0,4.52935,2.6131869784,1.1147166108,-0.864964478
28,OPTUNA_0028,2,42,26989,2856,2195,2196,348488,175342,13298582,12.0904673,0.7720853826,0.8167706261,0.4888147922,-0.082964261,0.0,4.35905,1.9913220071,1.2167344222,-0.9905027309
28,OPTUNA_0028,4,42,27061,2784,2549,2550,413432,207991,15740319,14.3899546,0.7254693921,0.9225079643,0.5079170409,0.0398831685,0.0,4.38449,2.2580799943,0.9960092828,-0.5080407614
29,OPTUNA_0029,0,42,25813,4032,543,544,946068,473306,32526653,9.8461002,0.8296216144,0.6400194914,0.423531453,0.0785589214,0.0,3.96909,1.2688777929,0.7135852024,-0.3606910936
29,OPTUNA_0029,3,42,26466,3379,587,588,985446,493017,33894553,10.245603,0.7445677891,1.0727897147,0.5130805392,0.0300917302,0.0,4.67896,2.8035295656,1.1315167243,-1.0096606892
29,OPTUNA_0029,1,42,27493,2352,458,459,865971,433215,29747200,9.1510565,0.7068795466,0.9966741986,0.5036324588,0.0002987426,0.0,4.52935,2.5927882695,1.0735124918,-0.8444745502
29,OPTUNA_0029,2,42,26989,2856,615,616,1009696,505156,34737547,10.5701535,0.7780611894,0.8059918454,0.4812038345,-0.0003358062,0.0,4.35905,1.9155062504,1.1069770532,-0.8898138279
29,OPTUNA_0029,4,42,27061,2784,489,490,894932,447711,30752363,9.33564,0.7196313955,0.9322651042,0.5194739271,0.1142892894,0.0,4.38449,2.2295141815,0.9327211995,-0.5113019262
30,OPTUNA_0030,0,42,25813,4032,667,668,3559390,1780029,121461598,29.2317636,0.8227903517,0.652724077,0.4259311902,0.0814740074,0.0,3.96909,1.2745477817,0.7196620426,-0.373602832
30,OPTUNA_0030,3,42,26466,3379,756,757,3933301,1967029,134233401,32.0741182,0.7334510834,1.0958856262,0.5191906412,0.0385850079,0.0,4.67896,2.8299723748,1.1469749279,-1.0237713559
30,OPTUNA_0030,1,42,27493,2352,450,451,2528509,1264480,86268206,22.3152311,0.6911538146,1.0230604,0.5180304887,0.0098699426,0.0,4.52935,2.6603579274,1.1524059461,-0.7915270351
30,OPTUNA_0030,2,42,26989,2856,696,697,3743731,1872214,127748361,30.3971322,0.7769881436,0.8079379298,0.4836027764,0.0002976301,0.0,4.35905,1.9164145118,1.1148832815,-0.919731935
30,OPTUNA_0030,4,42,27061,2784,570,571,3136577,1568574,107021839,26.3469339,0.7148414568,0.9401949886,0.5223850536,0.118291149,0.0,4.38449,2.2294110264,0.9334184934,-0.4891237382
31,OPTUNA_0031,0,42,25813,4032,366,367,423161,211764,14630765,5.966915,0.826859739,0.6451860742,0.4216387105,0.0716926823,0.0,3.96909,1.3291736928,0.734091057,-0.3866784947
31,OPTUNA_0031,3,42,26466,3379,584,585,545969,273277,18950135,7.6187808,0.7392935738,1.0838087128,0.5124188039,0.0321634429,0.0,4.67896,2.8256083027,1.1141681744,-0.9541917451
31,OPTUNA_0031,1,42,27493,2352,324,325,408489,204407,14104209,5.6643273,0.70365348,1.0021438592,0.5069746271,0.0007380261,0.0,4.52935,2.5987635873,1.0806207298,-0.8468216397
31,OPTUNA_0031,2,42,26989,2856,370,371,429367,214869,14844407,5.8456219,0.7767960442,0.8082858283,0.4878204587,0.0069021197,0.0,4.35905,1.9280543784,1.1294387561,-0.9207265798
31,OPTUNA_0031,4,42,27061,2784,461,462,500166,250314,17311657,6.755742,0.7203969653,0.9309914203,0.5185265117,0.1134118985,0.0,4.38449,2.2244026212,0.9330410839,-0.4532582241
32,OPTUNA_0032,0,42,25813,4032,720,721,680065,340393,23599184,9.5649933,0.8277999748,0.6434318524,0.4215518538,0.0750636605,0.0,3.96909,1.3231517652,0.73544588,-0.3803596007
32,OPTUNA_0032,3,42,26466,3379,1224,1225,901079,451152,31446286,13.4100367,0.7403160461,1.0816813141,0.5055848159,0.0287926009,0.0,4.67896,2.8263962298,1.1168850275,-0.9423991654
32,OPTUNA_0032,1,42,27493,2352,712,713,706743,353728,24500996,9.9232212,0.7075401469,0.9955504718,0.5013251262,-0.0022008878,0.0,4.52935,2.5835656288,1.0557050439,-0.8166359417
32,OPTUNA_0032,2,42,26989,2856,827,828,748934,374881,26011355,10.4378159,0.7781397447,0.8058491923,0.4825749483,0.0012226582,0.0,4.35905,1.9324010439,1.1245837987,-0.8846528043
32,OPTUNA_0032,4,42,27061,2784,858,859,782411,391635,27170047,10.8584132,0.7224906059,0.9274992839,0.5154722034,0.1173599897,0.0,4.38449,2.2177585064,0.9263740514,-0.4379892668
33,OPTUNA_0033,0,42,25813,4032,634,635,367331,183983,12909144,6.2469943,0.8248871392,0.6488509914,0.4204604986,0.0744256654,0.0,3.96909,1.3371236257,0.7266781442,-0.3880766518
33,OPTUNA_0033,3,42,26466,3379,1166,1167,503357,252262,17885146,9.2103335,0.7410787906,1.0800915871,0.5061402635,0.0301299205,0.0,4.67896,2.810824949,1.1122867553,-0.9126234165
33,OPTUNA_0033,1,42,27493,2352,665,666,394356,197511,13848454,6.4552873,0.7069767469,0.9965089336,0.5020490757,-0.0007590937,0.0,4.52935,2.5748867316,1.0528384994,-0.7947857205
33,OPTUNA_0033,2,42,26989,2856,815,816,429406,215111,15139154,7.5772132,0.7771867457,0.8075780972,0.4844486869,-8.71957e-05,0.0,4.35905,1.9329215587,1.1286993519,-0.8754871592
33,OPTUNA_0033,4,42,27061,2784,1083,1084,495678,248381,17569276,8.873001,0.7234746952,0.9258532986,0.5131796591,0.1153217089,0.0,4.38449,2.2216593361,0.9270353956,-0.4051593326
34,OPTUNA_0034,0,42,25813,4032,288,289,151607,75948,5346168,3.3358991,0.8270717296,0.6447909747,0.4206709932,0.066517687,0.0,3.96909,1.3204200134,0.7372613514,-0.3670940904
34,OPTUNA_0034,3,42,26466,3379,358,359,171295,85827,6061760,3.6965547,0.7421647011,1.0778242658,0.5087450259,0.0297841967,0.0,4.67896,2.8050066303,1.1193494515,-0.9357619272
34,OPTUNA_0034,1,42,27493,2352,244,245,141963,71104,4989232,3.0436271,0.7075973549,0.9954530973,0.5031259722,-0.0035885875,0.0,4.52935,2.5692630862,1.0368047006,-0.8016542471
34,OPTUNA_0034,2,42,26989,2856,349,350,169692,85021,6001318,3.6388605,0.779122955,0.8040615828,0.4843742844,-0.0013266294,0.0,4.35905,1.9221277532,1.1213052208,-0.8602832906
34,OPTUNA_0034,4,42,27061,2784,553,554,227386,113970,8097554,4.9849059,0.7210548038,0.9298955764,0.5183402704,0.1138012827,0.0,4.38449,2.224186311,0.9377732911,-0.4255270977
35,OPTUNA_0035,0,42,25813,4032,290,291,164123,82207,5773032,3.0594386,0.826779904,0.6453348048,0.4189343402,0.0668341589,0.0,3.96909,1.3367277654,0.7350589012,-0.3729781293
35,OPTUNA_0035,3,42,26466,3379,685,686,254360,127523,9101787,5.4070945,0.740464876,1.0813713034,0.5121980674,0.0365212736,0.0,4.67896,2.8095759574,1.1153752198,-0.8988945287
35,OPTUNA_0035,1,42,27493,2352,243,244,152874,76559,5359546,2.857575,0.7065829914,0.9971782477,0.5034976927,-0.0008342962,0.0,4.52935,2.5796677953,1.0527873929,-0.8291844197
35,OPTUNA_0035,2,42,26989,2856,272,273,159241,79757,5595164,2.9989857,0.7775898544,0.8068472405,0.4894321207,0.006249112,0.0,4.35905,1.9304278299,1.1462919818,-0.9248155531
35,OPTUNA_0035,4,42,27061,2784,350,351,186709,93530,6580556,3.4774582,0.722588116,0.9273363192,0.5157045832,0.1149295183,0.0,4.38449,2.2250341306,0.9339059898,-0.4514131403
36,OPTUNA_0036,0,42,25813,4032,342,343,340381,170362,11800314,4.7644206,0.8312971876,0.6368646043,0.4067370395,-0.0176369096,0.0,3.96909,1.3782489161,0.760281747,-0.4591169483
36,OPTUNA_0036,3,42,26466,3379,539,540,420572,210556,14656811,6.3614036,0.7372056915,1.0881399304,0.4988561236,-0.0556694936,0.0,4.67896,2.9405180012,1.2231016597,-1.0851464227
36,OPTUNA_0036,1,42,27493,2352,336,337,349555,174946,12108278,4.829001,0.7051800948,0.9995592784,0.4985028876,-0.091027053,0.0,4.52935,2.6182740687,1.1052101287,-0.9028663519
36,OPTUNA_0036,2,42,26989,2856,537,538,433392,216965,15091380,6.2712621,0.7786202152,0.8049761278,0.4692670055,-0.0770070216,0.0,4.35905,1.9640736078,1.1438519329,-0.9061735042
36,OPTUNA_0036,4,42,27061,2784,456,457,393895,197176,13695022,5.6205777,0.7295722107,0.9155886436,0.4937193407,0.0163750667,0.0,4.38449,2.2622295758,0.9924906886,-0.5580751405
37,OPTUNA_0037,0,42,25813,4032,617,618,1227116,613867,42131227,12.6431147,0.8264517877,0.6459457173,0.4259115693,0.075095346,0.0,3.96909,1.3246599252,0.7549039816,-0.3902322502
37,OPTUNA_0037,3,42,26466,3379,890,891,1491751,746321,51309132,15.3571984,0.7403040764,1.081706243,0.5201271443,0.0342964426,0.0,4.67896,2.8240308167,1.1267641834,-0.9958102848
37,OPTUNA_0037,1,42,27493,2352,608,609,1254777,627693,43065755,12.9179775,0.7021513492,1.0046804982,0.5132749715,-0.0016171335,0.0,4.52935,2.6044294057,1.0966772047,-0.8125775145
37,OPTUNA_0037,2,42,26989,2856,792,793,1422237,711515,48880953,14.556696,0.7740177292,0.8133008103,0.4958664434,0.0096860572,0.0,4.35905,1.9156571261,1.1237722177,-0.9262812913
37,OPTUNA_0037,4,42,27061,2784,734,735,1396071,698403,47953011,14.2391163,0.7131738752,0.9429400693,0.529955912,0.1194812269,0.0,4.38449,2.2333069608,0.9453507304,-0.4758342742
38,OPTUNA_0038,0,42,25813,4032,657,658,999008,499833,34401918,10.777354,0.831036651,0.6373561863,0.4205918397,0.078822552,0.0,3.96909,1.2748512781,0.7111305683,-0.3548057475
38,OPTUNA_0038,3,42,26466,3379,1023,1024,1222200,611612,42232009,13.6072091,0.7438968766,1.0741976735,0.5093196108,0.0278625455,0.0,4.67896,2.7978342849,1.10885307,-0.9647936307
38,OPTUNA_0038,1,42,27493,2352,576,577,939161,469869,32313640,10.0258569,0.7061909861,0.9978441408,0.5037336008,-0.0010213747,0.0,4.52935,2.5905138905,1.0642672619,-0.8284213873
38,OPTUNA_0038,2,42,26989,2856,669,670,1006992,503831,34681302,10.7953133,0.7795815023,0.8032265213,0.480823297,-1.75395e-05,0.0,4.35905,1.9184913282,1.1115575389,-0.901385344
38,OPTUNA_0038,4,42,27061,2784,556,557,901877,451217,31032765,9.8755555,0.7196465164,0.9322399642,0.5222761059,0.1197566693,0.0,4.38449,2.2317646722,0.9438236891,-0.5278806022
39,OPTUNA_0039,0,42,25813,4032,1139,1140,2435756,1218448,83569991,21.6832959,0.8394911101,0.6212057924,0.4023974449,-0.0071451174,0.0,3.96909,1.3066335372,0.7252337321,-0.4218480517
39,OPTUNA_0039,3,42,26466,3379,1110,1111,2365969,1183540,81178078,21.5628346,0.7389738936,1.0844729965,0.4987739185,-0.0559548269,0.0,4.67896,2.9502029336,1.2260150324,-1.1231972827
39,OPTUNA_0039,1,42,27493,2352,835,836,2070126,1035481,70937667,18.2823154,0.7063111045,0.9976401447,0.4966181822,-0.09613321,0.0,4.52935,2.6242877182,1.1237760654,-0.9453587904
39,OPTUNA_0039,2,42,26989,2856,1298,1299,2681607,1341453,92034003,24.2260849,0.779104976,0.8040943068,0.4669021822,-0.0806163785,0.0,4.35905,1.9638145368,1.1378280926,-0.9446291316
39,OPTUNA_0039,4,42,27061,2784,795,796,1945014,972905,66657422,17.2148057,0.730392975,0.9141981549,0.4925098841,0.0087554655,0.0,4.38449,2.270397315,0.9959941307,-0.6065358035
