candidate_id,fold,seed,N_train,N_validation,best_iteration,effective_trees,nodes,leaves,model_ubj_bytes,elapsed_seconds,R2,RMSE,MAE,bias,negative_prediction_pct,tail_threshold,tail_RMSE,tail_MAE,tail_bias
ANCHOR_COMPACT_identity,0,42,25813,4032,374,375,10547,5461,606513,1.1461619000183418,0.8209154779951191,0.6561678944581214,0.4350034368052925,0.04943318790136708,0.0,3.9690900000000005,1.3430205077231656,0.8019269164892706,-0.34830474677180306
ANCHOR_COMPACT_identity,3,42,26466,3379,539,540,15422,7981,880998,1.3848195999744348,0.732581114087143,1.0976725593797778,0.5437823748974633,0.014893913863050336,0.029594554601953243,4.678960000000001,2.8549951632713957,1.1663077518609855,-1.010203886746514
ANCHOR_COMPACT_identity,1,42,27493,2352,244,245,6919,3582,397491,0.8090276999864727,0.694559823160243,1.0174035179195486,0.5303333234360559,-0.033264325228665154,0.0,4.52935,2.5930581804130264,1.087721228032193,-0.7382341226205986
ANCHOR_COMPACT_identity,2,42,26989,2856,942,943,27033,13988,1541349,2.3554313999484293,0.7618892238497121,0.8348405703326843,0.5185649197168622,0.014609492757137953,0.0,4.35905,1.9548292353049457,1.1788951126558795,-0.8572704166952546
ANCHOR_COMPACT_identity,4,42,27061,2784,556,557,15881,8219,907807,1.5283918000059202,0.7018532973826298,0.9613681803942281,0.5532596345248442,0.12071702388979923,0.0,4.384490000000004,2.2932638594076877,1.0224550961395318,-0.47680751291842444
ANCHOR_BALANCED_identity,0,42,25813,4032,108,109,22597,11353,841062,0.8671436000149697,0.8369460529326906,0.6261113968546225,0.41445142986243566,0.061262505493096704,0.0,3.9690900000000005,1.267096535969109,0.7238325034405926,-0.33514280101568394
ANCHOR_BALANCED_identity,3,42,26466,3379,393,394,64652,32523,2458984,1.939408399979584,0.7444642877182968,1.073007040393466,0.5169510892035024,0.03146826764531806,0.0,4.678960000000001,2.790504538125923,1.0678575016969758,-0.9147489279775225
ANCHOR_BALANCED_identity,1,42,27493,2352,151,152,29068,14610,1089421,1.022787000052631,0.7093131042403535,0.9925282591253035,0.5043006038397316,-0.01774581206897814,0.0,4.52935,2.5606889491921025,1.0205461191015728,-0.7160158598754365
ANCHOR_BALANCED_identity,2,42,26989,2856,402,403,66921,33662,2542072,2.0335029999841936,0.7797884795878806,0.8028493100537194,0.49274340150647256,0.005337101326667838,0.0,4.35905,1.8953645761279334,1.1033860082452946,-0.835711736377636
ANCHOR_BALANCED_identity,4,42,27061,2784,337,338,54952,27645,2092218,1.7045909999869764,0.7214007384911716,0.9293187910882656,0.5210667817731561,0.11253879398576144,0.0,4.384490000000004,2.2265519415776724,0.9195113260023056,-0.37886126388973657
ANCHOR_REGULARIZED_identity,0,42,25813,4032,285,286,74676,37481,2728534,2.1809408999979496,0.8338482073218405,0.6320311259269283,0.4127510530352108,0.04921230393847662,0.0,3.9690900000000005,1.303145775855025,0.7335373342367681,-0.37188204858090623
ANCHOR_REGULARIZED_identity,3,42,26466,3379,702,703,153937,77320,5698615,4.291830700007267,0.741041228830432,1.0801699287867517,0.5134947065704072,0.03698247502269962,0.0,4.678960000000001,2.820006235632615,1.095351172601824,-0.8912799524927987
ANCHOR_REGULARIZED_identity,1,42,27493,2352,288,289,79025,39657,2878379,2.180813900020439,0.705730845879488,0.9986252069473831,0.5091639597829637,-0.010663362631979445,0.0,4.52935,2.5645665101067734,1.0251853002063298,-0.7178547662120753
ANCHOR_REGULARIZED_identity,2,42,26989,2856,495,496,114862,57679,4233456,3.224944100016728,0.7824868004687339,0.7979153668797355,0.4897079349855995,0.0056106448644996166,0.0,4.35905,1.8894927352128625,1.0916998766632344,-0.8601260910654401
ANCHOR_REGULARIZED_identity,4,42,27061,2784,733,734,160390,80562,5938477,4.529421899991576,0.7213964552043002,0.9293259349041828,0.518193100303754,0.11126734564142667,0.0,4.384490000000004,2.2392424114789566,0.9584290580599111,-0.39807293002084165
ANCHOR_LITERATURE_SHAPE_identity,0,42,25813,4032,10,11,3931,1971,141932,1.2795921000069939,0.8293068122264042,0.6406104894103974,0.43113576130427905,0.05319569231248925,0.0,3.9690900000000005,1.262256005513512,0.742118719519247,-0.33078250997845493
ANCHOR_LITERATURE_SHAPE_identity,3,42,26466,3379,25,26,11336,5681,403573,1.4002053000149317,0.7329544506915135,1.0969060756050306,0.5311731409070759,0.04715746934462603,0.0,4.678960000000001,2.850844972798055,1.1524754146530782,-0.8683147314827824
ANCHOR_LITERATURE_SHAPE_identity,1,42,27493,2352,7,8,2658,1333,96675,1.2388544999994338,0.6976815767425615,1.0121909749220206,0.5195230999976729,-0.03424228514334296,0.0,4.52935,2.599971444619191,1.0849123054213443,-0.820173620867325
ANCHOR_LITERATURE_SHAPE_identity,2,42,26989,2856,17,18,7864,3941,280261,1.3128194999881089,0.774220641498635,0.8129355917558979,0.4904237528015831,-0.005828147712143322,0.0,4.35905,1.9055484891055394,1.089834028542792,-0.8208842798699866
ANCHOR_LITERATURE_SHAPE_identity,4,42,27061,2784,13,14,5796,2905,207317,1.368560199975036,0.7087134381743616,0.9502436214243741,0.53845279313652,0.1328316380524361,0.0,4.384490000000004,2.2614801365724793,0.9751455716519372,-0.4036699010199543
ANCHOR_COMPACT_log1p,0,42,25813,4032,577,578,17092,8835,962820,1.4101883000112139,0.8222234927167835,0.65376721181469,0.4200801131702133,-0.031991700702154076,0.0,3.9690900000000005,1.4333261001313249,0.8612121258997294,-0.4664455865389712
ANCHOR_COMPACT_log1p,3,42,26466,3379,692,693,20477,10585,1153695,1.6762148999841884,0.7311016974444169,1.1007046475579554,0.5260706779835561,-0.056631306711949644,0.0,4.678960000000001,2.9816640788502595,1.2936081005397473,-1.1409358893688746
ANCHOR_COMPACT_log1p,1,42,27493,2352,309,310,9226,4768,518761,0.9104720000177622,0.6936968453201157,1.0188397687270225,0.5321752691779419,-0.10807051564772703,0.0,4.52935,2.6284212892762153,1.1591729108359519,-0.9108056477823044
ANCHOR_COMPACT_log1p,2,42,26989,2856,862,863,25433,13148,1434229,2.0662397000123747,0.7648453747019004,0.8296421025679658,0.5048422950610305,-0.07567791837250437,0.0,4.35905,2.0141501673484195,1.265061346201021,-1.0004568897618722
ANCHOR_COMPACT_log1p,4,42,27061,2784,606,607,17815,9211,1006511,1.5691283000051044,0.720091272846417,0.9315002119037527,0.5198049312210956,0.03244628703644769,0.0,4.384490000000004,2.281549010881761,1.0488922287597517,-0.5152914641383105
ANCHOR_BALANCED_log1p,0,42,25813,4032,119,120,29294,14707,1075998,0.9687642999924719,0.8387654550694372,0.6226084335021328,0.3986345631146024,-0.03704013640204111,0.0,3.9690900000000005,1.3385852047467075,0.7653489380008551,-0.49151600770239035
ANCHOR_BALANCED_log1p,3,42,26466,3379,402,403,68977,34690,2611898,1.9085880999919027,0.7326506546692633,1.0975298287128585,0.5073719210322005,-0.046063512423312004,0.0,4.678960000000001,2.9295092486892056,1.196368757365555,-1.0645797857333157
ANCHOR_BALANCED_log1p,1,42,27493,2352,116,117,29399,14758,1077591,0.981656199961435,0.705922709915933,0.9982996011175929,0.5038628503524497,-0.10032405087110663,0.0,4.52935,2.601520595511056,1.091280403761841,-0.902328227491568
ANCHOR_BALANCED_log1p,2,42,26989,2856,359,360,64760,32560,2440165,1.7550030000275,0.7801382274445302,0.8022114996303268,0.4754425765314317,-0.07775226364051885,0.0,4.35905,1.9549249083544198,1.161276734880423,-0.9308032508054381
ANCHOR_BALANCED_log1p,4,42,27061,2784,237,238,47780,24009,1782374,1.3621697000344284,0.7314772589947176,0.9123579783343,0.4959027198493482,0.030011977490724602,0.0,4.384490000000004,2.241019369080025,0.9575097399476773,-0.48399798432607155
ANCHOR_REGULARIZED_log1p,0,42,25813,4032,379,380,43280,21830,1722914,1.9033089999575168,0.8345479507667628,0.6306988313599402,0.4041999803323139,-0.03698276515234611,0.0,3.9690900000000005,1.3686587161225934,0.7901007939087701,-0.521791609283998
ANCHOR_REGULARIZED_log1p,3,42,26466,3379,974,975,47019,23997,2241677,2.9214725000201724,0.7244504498514154,1.1142345555896056,0.5195062559153542,-0.06425898928961993,0.0,4.678960000000001,2.9923104936773943,1.2561043604127597,-1.1486552678249378
ANCHOR_REGULARIZED_log1p,1,42,27493,2352,461,462,44764,22613,1827351,2.0553807000396773,0.7034880843528726,1.0024234762206112,0.5084326854364541,-0.09991283575760174,0.0,4.52935,2.6061962219648,1.0981663738577463,-0.8936726344068676
ANCHOR_REGULARIZED_log1p,2,42,26989,2856,752,753,46211,23482,2068094,2.5113495999830775,0.7724499004418081,0.8161172090432229,0.4895189938876674,-0.08402422761424935,0.0,4.35905,2.0117414479614606,1.2557720716397995,-1.0717860933523562
ANCHOR_REGULARIZED_log1p,4,42,27061,2784,725,726,46612,23669,2063957,2.4778928000014275,0.7216584628052894,0.9288888483402098,0.5096148385807571,0.03345202160919113,0.0,4.384490000000004,2.273837835340788,1.008155947027497,-0.5757955078016185
ANCHOR_LITERATURE_SHAPE_log1p,0,42,25813,4032,13,14,3632,1823,133740,0.2963496000156738,0.825292620205522,0.6480993355127397,0.42009185513791586,-0.01946146181008661,0.0,3.9690900000000005,1.3798847809153403,0.7867773852229274,-0.41171807071279504
ANCHOR_LITERATURE_SHAPE_log1p,3,42,26466,3379,13,14,3398,1706,125784,0.31219560001045465,0.719759507778405,1.123678867646555,0.5223924147931358,-0.05790992659480621,0.0,4.678960000000001,3.0071410008667043,1.2345355376196498,-1.1044673993468004
ANCHOR_LITERATURE_SHAPE_log1p,1,42,27493,2352,8,9,2491,1250,91653,0.2885571999941021,0.700011736202615,1.0082826310464188,0.5185995038497255,-0.10576810558813099,0.0,4.52935,2.621877022013058,1.148019888608021,-0.9774674603705943
ANCHOR_LITERATURE_SHAPE_log1p,2,42,26989,2856,27,28,4062,2045,157548,0.3076588000403717,0.7618795692717601,0.8348574951266691,0.49687315951798283,-0.0868496425100704,0.0,4.35905,2.049006787303511,1.2857522410503326,-1.0562349437575222
ANCHOR_LITERATURE_SHAPE_log1p,4,42,27061,2784,12,13,3351,1682,123528,0.3038691999972798,0.710203557204042,0.9478099498376826,0.5221060359648885,0.05508750923936727,0.0,4.384490000000004,2.2970556506983253,1.029935247383238,-0.5259290530651061
