candidate_id,completed_folds,seeds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,model_ubj_bytes_median
ANCHOR_BALANCED_identity,25,5,0.7092474001753482,0.73839155058334,0.7570645878448707,0.04751486913921453,0.9341683724454488,0.5022181018774979,0.027763581220805283,2.236851386981159,1980788.0
OPTUNA_0013,25,5,0.7074888855729997,0.7322280785892806,0.7542333952602841,0.045071578164323195,0.9280743751331102,0.510409307117021,0.03300576090203062,2.2181053208910533,6513825.0
