rank,candidate_id,source,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,reg_alpha,reg_lambda,target_transform,completed_folds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,negative_prediction_pct_mean,best_iteration_median,model_ubj_bytes_median,objective
21,OPTUNA_0010,OPTUNA,0.007166087472727123,9,96.2447964309263,1.20506955015429,0.5604271982835027,0.7755461669799143,5.333095818394197,0.03267780492702695,identity,5,0.70431838861855,0.7305609067781755,0.7521495527390631,0.04600554327430757,0.9318096743858164,0.5169795742657687,0.04190165334134534,2.218242893784904,0.0,1112.0,3769826.0,0.8846583381493786
22,OPTUNA_0012,OPTUNA,0.005033786962828685,8,75.56229575577454,0.0327544854341156,0.6634288116102076,0.8958399484902143,9.207167352007776,0.980106157866944,identity,5,0.70431009804984,0.7328997597383344,0.7530025204901811,0.04577431839060763,0.9312808690382209,0.515454571068089,0.03710652846410883,2.2290048923069166,0.0,2261.0,7710690.0,0.8852463220648932
23,OPTUNA_0031,OPTUNA,0.010644023422686832,16,15.254242997259327,1.5906317738560602e-06,0.8020687213600551,0.6975527508900172,0.00020144316975888126,0.49402800297047733,identity,5,0.7036534799739567,0.7392935738281938,0.7533999604669013,0.04406044926437152,0.9309914203189665,0.5069746271471232,0.03216344287943728,2.224402621219543,0.0,370.0,14844407.0,0.8862738509677865
24,ANCHOR_REGULARIZED_log1p,ANCHOR,0.02,12,32.0,0.2,0.7,0.75,0.01,50.0,log1p,5,0.7034880843528726,0.7244504498514154,0.7513189696436297,0.047461639551582405,0.9288888483402098,0.5084326854364541,0.06425898928961993,2.273837835340788,0.0,725.0,2063957.0,0.8822276148381473
25,OPTUNA_0014,OPTUNA,0.0053357034637548486,11,169.17134755139924,0.0011792933222888006,0.8843050126045804,0.9261743760194092,0.0797590650921334,53.79057057011764,log1p,5,0.7034436477242714,0.7341794569156028,0.752781406130332,0.04470329741028872,0.9255404913898911,0.5060179217380667,0.05211516471634517,2.2653482558735956,0.0,1813.0,7890280.0,0.8847533470826576
26,OPTUNA_0004,OPTUNA,0.1846107056354071,11,43.69039706939198,0.9842906574293224,0.611218972087866,0.9765070880696394,0.0007482909605048481,0.0022578885101741434,log1p,5,0.7033591916280435,0.7116862226982046,0.7415831559558761,0.044348165314660334,0.9453994216346844,0.514631003689402,0.07540707780710754,2.3204446945383768,0.0,90.0,111454.0,0.8790633390368616
27,OPTUNA_0002,OPTUNA,0.1515873119083874,12,0.8925617149928486,0.0,0.9422889162550361,0.8969138441493568,1.2999179333900456e-07,150.91772677406402,identity,5,0.7033430136770448,0.7344367260749627,0.7568983459396627,0.05050267568844664,0.9324357106328198,0.5108684280134187,0.01978009771326286,2.2196420957385916,0.0,47.0,1845741.0,0.8844270614113632
28,OPTUNA_0021,OPTUNA,0.007827318203468877,15,5.671913560958863,0.06108588098339939,0.9081378145170484,0.8807863272117364,0.0,0.009335221733675098,identity,5,0.7029673045780043,0.7443682855834574,0.7531422169499778,0.044300357834863385,0.9384191390806887,0.5092078152731454,0.026108058031553003,2.2388084472602974,0.0,487.0,38386443.0,0.8868443580821255
29,OPTUNA_0017,OPTUNA,0.006380124450132392,15,10.476303185209549,1.6001307683719013e-05,0.7965581191902339,0.9711353777206011,0.0,885.4192578463437,identity,5,0.7026246702164598,0.7324959200137524,0.7550009089207752,0.04941608839382173,0.9307002355110559,0.5131227078717643,0.02223784754672343,2.2244412669310005,0.0,3820.0,86730074.0,0.8832778458002069
30,OPTUNA_0037,OPTUNA,0.006341526755720275,15,6.660763643192154,0.0,0.8115541569356424,0.6500825070091372,0.00562429907750868,0.0017216414719628018,identity,5,0.7021513492345332,0.7403040763765419,0.7512197635360419,0.04506430035234691,0.942940069332957,0.5132749714666938,0.03429644259651521,2.2333069608234286,0.0,734.0,47953011.0,0.8849741533110513
31,OPTUNA_0005,OPTUNA,0.006714152955933837,13,3.3700966254375113,0.01612507215854251,0.728959948539454,0.5565137151737488,0.0,0.18286470219378206,log1p,5,0.7020629638893368,0.7370892760299865,0.754632625244026,0.04581482739874699,0.9233191416193804,0.5025837225001292,0.05556700689583295,2.2762495336647346,0.0,899.0,45653425.0,0.884044541526896
32,OPTUNA_0006,OPTUNA,0.020174640610479033,9,5.355178982849002,0.0,0.6202056745553259,0.5895519138495489,0.0041835678596921074,0.0011890384986260052,identity,5,0.7019346519286587,0.7386120108132346,0.7510197722055549,0.04784797347019533,0.9499004518747767,0.5121103956199309,0.037752772888836765,2.24581880430654,0.0,293.0,3664732.0,0.8841952559584575
33,ANCHOR_LITERATURE_SHAPE_log1p,ANCHOR,0.405,32,61.63,0.12,1.0,0.96,0.0,69.05,log1p,5,0.700011736202615,0.719759507778405,0.7434293981324688,0.046024579358166326,0.9478099498376826,0.5185995038497255,0.05790992659480621,2.2970556506983253,0.0,13.0,125784.0,0.877650384179308
34,OPTUNA_0016,OPTUNA,0.006851385956423338,9,162.53186265152442,0.022138493259779148,0.6681704585353281,0.7346545687662218,0.0,232.8964073282324,identity,5,0.6986022154912528,0.7232346269081267,0.7479236414914169,0.04670310364926705,0.9368867710186413,0.5222686559414669,0.042534705083205886,2.2243195580661657,0.0,2140.0,6502056.0,0.8770757170358212
35,OPTUNA_0003,OPTUNA,0.17374688230703267,11,123.74371515406966,1.0302081861282129e-08,0.8539570076392237,0.9203229640720052,0.0,0.038875934204361765,identity,5,0.697838171026931,0.7325287573874096,0.7491211298195365,0.047158368476358334,0.9435784846059211,0.5256309065310614,0.033277469072133144,2.2261441591471303,0.0,45.0,231477.0,0.8786124419499655
36,OPTUNA_0008,OPTUNA,0.1618441025357954,12,126.18965001736667,0.0,0.5663863902450303,0.9185062535788193,4.577862051298302e-06,1.15732162829337,log1p,5,0.6977413707945304,0.7340324754370768,0.7494821797371459,0.04247391413344975,0.923116024131584,0.5092981205768767,0.044876964919997264,2.238439208224979,0.0,61.0,306818.0,0.8791257939471271
37,ANCHOR_LITERATURE_SHAPE_identity,ANCHOR,0.405,32,61.63,0.12,1.0,0.96,0.0,69.05,identity,5,0.6976815767425615,0.7329544506915135,0.7485753838666953,0.048163078463150516,0.9502436214243741,0.5195230999976729,0.04715746934462603,2.2614801365724793,0.0,13.0,207317.0,0.8785120354922824
38,OPTUNA_0028,OPTUNA,0.013989763122300753,13,80.42233461066189,0.0,0.6104358915255895,0.818385654078682,6.121244813292127e-05,575.7135430712318,log1p,5,0.6971881535077632,0.7314481981737465,0.7514407527040066,0.04642293371082074,0.9225079643110983,0.5079170409326359,0.049733263705525985,2.258079994266679,0.0,2195.0,13298582.0,0.8777290563656588
39,ANCHOR_COMPACT_identity,ANCHOR,0.08,4,4.0,0.0,0.85,0.85,0.0,2.0,identity,5,0.694559823160243,0.732581114087143,0.7423597872949694,0.04598615047930924,0.9613681803942281,0.5303333234360559,0.033264325228665154,2.2932638594076877,0.0059189109203906486,539.0,880998.0,0.8754057941580633
