fold,seed,delta_R2,delta_RMSE,delta_MAE,delta_bias_abs,delta_training_time,delta_PCD
0,21,0.007324482192366366,-0.07417577934828312,-0.09234673350533695,-0.09140362011929992,7.470077799982391,31.982421875
1,21,0.02271478956809858,-0.22713209468288298,-0.22383504852619218,-0.20625661416875163,23.784434500033967,24.70703125
2,21,0.3813270073001179,-2.0659185083470586,-2.393306358595339,-3.1505264965440007,20.23670479998691,2.099609375
0,42,0.004596075818043666,-0.046207389100970886,-0.11605117129729425,0.6987994193530669,7.303099800017662,24.0234375
1,42,0.03918340442023238,-0.40014210832387853,-0.2794116204750354,-0.5992406705348551,21.346803199965507,29.78515625
2,42,0.6361839373729349,-3.4129588891450897,-3.753705789204182,-5.134382908222362,38.269734999979846,35.791015625
0,84,0.009414528832187519,-0.09894520242490756,-0.06674104919593615,-0.21821476116690514,7.133740300079808,19.580078125
1,84,0.021225901576184536,-0.21301986642237747,-0.27969564207448183,-0.36906461587688266,23.453625099966303,24.072265625
2,84,0.5090547310278877,-2.7081226732966224,-3.085707295970166,-4.428649667322587,35.91499930003192,32.861328125
