metric,mean,median,std,min,max,pinn_improves_pct
delta_R2,0.18122498423422817,0.02271478956809858,0.2540570306800353,0.004596075818043666,0.6361839373729349,100.0
delta_RMSE,-1.0274025012324524,-0.22713209468288298,1.3240440164894562,-3.4129588891450897,-0.046207389100970886,100.0
delta_MAE,-1.1434223009826627,-0.2794116204750354,1.4918919936165798,-3.753705789204182,-0.06674104919593615,100.0
delta_bias_abs,-1.499882214955842,-0.36906461587688266,2.1428939484939113,-5.134382908222362,0.6987994193530669,88.88888888888889
delta_training_time,20.545913311116035,21.346803199965507,11.706079991455065,7.133740300079808,38.269734999979846,0.0
delta_PCD,24.989149305555557,24.70703125,10.03494527906919,2.099609375,35.791015625,100.0
