candidate,trial_number,physics_level,worst_fold_median_R2,R2_q10,R2_median,R2_mean,R2_std,NRMSE_mean,RMSE_mean,MAE_mean,PCD_min,PCD_mean,PCD_std,bias_abs_mean,violation_max,parameter_count,training_time_s
TRIAL_0033_TIT_INC,33,A,0.3578471095050877,0.35290075843638213,0.6502721540490339,0.594090002179562,0.1736149950325595,0.6247052171463939,6.676777051401572,4.827902092382238,99.51171875,99.91861979166667,0.17263349150062196,1.775550758548131,0.48828125,77665,247.89325170003576
TRIAL_0036_TIT_INC,36,A,0.2758643318374935,0.27537090622346605,0.6447279956531409,0.5673503718462896,0.20960458262603301,0.6412646083756524,6.848345202588352,5.010309773191104,100.0,100.0,0.0,2.310218276178949,0.0,32961,268.96573210001225
ANCHOR_R7_TIT_INC_ADAPTED,0,B,0.3891884866015841,0.3828694186519443,0.640878057344417,0.5803432339698577,0.15673536559141982,0.6380342438184557,6.826286284018886,4.94310702892202,98.876953125,99.755859375,0.3821405234984992,2.1780714055547734,1.123046875,76273,224.43382310000015
