candidate,trial_number,physics_level,worst_fold_median_R2,R2_q10,R2_median,R2_mean,R2_std,NRMSE_mean,RMSE_mean,MAE_mean,PCD_min,PCD_mean,PCD_std,bias_abs_mean,violation_max,parameter_count,training_time_s
TRIAL_0033_TIT_INC,33,A,0.33311535416156,0.3321602029010121,0.6504933991026887,0.5857491044465898,0.1788177610885467,0.6302871009479022,6.733600946491602,4.890037647306995,99.51171875,99.94791666666667,0.13620292253558974,1.8936245069371462,0.48828125,77665,368.6598345001112
TRIAL_0036_TIT_INC,36,A,0.2758643318374935,0.2743840549954112,0.6447279956531409,0.566302261331855,0.20658442700516222,0.641828778847665,6.853290833380253,5.0045572031898775,100.0,100.0,0.0,2.386619747827212,0.0,32961,419.5400601000292
